"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"3",379,379,"[97, 266, 375, 973]",0,2.4,2.15,1,14,0.0131297
"70",379,379,"[101, 269, 379, 978]",0,2.85,1.95,1,50,2.69045e-06
"71",379,379,"[102, 269, 379, 978]",0,2.85,2,1,47,3.14511e-06
"111",379,379,"[100, 275, 380, 979]",0,2.85,2.25,1,59,9.2498e-07
"190",198,198,"[216, 533, 618, 718]",0,2.7,3.15,1,38,9.235e-06
"230",959,959,"[5, 282, 508, 945]",0,2.95,2.85,1,36,1.01683e-05
"324",198,198,"[215, 528, 615, 717]",0,2.4,3.4,1,22,0.000429743
"457",198,198,"[216, 533, 623, 719]",0,2.75,3.25,1,4,0.0195805
"462",198,198,"[215, 530, 615, 716]",0,2.45,3.3,1,61,8.70313e-07
"463",198,198,"[216, 530, 615, 716]",0,2.5,3.25,1,45,4.05298e-06
"527",1639,1639,"[167, 503, 845, 1047]",0,2.65,4.1,1,18,0.00921635
"558",1639,1639,"[170, 502, 851, 1051]",0,2.9,3.9,1,61,8.70313e-07
"574",1639,1639,"[168, 504, 848, 1045]",0,2.65,4.25,1,43,5.22291e-06
"586",1998,1998,"[643, 773, 929, 1075]",0,2.5,6.4,1,9,0.0146713
"666",1998,1998,"[647, 774, 928, 1079]",0,2.6,6.4,1,57,1.19198e-06
"684",1998,1998,"[647, 774, 929, 1079]",0,2.6,6.45,1,57,1.19198e-06
"773",1998,1998,"[648, 777, 929, 1080]",0,2.65,6.55,1,45,4.05298e-06
"922",959,959,"[5, 281, 508, 949]",0,3.05,2.8,1,61,8.70313e-07
"924",959,959,"[5, 282, 508, 949]",0,3.05,2.85,1,54,1.58357e-06
"981",959,959,"[9, 281, 509, 950]",0,3.15,2.85,1,3,0.0214134
"1003",1215,1215,"[366, 458, 923, 1014]",0,3.15,3.45,1,11,0.0139203
"1153",856,856,"[74, 290, 686, 802]",0,3.35,4.9,1,48,3.05076e-06
"1156",856,856,"[69, 290, 687, 802]",0,3.25,4.95,1,54,1.58357e-06
"1177",1837,1837,"[47, 302, 392, 639]",0,3.9,2.4,1,23,0.000346367
"1288",1837,1837,"[45, 298, 393, 638]",0,3.9,2.15,1,51,2.56509e-06
"1291",1837,1837,"[46, 299, 393, 638]",0,3.9,2.25,1,49,2.95924e-06
"1292",1837,1837,"[47, 299, 393, 638]",0,3.9,2.3,1,50,2.69045e-06
"1376",585,585,"[298, 662, 691, 991]",0,3.75,2.35,1,42,5.77219e-06
"1377",585,585,"[299, 662, 691, 991]",0,3.75,2.4,1,42,5.77219e-06
"1415",585,585,"[298, 661, 690, 992]",0,3.8,2.2,1,2,0.03875
"1839",1410,1410,"[124, 522, 828, 1061]",0,3.4,3.35,1,61,8.70313e-07
"1841",1410,1410,"[126, 522, 828, 1061]",0,3.45,3.35,1,33,1.63794e-05
"1844",1410,1410,"[124, 521, 831, 1056]",0,3.4,3.3,1,1,0.0393097
"1846",856,856,"[77, 294, 684, 800]",0,3.35,4.95,1,17,0.00981074
"1948",1837,1837,"[46, 300, 395, 640]",0,4.05,2.15,1,52,2.04068e-06
"1975",1837,1837,"[47, 306, 395, 640]",0,4.1,2.3,1,19,0.0087574
"2755",585,585,"[303, 668, 692, 996]",0,4.1,2.4,1,59,9.2498e-07
"2940",1096,1096,"[30, 429, 550, 837]",0,4.1,3.2,1,28,3.40734e-05
"3013",1096,1096,"[29, 428, 549, 835]",0,4.1,2.95,1,15,0.0117145
"3139",53,53,"[35, 259, 763, 889]",0,4.05,5.55,1,29,2.97108e-05
"3144",53,53,"[36, 259, 764, 889]",0,4.05,5.65,1,57,1.19198e-06
"3146",53,53,"[36, 260, 764, 889]",0,4.05,5.7,1,52,2.04068e-06
"3241",53,53,"[41, 263, 768, 891]",0,4.25,5.85,1,6,0.0169753
"3358",81,81,"[145, 351, 592, 706]",0,4.85,2.35,1,28,3.40734e-05
"3402",585,585,"[310, 672, 702, 997]",0,4.4,2.4,1,21,0.000638867
"3449",1967,1967,"[479, 780, 880, 1022]",0,4.95,3.05,1,31,2.35073e-05
"3500",1967,1967,"[478, 781, 878, 1023]",0,4.85,3.3,1,33,1.63794e-05
"3694",81,81,"[148, 355, 596, 712]",0,5.1,2.5,1,43,5.22291e-06
"3766",81,81,"[150, 354, 599, 713]",0,5.25,2.35,1,10,0.0142984
"3768",81,81,"[149, 355, 599, 713]",0,5.25,2.35,1,52,2.04068e-06
"4012",1476,1476,"[311, 467, 569, 1091]",0,5.4,2.25,1,16,0.011008
"4028",1967,1967,"[479, 783, 880, 1026]",0,5.05,3.1,1,32,1.68859e-05
"4341",1967,1967,"[482, 788, 885, 1034]",0,5.4,3.15,1,16,0.011008
"4489",1967,1967,"[483, 788, 884, 1033]",0,5.35,3.2,1,23,0.000346367
"4534",1405,1405,"[409, 454, 723, 795]",0,5.3,5.75,1,38,9.235e-06
"4702",1405,1405,"[410, 455, 724, 798]",0,5.35,5.9,1,57,1.19198e-06
"4792",1405,1405,"[407, 450, 722, 795]",0,5.15,5.9,1,12,0.0134911
"4969",55,55,"[313, 414, 577, 715]",0,5.7,2.65,1,28,3.40734e-05
"5042",1476,1476,"[312, 473, 575, 1092]",0,5.65,2.25,1,61,8.70313e-07
"5136",890,890,"[104, 437, 651, 957]",0,5.9,2.35,1,30,2.42343e-05
"5140",890,890,"[104, 436, 652, 957]",0,5.9,2.35,1,39,8.95795e-06
"5774",1476,1476,"[312, 474, 577, 1095]",0,5.7,2.5,1,28,3.40734e-05
"6254",1810,1810,"[188, 418, 958, 1038]",0,5.95,2.75,1,55,1.53606e-06
"6258",1810,1810,"[189, 415, 959, 1038]",0,5.9,2.85,1,42,5.77219e-06
"6821",184,184,"[252, 677, 754, 1086]",0,5.65,3.55,1,9,0.0146713
"6859",1974,1974,"[539, 607, 935, 1068]",0,5.9,4.1,1,57,1.19198e-06
"6972",1974,1974,"[538, 605, 938, 1066]",0,5.9,3.85,1,8,0.0150767
"7171",226,226,"[114, 160, 914, 1002]",0,5.95,7.05,1,10,0.0142984
"7230",890,890,"[109, 442, 657, 962]",0,6.1,2.7,1,13,0.0132935
"7803",318,318,"[17, 493, 813, 1110]",0,6.3,3.1,1,28,3.40734e-05
"7959",1810,1810,"[189, 418, 963, 1041]",0,6.1,2.9,1,26,6.94581e-05
"8151",1810,1810,"[189, 418, 963, 1040]",0,6.05,2.9,1,1,0.0393097
"8311",318,318,"[19, 494, 813, 1107]",0,6.25,3.2,1,2,0.03875
"8371",1974,1974,"[545, 612, 944, 1070]",0,6.25,4.1,1,38,9.235e-06
"8973",653,653,"[180, 345, 587, 820]",0,6.85,2.65,1,9,0.0146713
"9086",653,653,"[179, 343, 583, 819]",0,6.75,2.6,1,36,1.01683e-05
"9563",1810,1810,"[196, 422, 967, 1043]",0,6.35,3.15,1,45,4.05298e-06
"9591",318,318,"[21, 496, 822, 1112]",0,6.55,3.2,1,37,9.86326e-06
"9634",1810,1810,"[195, 421, 968, 1042]",0,6.35,3,1,47,3.14511e-06
"9740",1939,1939,"[65, 213, 335, 559]",0,6.4,4.5,1,7,0.0158422
"9819",1939,1939,"[68, 207, 339, 563]",0,6.5,4.6,1,40,8.33044e-06
"9825",1939,1939,"[68, 213, 338, 564]",0,6.55,4.6,1,59,9.2498e-07
