Unnamed: 0,gene,gene_number,cpath,cost,x,y,z,stringency_rank,lambda,rep
77,1659,1659,"[248, 319, 944, 1007]",0,2.7,5.3,1,50,2.63383e-06,1
111,1659,1659,"[249, 319, 949, 1007]",0,2.8,5.35,1,6,0.0230406,1
135,1940,1940,"[158, 249, 319, 496]",0,2.8,5.4,1,55,1.57557e-06,1
181,1659,1659,"[248, 315, 944, 1006]",0,2.6,5.35,1,23,0.000168113,1
346,1952,1952,"[496, 682, 921, 1093]",0,2.8,5.5,1,14,0.013854,1
496,76,76,"[4, 432, 598, 863]",0,3.2,2.45,1,64,7.67108e-07,1
563,76,76,"[4, 432, 598, 864]",0,3.25,2.5,1,74,3.84778e-07,1
588,76,76,"[6, 433, 599, 864]",0,3.25,2.7,1,15,0.0132574,1
811,648,648,"[103, 413, 773, 1128]",0,3.15,2.85,1,42,8.41728e-06,1
910,648,648,"[109, 410, 772, 1129]",0,3.1,3.1,1,54,1.6243e-06,1
1025,648,648,"[104, 410, 772, 1133]",0,3.1,3.05,1,92,1.51265e-07,1
1028,648,648,"[109, 410, 772, 1133]",0,3.15,3.1,1,64,7.67108e-07,1
1146,648,648,"[105, 415, 775, 1133]",0,3.25,3.15,1,10,0.0165977,1
1448,1952,1952,"[504, 690, 930, 1094]",0,3.15,5.65,1,45,4.99748e-06,1
1472,76,76,"[10, 437, 603, 874]",0,3.55,2.95,1,76,2.98588e-07,1
1475,76,76,"[9, 432, 602, 864]",0,3.35,2.65,1,86,1.81597e-07,1
1597,1565,1565,"[389, 526, 881, 1116]",0,3.9,3.9,1,90,1.60766e-07,1
1598,1565,1565,"[390, 526, 881, 1116]",0,3.95,3.85,1,85,1.87213e-07,1
1616,1565,1565,"[390, 526, 880, 1115]",0,3.95,3.75,1,79,2.72513e-07,1
1621,1565,1565,"[390, 519, 881, 1115]",0,3.85,3.8,1,39,1.24573e-05,1
1630,1565,1565,"[389, 526, 881, 1115]",0,3.9,3.85,1,59,1.09784e-06,1
1631,1565,1565,"[390, 526, 881, 1115]",0,3.95,3.8,1,46,4.74501e-06,1
1646,1565,1565,"[390, 526, 879, 1114]",0,3.95,3.65,1,2,0.035989,1
1657,1565,1565,"[389, 526, 881, 1114]",0,3.9,3.8,1,94,1.42325e-07,1
1658,1565,1565,"[390, 526, 881, 1114]",0,3.95,3.75,1,71,4.21595e-07,1
1660,1761,1761,"[69, 164, 934, 1167]",0,3.6,5.4,1,48,4.03777e-06,1
1708,1761,1761,"[68, 166, 934, 1167]",0,3.6,5.4,1,49,3.00941e-06,1
1757,1761,1761,"[67, 160, 930, 1163]",0,3.35,5.45,1,5,0.0238359,1
1823,1616,1616,"[197, 564, 830, 1045]",0,3.9,6.35,1,81,2.1147e-07,1
1837,1616,1616,"[194, 560, 830, 1041]",0,3.7,6.35,1,25,0.000105385,1
1846,1616,1616,"[196, 564, 830, 1041]",0,3.85,6.25,1,76,2.98588e-07,1
2030,951,951,"[287, 364, 469, 846]",0,4.3,3.05,1,92,1.51265e-07,1
2120,136,136,"[234, 619, 736, 838]",0,4.35,5.05,1,41,8.99456e-06,1
2134,136,136,"[234, 619, 736, 851]",0,4.4,5.05,1,3,0.0354526,1
2270,1616,1616,"[199, 563, 835, 1047]",0,4.05,5.95,1,93,1.46727e-07,1
2402,1196,1196,"[229, 289, 888, 977]",0,4.15,5.7,1,94,1.42325e-07,1
2527,1196,1196,"[227, 289, 888, 976]",0,4.15,5.55,1,37,1.64245e-05,1
2749,1616,1616,"[200, 565, 836, 1047]",0,4.1,6.05,1,12,0.0152488,1
2831,922,922,"[172, 766, 938, 1081]",0,4.95,2.9,1,83,1.98972e-07,1
2832,922,922,"[173, 766, 938, 1081]",0,4.95,2.95,1,57,1.22264e-06,1
2859,951,951,"[288, 363, 470, 856]",0,4.3,3.2,1,20,0.0101697,1
2861,951,951,"[287, 366, 469, 846]",0,4.35,3.05,1,55,1.57557e-06,1
2987,654,654,"[152, 340, 579, 1144]",0,4.85,4.9,1,4,0.0339095,1
3184,136,136,"[234, 616, 736, 861]",0,4.4,5.1,1,79,2.72513e-07,1
3192,136,136,"[234, 623, 736, 861]",0,4.5,5.1,1,24,0.000151054,1
3796,654,654,"[150, 336, 575, 1146]",0,4.65,5.35,1,86,1.81597e-07,1
4019,654,654,"[150, 336, 575, 1141]",0,4.6,5.3,1,97,1.07131e-07,1
4347,1196,1196,"[237, 294, 890, 976]",0,4.35,5.6,1,16,0.012991,1
4758,1196,1196,"[237, 292, 891, 980]",0,4.4,5.75,1,88,1.70864e-07,1
4762,1196,1196,"[229, 295, 891, 980]",0,4.4,5.8,1,82,2.05126e-07,1
4763,1196,1196,"[237, 295, 891, 980]",0,4.45,5.75,1,96,1.10444e-07,1
4798,1196,1196,"[237, 297, 894, 980]",0,4.6,5.65,1,55,1.57557e-06,1
4927,2070,2070,"[653, 714, 895, 1030]",0,4.6,5.95,1,36,1.72529e-05,1
4928,2070,2070,"[655, 714, 895, 1030]",0,4.65,5.95,1,71,4.21595e-07,1
5110,654,654,"[154, 338, 576, 1145]",0,4.75,5.35,1,96,1.10444e-07,1
5158,654,654,"[150, 336, 575, 1143]",0,4.6,5.4,1,34,2.17833e-05,1
5198,654,654,"[154, 338, 576, 1142]",0,4.7,5.4,1,28,4.6253e-05,1
5254,2070,2070,"[654, 716, 893, 1030]",0,4.6,6.1,1,27,4.85661e-05,1
5260,2070,2070,"[655, 716, 896, 1030]",0,4.7,6.05,1,90,1.60766e-07,1
5482,922,922,"[176, 766, 938, 1085]",0,5.05,2.95,1,29,4.39491e-05,1
5545,922,922,"[177, 766, 941, 1084]",0,5.1,2.95,1,16,0.012991,1
5614,2070,2070,"[657, 719, 902, 1035]",0,5.05,5.7,1,64,7.67108e-07,1
5738,2070,2070,"[662, 720, 904, 1037]",0,5.1,5.95,1,1,0.041654,1
5941,928,928,"[12, 299, 702, 1010]",0,5.6,2.95,1,43,7.58846e-06,1
6143,928,928,"[11, 300, 703, 1009]",0,5.5,3.15,1,83,1.98972e-07,1
6197,986,986,"[22, 820, 1058, 1118]",0,5.75,3.65,1,66,5.95276e-07,1
6263,986,986,"[30, 823, 1062, 1122]",0,5.95,3.7,1,82,2.05126e-07,1
6309,986,986,"[22, 820, 1058, 1117]",0,5.75,3.6,1,30,4.29029e-05,1
6544,1408,1408,"[356, 474, 627, 807]",0,5.7,4.4,1,17,0.012292,1
6551,1408,1408,"[357, 479, 627, 807]",0,5.8,4.4,1,84,1.93003e-07,1
6553,1408,1408,"[351, 475, 626, 805]",0,5.6,4.4,1,36,1.72529e-05,1
6693,2016,2016,"[440, 673, 812, 1154]",0,5.9,5.15,1,32,3.07178e-05,1
6769,351,351,"[325, 590, 726, 967]",0,5.5,5.75,1,20,0.0101697,1
6807,351,351,"[330, 594, 730, 974]",0,5.85,6.1,1,21,0.000490266,1
6933,991,991,"[52, 490, 612, 1195]",0,5.95,6.65,1,87,1.76149e-07,1
6935,991,991,"[52, 491, 612, 1195]",0,5.95,6.7,1,57,1.22264e-06,1
6964,991,991,"[52, 491, 608, 1194]",0,5.9,6.6,1,69,4.48076e-07,1
7013,991,991,"[52, 491, 612, 1194]",0,5.95,6.65,1,67,5.77418e-07,1
7066,991,991,"[28, 486, 608, 1191]",0,5.7,6.5,1,13,0.0149698,1
7611,528,528,"[385, 453, 541, 695]",0,6.15,2.7,1,22,0.000224096,1
7745,528,528,"[388, 456, 546, 700]",0,6.35,2.8,1,8,0.0190618,1
7994,928,928,"[15, 306, 712, 1019]",0,6.05,2.95,1,54,1.6243e-06,1
7995,928,928,"[19, 306, 712, 1019]",0,6.1,2.95,1,49,3.00941e-06,1
8046,928,928,"[16, 307, 713, 1020]",0,6.05,3.15,1,16,0.012991,1
8065,986,986,"[54, 826, 1065, 1126]",0,6.2,3.8,1,72,4.08947e-07,1
8159,986,986,"[54, 826, 1066, 1122]",0,6.15,3.8,1,11,0.0161613,1
8327,2016,2016,"[442, 676, 815, 1157]",0,6.1,4.9,1,49,3.00941e-06,1
8335,2016,2016,"[442, 676, 816, 1157]",0,6.1,4.95,1,57,1.22264e-06,1
8439,2016,2016,"[442, 676, 815, 1153]",0,6.05,4.9,1,57,1.22264e-06,1
8483,2016,2016,"[443, 677, 816, 1154]",0,6.05,5.1,1,18,0.011897,1
8525,147,147,"[60, 206, 648, 1070]",0,6.25,6.15,1,50,2.63383e-06,1
8595,147,147,"[61, 209, 649, 1074]",0,6.35,6.25,1,57,1.22264e-06,1
8597,147,147,"[60, 210, 649, 1074]",0,6.35,6.25,1,52,2.09317e-06,1
8664,147,147,"[63, 211, 651, 1073]",0,6.3,6.7,1,38,1.37683e-05,1
8957,147,147,"[61, 208, 649, 1070]",0,6.25,6.35,1,89,1.65738e-07,1
8992,147,147,"[59, 208, 644, 1071]",0,6.15,6.6,1,7,0.0196885,1
8993,147,147,"[58, 205, 649, 1071]",0,6.15,6.4,1,91,1.55943e-07,1
9123,991,991,"[52, 494, 612, 1199]",0,6.05,6.7,1,86,1.81597e-07,1
9124,991,991,"[52, 493, 613, 1199]",0,6.05,6.7,1,30,4.29029e-05,1
9281,1588,1588,"[133, 189, 405, 914]",0,6.9,2.5,1,36,1.72529e-05,1
9342,222,222,"[223, 404, 510, 1026]",0,6.9,2.3,1,11,0.0161613,1
9362,222,222,"[219, 405, 513, 1026]",0,6.9,2.3,1,82,2.05126e-07,1
9363,222,222,"[222, 405, 513, 1026]",0,6.95,2.25,1,43,7.58846e-06,1
9620,222,222,"[220, 405, 514, 1027]",0,6.9,2.45,1,64,7.67108e-07,1
9656,1588,1588,"[118, 184, 398, 912]",0,6.6,2.4,1,52,2.09317e-06,1
9689,1588,1588,"[118, 184, 401, 912]",0,6.65,2.35,1,72,4.08947e-07,1
9714,1588,1588,"[114, 185, 402, 912]",0,6.6,2.5,1,19,0.0110511,1
9717,1588,1588,"[120, 185, 402, 912]",0,6.65,2.55,1,89,1.65738e-07,1
10279,222,222,"[219, 398, 510, 1024]",0,6.65,2.4,1,86,1.81597e-07,1
10404,222,222,"[214, 394, 507, 1017]",0,6.4,2.4,1,40,9.27274e-06,1
10465,1356,1356,"[93, 136, 423, 1002]",0,6.7,6.3,1,99,1.008e-07,1
10467,1356,1356,"[97, 136, 423, 1002]",0,6.75,6.35,1,87,1.76149e-07,1
10601,147,147,"[65, 216, 651, 1075]",0,6.45,6.55,1,31,4.06875e-05,1
10657,1356,1356,"[98, 137, 423, 1003]",0,6.75,6.5,1,9,0.0169111,1
10761,1356,1356,"[100, 141, 425, 1004]",0,6.9,6.6,1,79,2.72513e-07,1
10765,1356,1356,"[97, 141, 426, 1004]",0,6.9,6.4,1,77,2.8963e-07,1
10801,1356,1356,"[99, 141, 428, 1004]",0,6.95,6.5,1,49,3.00941e-06,1
10806,1643,1643,"[131, 553, 885, 1189]",0,6.75,6.45,1,12,0.0152488,1
10807,1643,1643,"[123, 556, 885, 1189]",0,6.75,6.4,1,36,1.72529e-05,1
10808,1643,1643,"[129, 556, 885, 1189]",0,6.8,6.35,1,47,4.16265e-06,1
10810,1643,1643,"[131, 556, 885, 1189]",0,6.8,6.45,1,69,4.48076e-07,1
10828,1643,1643,"[131, 559, 887, 1189]",0,6.9,6.55,1,70,4.34634e-07,1
11,870,870,"[459, 672, 786, 1180]",0,2.15,2.85,1,40,4.24443e-06,2
34,870,870,"[453, 664, 780, 1170]",0,1.6,2.8,1,18,0.000220278,2
96,870,870,"[460, 671, 786, 1177]",0,2.05,2.95,1,81,1.6204e-07,2
391,870,870,"[453, 664, 781, 1173]",0,1.7,2.8,1,91,8.12788e-08,2
416,870,870,"[453, 668, 782, 1173]",0,1.75,2.85,1,85,1.18312e-07,2
475,870,870,"[457, 664, 782, 1176]",0,1.8,2.85,1,7,0.0158047,2
554,266,266,"[242, 607, 685, 1025]",0,2.4,2.25,1,37,5.34269e-06,2
621,266,266,"[244, 611, 695, 1025]",0,2.6,2.3,1,7,0.0158047,2
626,266,266,"[243, 615, 695, 1025]",0,2.6,2.4,1,71,3.2305e-07,2
726,266,266,"[243, 615, 695, 1028]",0,2.65,2.4,1,21,0.000139471,2
744,266,266,"[245, 615, 696, 1031]",0,2.75,2.5,1,61,7.80904e-07,2
874,266,266,"[242, 608, 685, 1026]",0,2.4,2.35,1,44,2.5782e-06,2
893,266,266,"[242, 608, 689, 1026]",0,2.45,2.35,1,97,6.77029e-08,2
921,467,467,"[179, 472, 749, 829]",0,2.55,5.4,1,35,6.98681e-06,2
1018,467,467,"[182, 474, 752, 833]",0,2.75,5.45,1,32,1.38038e-05,2
1073,1776,1776,"[95, 192, 923, 1115]",0,3.1,2.4,1,42,3.3622e-06,2
1164,1776,1776,"[96, 191, 924, 1111]",0,3.05,2.55,1,15,0.0078204,2
1294,467,467,"[185, 478, 758, 835]",0,3.05,5.3,1,93,7.64752e-08,2
1309,467,467,"[185, 478, 759, 835]",0,3.05,5.35,1,11,0.0130862,2
1359,1335,1335,"[89, 931, 1075, 1154]",0,3.65,2.35,1,3,0.0237131,2
1403,1335,1335,"[89, 931, 1075, 1151]",0,3.6,2.35,1,56,1.33691e-06,2
1444,1776,1776,"[103, 191, 924, 1122]",0,3.2,2.4,1,24,6.03418e-05,2
1480,1335,1335,"[84, 927, 1070, 1148]",0,3.35,2.2,1,33,1.10371e-05,2
1481,1335,1335,"[85, 927, 1070, 1148]",0,3.4,2.15,1,61,7.80904e-07,2
1493,1335,1335,"[88, 930, 1071, 1148]",0,3.5,2.2,1,32,1.38038e-05,2
1712,348,348,"[401, 581, 894, 1092]",0,3.7,2.7,1,8,0.015381,2
1782,1776,1776,"[103, 194, 924, 1115]",0,3.2,2.45,1,94,7.41809e-08,2
1783,1776,1776,"[104, 192, 925, 1115]",0,3.15,2.55,1,70,3.33041e-07,2
2003,1776,1776,"[103, 193, 924, 1116]",0,3.2,2.45,1,80,1.67052e-07,2
2165,348,348,"[398, 578, 889, 1091]",0,3.5,2.7,1,84,1.21971e-07,2
2259,348,348,"[402, 581, 891, 1091]",0,3.6,2.85,1,98,6.56719e-08,2
2280,348,348,"[401, 580, 893, 1091]",0,3.65,2.65,1,88,1.0798e-07,2
2391,1776,1776,"[95, 192, 925, 1123]",0,3.15,2.55,1,27,3.53179e-05,2
2539,348,348,"[399, 582, 895, 1094]",0,3.65,2.95,1,64,5.87802e-07,2
2706,242,242,"[151, 168, 232, 811]",0,3.4,3.1,1,95,7.19555e-08,2
2835,242,242,"[157, 173, 237, 817]",0,3.7,3.2,1,58,1.03744e-06,2
2851,242,242,"[154, 171, 233, 818]",0,3.55,3.3,1,38,4.90278e-06,2
3010,242,242,"[154, 170, 233, 821]",0,3.6,3.2,1,95,7.19555e-08,2
3133,1411,1411,"[106, 523, 818, 1132]",0,3.6,3.3,1,30,2.60678e-05,2
3291,1411,1411,"[106, 520, 818, 1126]",0,3.5,3.25,1,1,0.0364896,2
3333,242,242,"[153, 173, 232, 820]",0,3.65,3.05,1,12,0.0111713,2
3524,1411,1411,"[115, 522, 818, 1134]",0,3.6,3.65,1,32,1.38038e-05,2
3601,1411,1411,"[99, 518, 808, 1128]",0,3.25,3.6,1,39,4.57427e-06,2
3623,1411,1411,"[99, 518, 813, 1128]",0,3.3,3.5,1,45,2.50085e-06,2
3737,1411,1411,"[107, 518, 813, 1133]",0,3.4,3.5,1,99,6.37017e-08,2
3827,1411,1411,"[115, 519, 818, 1133]",0,3.55,3.6,1,88,1.0798e-07,2
3931,1411,1411,"[99, 518, 800, 1127]",0,3.2,3.45,1,77,1.83036e-07,2
4128,1411,1411,"[115, 519, 818, 1132]",0,3.55,3.55,1,91,8.12788e-08,2
4177,755,755,"[41, 617, 717, 955]",0,3.2,6.7,1,64,5.87802e-07,2
4186,755,755,"[47, 619, 723, 963]",0,3.6,6.7,1,26,4.58122e-05,2
4330,755,755,"[43, 620, 722, 965]",0,3.5,7.0,1,79,1.72219e-07,2
4393,755,755,"[41, 617, 721, 958]",0,3.35,6.75,1,44,2.5782e-06,2
4461,755,755,"[43, 618, 722, 959]",0,3.35,7.0,1,17,0.000295711,2
4467,755,755,"[43, 620, 722, 959]",0,3.4,7.0,1,65,5.70168e-07,2
4576,755,755,"[43, 620, 717, 962]",0,3.35,6.95,1,2,0.0270133,2
4642,755,755,"[43, 620, 722, 962]",0,3.45,7.0,1,93,7.64752e-08,2
4696,348,348,"[405, 581, 894, 1095]",0,3.8,2.7,1,83,1.25743e-07,2
4697,348,348,"[400, 583, 894, 1095]",0,3.8,2.6,1,92,7.88404e-08,2
4828,348,348,"[407, 582, 895, 1096]",0,3.85,2.85,1,95,7.19555e-08,2
4833,348,348,"[407, 584, 895, 1096]",0,3.9,2.8,1,53,1.46483e-06,2
5010,242,242,"[156, 173, 236, 823]",0,3.8,3.05,1,77,1.83036e-07,2
5073,1290,1290,"[55, 247, 641, 862]",0,4.1,6.85,1,80,1.67052e-07,2
5101,1290,1290,"[55, 248, 641, 861]",0,4.05,6.9,1,68,4.29177e-07,2
5103,1290,1290,"[54, 249, 641, 861]",0,4.05,6.9,1,68,4.29177e-07,2
5104,1290,1290,"[55, 249, 641, 861]",0,4.1,6.85,1,72,3.13358e-07,2
5351,328,328,"[17, 534, 633, 949]",0,4.55,3.15,1,23,7.5165e-05,2
5397,328,328,"[13, 531, 629, 948]",0,4.35,3.25,1,60,8.05055e-07,2
5554,328,328,"[13, 531, 634, 950]",0,4.45,3.25,1,92,7.88404e-08,2
5555,328,328,"[16, 531, 634, 950]",0,4.5,3.2,1,74,2.43166e-07,2
5605,328,328,"[17, 532, 630, 951]",0,4.45,3.35,1,13,0.0105122,2
6196,954,954,"[131, 160, 330, 1082]",0,4.6,5.95,1,64,5.87802e-07,2
6549,954,954,"[126, 163, 332, 1086]",0,4.7,5.85,1,9,0.014481,2
6624,1196,1196,"[342, 373, 934, 1001]",0,4.6,6.4,1,38,4.90278e-06,2
6956,1290,1290,"[55, 249, 645, 863]",0,4.25,6.8,1,20,0.000155384,2
6960,1290,1290,"[55, 250, 645, 863]",0,4.25,6.85,1,24,6.03418e-05,2
7020,1290,1290,"[55, 251, 645, 865]",0,4.35,6.8,1,3,0.0237131,2
7090,1196,1196,"[340, 376, 935, 1002]",0,4.6,6.6,1,72,3.13358e-07,2
7091,1196,1196,"[340, 377, 935, 1002]",0,4.6,6.65,1,86,1.14763e-07,2
7095,1196,1196,"[343, 378, 935, 1002]",0,4.65,6.65,1,98,6.56719e-08,2
7260,1801,1801,"[218, 273, 445, 658]",0,5.05,3.3,1,62,7.57476e-07,2
7262,1801,1801,"[218, 273, 446, 658]",0,5.05,3.35,1,68,4.29177e-07,2
7325,1801,1801,"[218, 271, 443, 654]",0,4.9,3.35,1,70,3.33041e-07,2
7403,1801,1801,"[217, 274, 446, 654]",0,5.0,3.35,1,5,0.0192683,2
7568,1807,1807,"[23, 411, 498, 677]",0,4.9,4.75,1,83,1.25743e-07,2
7569,1807,1807,"[24, 411, 498, 677]",0,4.9,4.8,1,85,1.18312e-07,2
7800,1807,1807,"[27, 411, 498, 676]",0,4.95,4.75,1,6,0.018583,2
7940,992,992,"[72, 587, 762, 1010]",0,5.1,5.45,1,35,6.98681e-06,2
8034,954,954,"[131, 166, 337, 1086]",0,4.85,5.9,1,77,1.83036e-07,2
8037,954,954,"[131, 167, 337, 1086]",0,4.85,5.95,1,79,1.72219e-07,2
8166,1872,1872,"[316, 433, 591, 741]",0,5.05,6.45,1,14,0.00985045,2
8205,1872,1872,"[316, 433, 592, 742]",0,5.1,6.5,1,88,1.0798e-07,2
8263,1196,1196,"[345, 383, 943, 1008]",0,5.05,6.45,1,64,5.87802e-07,2
8266,1196,1196,"[349, 383, 943, 1008]",0,5.1,6.5,1,64,5.87802e-07,2
8624,1872,1872,"[317, 434, 592, 742]",0,5.1,6.6,1,84,1.21971e-07,2
8872,1196,1196,"[344, 381, 941, 1005]",0,4.85,6.6,1,8,0.015381,2
8940,1015,1015,"[351, 567, 1060, 1102]",0,5.75,3.65,1,81,1.6204e-07,2
9089,1807,1807,"[29, 417, 501, 684]",0,5.3,4.7,1,42,3.3622e-06,2
9094,1807,1807,"[32, 418, 501, 684]",0,5.35,4.75,1,97,6.77029e-08,2
9127,1416,1416,"[138, 850, 991, 1159]",0,5.4,5.0,1,37,5.34269e-06,2
9206,992,992,"[72, 596, 763, 1018]",0,5.3,5.6,1,70,3.33041e-07,2
9299,1416,1416,"[143, 851, 992, 1160]",0,5.45,5.25,1,83,1.25743e-07,2
9372,1416,1416,"[144, 851, 998, 1160]",0,5.65,5.2,1,39,4.57427e-06,2
9529,992,992,"[73, 597, 764, 1014]",0,5.3,5.7,1,1,0.0364896,2
9574,1872,1872,"[322, 436, 600, 742]",0,5.3,6.45,1,17,0.000295711,2
9597,1872,1872,"[320, 441, 601, 742]",0,5.3,6.6,1,65,5.70168e-07,2
9984,1872,1872,"[320, 441, 601, 746]",0,5.4,6.6,1,62,7.57476e-07,2
10017,1872,1872,"[322, 439, 606, 747]",0,5.55,6.35,1,68,4.29177e-07,2
10164,1149,1149,"[269, 465, 539, 1036]",0,5.65,6.15,1,54,1.42088e-06,2
10165,1149,1149,"[267, 466, 539, 1036]",0,5.6,6.2,1,11,0.0130862,2
10172,1149,1149,"[268, 469, 539, 1036]",0,5.65,6.25,1,46,2.1982e-06,2
10173,1149,1149,"[269, 469, 539, 1036]",0,5.7,6.2,1,52,1.51013e-06,2
10190,1149,1149,"[268, 466, 544, 1036]",0,5.65,6.25,1,22,9.93188e-05,2
10284,1149,1149,"[268, 464, 544, 1037]",0,5.6,6.35,1,23,7.5165e-05,2
11132,1076,1076,"[74, 549, 843, 1047]",0,5.85,3.55,1,78,1.77545e-07,2
11137,1076,1076,"[74, 561, 843, 1047]",0,5.9,3.65,1,7,0.0158047,2
11210,1076,1076,"[76, 566, 847, 1051]",0,6.1,3.6,1,72,3.13358e-07,2
11233,1015,1015,"[359, 574, 1063, 1109]",0,6.1,3.6,1,44,2.5782e-06,2
11253,1076,1076,"[76, 566, 846, 1052]",0,6.1,3.6,1,37,5.34269e-06,2
11265,1076,1076,"[76, 566, 847, 1052]",0,6.1,3.65,1,65,5.70168e-07,2
11408,1015,1015,"[354, 571, 1063, 1103]",0,5.9,3.65,1,8,0.015381,2
11482,1015,1015,"[358, 574, 1064, 1106]",0,6.05,3.6,1,75,2.35871e-07,2
11526,1015,1015,"[356, 571, 1060, 1107]",0,5.9,3.8,1,67,4.4245e-07,2
11663,1416,1416,"[147, 857, 999, 1161]",0,5.95,4.9,1,19,0.000181283,2
11715,1416,1416,"[147, 857, 999, 1166]",0,6.0,4.95,1,92,7.88404e-08,2
11736,1416,1416,"[148, 858, 998, 1166]",0,5.95,5.1,1,88,1.0798e-07,2
11745,1416,1416,"[148, 860, 999, 1166]",0,6.05,5.05,1,91,8.12788e-08,2
11759,1416,1416,"[146, 855, 998, 1168]",0,5.85,5.25,1,4,0.0228296,2
11761,1416,1416,"[146, 858, 998, 1168]",0,5.9,5.25,1,95,7.19555e-08,2
11988,1150,1150,"[1, 219, 772, 911]",0,6.05,5.75,1,74,2.43166e-07,2
12086,1149,1149,"[269, 469, 563, 1041]",0,5.9,6.25,1,74,2.43166e-07,2
12148,165,165,"[389, 624, 901, 1135]",0,6.65,2.55,1,44,2.5782e-06,2
12174,165,165,"[392, 624, 902, 1138]",0,6.75,2.6,1,42,3.3622e-06,2
12176,165,165,"[392, 624, 905, 1138]",0,6.8,2.55,1,87,1.1132e-07,2
12206,1076,1076,"[81, 565, 849, 1053]",0,6.3,3.4,1,28,3.48666e-05,2
12255,1253,1253,"[308, 429, 506, 885]",0,6.35,5.75,1,44,2.5782e-06,2
12264,1253,1253,"[310, 425, 507, 885]",0,6.3,5.9,1,86,1.14763e-07,2
12507,1253,1253,"[312, 425, 508, 887]",0,6.45,5.7,1,11,0.0130862,2
12647,1150,1150,"[2, 222, 775, 914]",0,6.25,5.65,1,29,3.34629e-05,2
12667,1150,1150,"[6, 226, 775, 918]",0,6.4,5.7,1,31,2.12178e-05,2
12704,1253,1253,"[313, 430, 507, 888]",0,6.45,6.0,1,84,1.21971e-07,2
12956,1150,1150,"[6, 223, 777, 915]",0,6.35,5.85,1,78,1.77545e-07,2
13012,1150,1150,"[3, 224, 778, 916]",0,6.35,5.95,1,49,1.65463e-06,2
13014,1150,1150,"[7, 224, 778, 916]",0,6.4,6.0,1,47,2.13225e-06,2
13023,1150,1150,"[7, 230, 778, 916]",0,6.5,6.0,1,97,6.77029e-08,2
13048,1253,1253,"[314, 427, 510, 888]",0,6.45,6.1,1,58,1.03744e-06,2
13050,1253,1253,"[314, 430, 510, 888]",0,6.5,6.05,1,46,2.1982e-06,2
13059,1150,1150,"[4, 225, 779, 917]",0,6.35,6.15,1,10,0.0135226,2
13176,165,165,"[392, 627, 905, 1138]",0,6.85,2.55,1,91,8.12788e-08,2
13182,165,165,"[395, 624, 906, 1142]",0,6.9,2.6,1,60,8.05055e-07,2
13184,165,165,"[395, 627, 906, 1142]",0,6.95,2.6,1,97,6.77029e-08,2
13203,165,165,"[392, 627, 907, 1143]",0,6.9,2.7,1,8,0.015381,2
31,988,988,"[44, 720, 828, 1139]",0,2.15,3.35,1,4,0.0233524,3
49,988,988,"[38, 717, 827, 1138]",0,1.9,3.2,1,23,0.0002265,3
92,988,988,"[43, 718, 829, 1138]",0,2.1,3.25,1,27,8.99536e-05,3
329,1765,1765,"[26, 116, 264, 560]",0,2.2,4.85,1,58,1.34565e-06,3
352,1765,1765,"[27, 117, 266, 560]",0,2.25,4.95,1,41,8.46903e-06,3
424,1386,1386,"[318, 371, 672, 784]",0,2.2,5.85,1,22,0.000285171,3
428,1386,1386,"[318, 374, 672, 784]",0,2.25,5.85,1,91,1.05425e-07,3
524,1386,1386,"[318, 374, 672, 793]",0,2.3,5.9,1,65,8.96708e-07,3
624,1386,1386,"[319, 375, 673, 793]",0,2.3,6.05,1,76,3.59828e-07,3
693,1828,1828,"[54, 96, 789, 1057]",0,2.3,6.85,1,47,4.06601e-06,3
762,1828,1828,"[54, 96, 789, 1054]",0,2.25,6.85,1,47,4.06601e-06,3
1147,1828,1828,"[56, 98, 791, 1054]",0,2.25,7.15,1,13,0.0138223,3
1339,1828,1828,"[57, 95, 800, 1055]",0,2.25,7.35,1,94,9.62186e-08,3
1342,1828,1828,"[56, 98, 800, 1055]",0,2.3,7.25,1,98,7.02529e-08,3
1636,801,801,"[211, 383, 765, 1020]",0,2.65,2.9,1,11,0.0149752,3
1725,801,801,"[217, 385, 770, 1025]",0,2.85,3.3,1,58,1.34565e-06,3
1731,801,801,"[217, 387, 770, 1025]",0,2.9,3.2,1,24,0.000207665,3
1754,801,801,"[212, 383, 763, 1017]",0,2.55,3.05,1,55,1.78771e-06,3
1755,801,801,"[212, 383, 766, 1017]",0,2.6,3.05,1,63,9.53032e-07,3
1943,988,988,"[48, 718, 828, 1143]",0,2.3,3.2,1,63,9.53032e-07,3
2011,1765,1765,"[35, 124, 272, 562]",0,2.6,5.0,1,77,3.49033e-07,3
2028,1765,1765,"[31, 121, 266, 561]",0,2.4,4.95,1,6,0.0163428,3
2177,1765,1765,"[32, 122, 270, 562]",0,2.45,5.15,1,85,1.8607e-07,3
2286,1765,1765,"[32, 122, 270, 564]",0,2.5,5.2,1,32,2.87248e-05,3
2296,1765,1765,"[36, 125, 270, 564]",0,2.6,5.2,1,79,2.7085e-07,3
2299,1765,1765,"[32, 124, 272, 564]",0,2.6,5.1,1,26,0.000136561,3
2333,2039,2039,"[490, 850, 1027, 1187]",0,2.85,5.05,1,35,1.27595e-05,3
2404,2039,2039,"[490, 850, 1028, 1190]",0,2.9,5.1,1,37,1.20054e-05,3
