Unnamed: 0,gene,gene_number,cpath,cost,x,y,z,stringency_rank,lambda,rep
6894,1449,1449,"[54, 535, 949, 1152]",0,5.3,6.1,1,60,1.70473e-06,48
6896,1449,1449,"[54, 536, 949, 1152]",0,5.35,6.05,1,58,2.19682e-06,48
7495,858,858,"[258, 397, 1114, 1232]",0,5.55,6.05,1,95,1.25664e-07,48
7540,1626,1626,"[43, 392, 868, 1107]",0,5.45,6.3,1,58,2.19682e-06,48
7541,1626,1626,"[43, 393, 868, 1107]",0,5.45,6.35,1,57,2.26476e-06,48
7567,1865,1865,"[56, 393, 935, 1112]",0,5.4,6.4,1,32,5.01906e-05,48
7610,1449,1449,"[59, 539, 955, 1154]",0,5.55,6.35,1,41,1.18324e-05,48
7617,1646,1646,"[353, 636, 1060, 1082]",0,5.9,4.3,1,40,1.26671e-05,48
7680,858,858,"[265, 395, 1110, 1234]",0,5.65,5.75,1,83,2.66266e-07,48
7766,1409,1409,"[266, 844, 940, 1226]",0,5.85,5.95,1,28,0.000161062,48
7767,1409,1409,"[265, 843, 941, 1226]",0,5.85,5.9,1,69,7.27036e-07,48
7769,1409,1409,"[265, 844, 941, 1226]",0,5.85,5.95,1,69,7.27036e-07,48
7772,1409,1409,"[266, 845, 941, 1226]",0,5.85,6.05,1,67,9.36902e-07,48
8007,1409,1409,"[258, 844, 934, 1224]",0,5.6,6.0,1,93,1.33558e-07,48
8042,1409,1409,"[265, 843, 938, 1224]",0,5.75,5.9,1,9,0.0176766,48
8139,1175,1175,"[397, 1009, 1152, 1224]",0,5.6,6.05,1,32,5.01906e-05,48
8241,858,858,"[258, 397, 1114, 1235]",0,5.6,6.0,1,20,0.00967045,48
8793,858,858,"[266, 397, 1118, 1232]",0,5.7,6.1,1,67,9.36902e-07,48
8831,1254,1254,"[32, 415, 736, 1067]",0,6.5,3.2,1,37,2.20506e-05,48
8868,1646,1646,"[354, 639, 1064, 1085]",0,6.1,4.1,1,18,0.0101068,48
8977,1646,1646,"[353, 642, 1060, 1086]",0,6.05,4.35,1,38,2.15488e-05,48
8998,1646,1646,"[353, 639, 1060, 1088]",0,6.05,4.3,1,73,5.30837e-07,48
9211,1063,1063,"[119, 979, 1164, 1189]",0,6.4,6.3,1,4,0.0270276,48
9448,1254,1254,"[36, 427, 741, 1076]",0,6.95,3.25,1,7,0.0203349,48
9777,1455,1455,"[471, 608, 800, 970]",0,6.7,3.95,1,40,1.26671e-05,48
9792,1455,1455,"[476, 607, 801, 970]",0,6.7,4.1,1,93,1.33558e-07,48
9798,1455,1455,"[472, 609, 801, 970]",0,6.7,4.1,1,21,0.00471498,48
9853,1063,1063,"[123, 995, 1170, 1195]",0,6.8,6.7,1,23,0.000800672,48
9880,1063,1063,"[122, 995, 1169, 1191]",0,6.6,6.8,1,49,5.15102e-06,48
9881,1063,1063,"[123, 995, 1169, 1191]",0,6.65,6.8,1,51,3.99719e-06,48
9900,1063,1063,"[121, 995, 1168, 1193]",0,6.65,6.65,1,93,1.33558e-07,48
9909,1063,1063,"[121, 995, 1169, 1193]",0,6.65,6.7,1,83,2.66266e-07,48
10002,1063,1063,"[121, 995, 1169, 1196]",0,6.7,6.7,1,69,7.27036e-07,48
10077,1254,1254,"[39, 427, 743, 1080]",0,7.05,3.4,1,51,3.99719e-06,48
10086,1254,1254,"[39, 427, 745, 1080]",0,7.1,3.3,1,97,1.18238e-07,48
10094,1254,1254,"[39, 427, 746, 1080]",0,7.1,3.35,1,65,1.20735e-06,48
1,744,744,"[35, 685, 905, 1149]",0,2.05,4.65,1,13,0.0145861,49
2,744,744,"[35, 685, 905, 1148]",0,2.05,4.6,1,56,7.95856e-07,49
46,1653,1653,"[169, 446, 664, 834]",0,2.25,2.9,1,75,2.06429e-07,49
179,1653,1653,"[172, 449, 667, 834]",0,2.4,2.85,1,44,3.00596e-06,49
207,1653,1653,"[172, 449, 669, 834]",0,2.45,2.75,1,66,3.99198e-07,49
269,1653,1653,"[172, 449, 671, 834]",0,2.45,2.85,1,37,8.07497e-06,49
1048,1595,1595,"[180, 325, 726, 1132]",0,2.15,3.45,1,38,6.98898e-06,49
1053,1595,1595,"[181, 326, 726, 1133]",0,2.15,3.6,1,56,7.95856e-07,49
1054,1595,1595,"[184, 326, 726, 1133]",0,2.2,3.55,1,82,1.13451e-07,49
1071,1595,1595,"[180, 325, 726, 1135]",0,2.2,3.45,1,86,1.00438e-07,49
1199,1653,1653,"[169, 454, 668, 837]",0,2.45,3.05,1,8,0.0178529,49
1301,2000,2000,"[825, 867, 968, 1095]",0,2.65,3.25,1,52,1.32163e-06,49
1302,2000,2000,"[827, 867, 968, 1095]",0,2.7,3.2,1,44,3.00596e-06,49
1315,2000,2000,"[828, 867, 969, 1095]",0,2.7,3.3,1,54,1.02559e-06,49
1400,2000,2000,"[828, 868, 969, 1098]",0,2.75,3.3,1,8,0.0178529,49
1427,1595,1595,"[181, 326, 727, 1133]",0,2.15,3.65,1,81,1.1696e-07,49
1433,1595,1595,"[185, 327, 726, 1134]",0,2.2,3.7,1,69,3.00484e-07,49
1437,1595,1595,"[185, 327, 727, 1134]",0,2.2,3.75,1,83,1.10048e-07,49
1572,1595,1595,"[185, 330, 728, 1138]",0,2.4,3.65,1,10,0.01738,49
1685,1621,1621,"[310, 564, 701, 884]",0,2.4,5.5,1,93,5.51994e-08,49
1698,1621,1621,"[309, 565, 699, 885]",0,2.4,5.5,1,26,4.65838e-05,49
1717,1621,1621,"[307, 565, 700, 885]",0,2.35,5.6,1,66,3.99198e-07,49
1718,1621,1621,"[309, 565, 700, 885]",0,2.4,5.55,1,42,4.46405e-06,49
1755,1621,1621,"[310, 563, 700, 887]",0,2.35,5.55,1,6,0.0215083,49
1778,1621,1621,"[312, 566, 701, 887]",0,2.6,5.4,1,79,1.24307e-07,49
1779,1621,1621,"[313, 566, 701, 887]",0,2.6,5.45,1,89,7.56014e-08,49
1831,1621,1621,"[309, 565, 700, 888]",0,2.45,5.55,1,34,1.30335e-05,49
1847,1621,1621,"[310, 567, 701, 888]",0,2.55,5.55,1,80,1.20577e-07,49
1944,1065,1065,"[67, 584, 784, 1080]",0,2.4,5.3,1,85,1.03544e-07,49
1946,1065,1065,"[73, 584, 784, 1080]",0,2.45,5.35,1,54,1.02559e-06,49
1949,1065,1065,"[73, 588, 784, 1080]",0,2.55,5.35,1,2,0.0353619,49
1950,1065,1065,"[67, 584, 786, 1080]",0,2.45,5.25,1,31,2.07547e-05,49
1958,1065,1065,"[73, 584, 787, 1080]",0,2.5,5.35,1,57,7.7198e-07,49
1966,1065,1065,"[73, 584, 789, 1080]",0,2.55,5.35,1,79,1.24307e-07,49
1973,1065,1065,"[67, 584, 781, 1078]",0,2.3,5.3,1,98,4.74016e-08,49
1986,1065,1065,"[67, 584, 783, 1078]",0,2.35,5.25,1,52,1.32163e-06,49
2007,1065,1065,"[73, 585, 784, 1078]",0,2.4,5.4,1,89,7.56014e-08,49
2013,1065,1065,"[68, 584, 785, 1078]",0,2.35,5.4,1,36,9.37611e-06,49
2316,1621,1621,"[311, 565, 700, 885]",0,2.4,5.65,1,62,5.46743e-07,49
2363,1433,1433,"[85, 364, 643, 1173]",0,2.6,6.95,1,17,0.00896212,49
2364,1433,1433,"[89, 364, 643, 1173]",0,2.65,6.95,1,83,1.10048e-07,49
2381,1433,1433,"[84, 363, 642, 1164]",0,2.55,6.75,1,44,3.00596e-06,49
2382,1433,1433,"[88, 363, 642, 1164]",0,2.6,6.75,1,54,1.02559e-06,49
2383,1433,1433,"[84, 359, 643, 1164]",0,2.5,6.8,1,99,4.59796e-08,49
2529,2000,2000,"[831, 867, 969, 1098]",0,2.8,3.2,1,82,1.13451e-07,49
2781,1795,1795,"[98, 215, 772, 951]",0,3.65,1.8,1,61,5.63653e-07,49
2834,1795,1795,"[94, 205, 764, 952]",0,3.5,2.0,1,88,7.79395e-08,49
2886,1795,1795,"[94, 205, 759, 952]",0,3.45,2.05,1,49,2.12892e-06,49
3033,1795,1795,"[94, 199, 759, 947]",0,3.35,2.15,1,33,1.54812e-05,49
3057,1795,1795,"[94, 205, 759, 947]",0,3.4,2.1,1,54,1.02559e-06,49
6120,1795,1795,"[103, 210, 767, 956]",0,3.55,2.8,1,94,5.35435e-08,49
6121,1795,1795,"[110, 210, 767, 956]",0,3.6,2.75,1,1,0.0548383,49
6171,1795,1795,"[120, 218, 768, 956]",0,3.7,2.75,1,80,1.20577e-07,49
6186,1795,1795,"[120, 208, 769, 956]",0,3.65,2.8,1,97,4.88677e-08,49
6242,1795,1795,"[120, 220, 776, 956]",0,3.75,2.8,1,98,4.74016e-08,49
6248,1795,1795,"[120, 208, 777, 956]",0,3.7,2.75,1,83,1.10048e-07,49
6451,2000,2000,"[832, 871, 977, 1105]",0,3.1,3.4,1,84,1.06746e-07,49
6507,1263,1263,"[66, 391, 600, 1033]",0,3.6,3.05,1,98,4.74016e-08,49
6509,1263,1263,"[66, 391, 612, 1033]",0,3.65,3.05,1,33,1.54812e-05,49
6623,1263,1263,"[60, 390, 615, 1028]",0,3.4,3.5,1,7,0.0187877,49
6931,1330,1330,"[122, 577, 757, 1063]",0,3.55,5.6,1,80,1.20577e-07,49
6962,1330,1330,"[123, 580, 758, 1068]",0,3.65,5.85,1,41,4.60212e-06,49
7165,1330,1330,"[104, 575, 758, 1061]",0,3.35,5.8,1,81,1.1696e-07,49
7173,1330,1330,"[104, 580, 758, 1061]",0,3.45,5.8,1,38,6.98898e-06,49
7194,1330,1330,"[122, 580, 755, 1063]",0,3.55,5.65,1,95,5.19372e-08,49
7213,1330,1330,"[104, 577, 757, 1063]",0,3.45,5.65,1,18,0.00734995,49
7241,1330,1330,"[122, 580, 758, 1063]",0,3.6,5.7,1,73,2.19395e-07,49
7392,866,866,"[443, 516, 797, 1128]",0,3.6,6.5,1,84,1.06746e-07,49
7474,866,866,"[440, 515, 792, 1127]",0,3.4,6.4,1,56,7.95856e-07,49
7526,866,866,"[444, 516, 798, 1127]",0,3.6,6.55,1,12,0.0149135,49
7538,866,866,"[437, 511, 792, 1118]",0,3.2,6.4,1,33,1.54812e-05,49
7583,866,866,"[437, 511, 791, 1123]",0,3.25,6.35,1,58,7.48821e-07,49
7591,866,866,"[437, 511, 792, 1123]",0,3.25,6.4,1,66,3.99198e-07,49
7675,866,866,"[443, 516, 797, 1126]",0,3.6,6.4,1,85,1.03544e-07,49
7809,1498,1498,"[2, 383, 461, 796]",0,3.7,6.95,1,11,0.0156534,49
7814,1498,1498,"[2, 378, 464, 796]",0,3.7,6.9,1,88,7.79395e-08,49
7815,1498,1498,"[2, 379, 464, 796]",0,3.7,6.95,1,86,1.00438e-07,49
8360,1795,1795,"[126, 218, 779, 966]",0,3.95,2.5,1,98,4.74016e-08,49
8384,1795,1795,"[127, 208, 767, 955]",0,3.7,2.6,1,22,0.000324439,49
8699,1795,1795,"[126, 222, 779, 959]",0,3.95,2.45,1,19,0.00283759,49
8736,1795,1795,"[127, 217, 775, 960]",0,3.85,2.5,1,77,1.60189e-07,49
8738,1795,1795,"[127, 218, 775, 960]",0,3.85,2.55,1,89,7.56014e-08,49
8743,1795,1795,"[126, 222, 775, 960]",0,3.9,2.45,1,93,5.51994e-08,49
8755,1795,1795,"[126, 218, 776, 960]",0,3.85,2.55,1,90,7.33333e-08,49
8885,1795,1795,"[129, 219, 777, 967]",0,3.9,2.8,1,39,6.66295e-06,49
9084,1795,1795,"[129, 219, 779, 961]",0,3.9,2.8,1,56,7.95856e-07,49
9131,1795,1795,"[129, 220, 769, 963]",0,3.8,3.05,1,66,3.99198e-07,49
9181,1486,1486,"[320, 470, 541, 860]",0,4.1,4.1,1,71,2.33176e-07,49
9192,1486,1486,"[317, 470, 539, 861]",0,4.05,4.1,1,98,4.74016e-08,49
9201,1486,1486,"[316, 470, 540, 861]",0,4.1,4.05,1,97,4.88677e-08,49
9212,1486,1486,"[317, 470, 541, 861]",0,4.1,4.15,1,95,5.19372e-08,49
9236,1486,1486,"[317, 470, 540, 862]",0,4.1,4.15,1,14,0.0143328,49
9249,1486,1486,"[320, 470, 541, 862]",0,4.15,4.15,1,94,5.35435e-08,49
9268,1498,1498,"[8, 385, 467, 810]",0,4.1,6.9,1,31,2.07547e-05,49
9270,1498,1498,"[8, 386, 467, 810]",0,4.1,6.95,1,52,1.32163e-06,49
9353,1498,1498,"[5, 383, 463, 804]",0,3.9,6.9,1,94,5.35435e-08,49
9358,1498,1498,"[2, 378, 464, 804]",0,3.8,6.9,1,64,4.24273e-07,49
9846,1486,1486,"[320, 475, 542, 863]",0,4.35,4.1,1,44,3.00596e-06,49
9877,1486,1486,"[320, 475, 542, 861]",0,4.3,4.05,1,52,1.32163e-06,49
9900,1867,1867,"[137, 298, 998, 1085]",0,4.85,3.45,1,16,0.0111841,49
9901,1867,1867,"[140, 298, 998, 1085]",0,4.9,3.5,1,72,2.26181e-07,49
10005,1867,1867,"[139, 300, 1000, 1089]",0,5.05,3.4,1,54,1.02559e-06,49
10035,1867,1867,"[140, 302, 998, 1085]",0,4.95,3.55,1,64,4.24273e-07,49
10101,1717,1717,"[263, 424, 650, 923]",0,5.7,2.4,1,64,4.24273e-07,49
10261,337,337,"[370, 895, 1008, 1092]",0,5.5,3.6,1,93,5.51994e-08,49
10270,337,337,"[372, 897, 1004, 1094]",0,5.4,4.0,1,29,2.81434e-05,49
10281,337,337,"[369, 897, 1007, 1094]",0,5.4,3.95,1,71,2.33176e-07,49
10282,337,337,"[372, 897, 1007, 1094]",0,5.45,4.0,1,83,1.10048e-07,49
10315,337,337,"[371, 896, 1007, 1093]",0,5.45,3.85,1,11,0.0156534,49
10338,1409,1409,"[159, 559, 690, 1036]",0,5.35,5.25,1,4,0.026338,49
10340,1409,1409,"[163, 559, 690, 1036]",0,5.4,5.25,1,69,3.00484e-07,49
10416,1409,1409,"[164, 559, 693, 1037]",0,5.5,5.25,1,79,1.24307e-07,49
10481,1409,1409,"[164, 559, 691, 1038]",0,5.45,5.35,1,74,2.12813e-07,49
10487,1409,1409,"[163, 559, 693, 1038]",0,5.5,5.25,1,57,7.7198e-07,49
10500,1409,1409,"[164, 559, 694, 1038]",0,5.5,5.35,1,42,4.46405e-06,49
10503,1409,1409,"[163, 560, 694, 1038]",0,5.55,5.3,1,94,5.35435e-08,49
10532,1409,1409,"[164, 561, 697, 1038]",0,5.6,5.4,1,27,4.36193e-05,49
10626,721,721,"[288, 521, 819, 942]",0,5.55,5.8,1,3,0.0324867,49
10648,721,721,"[288, 522, 821, 943]",0,5.6,5.9,1,60,5.81085e-07,49
10650,721,721,"[293, 522, 821, 943]",0,5.65,5.95,1,48,2.19476e-06,49
10712,551,551,"[193, 629, 1017, 1192]",0,5.5,5.85,1,9,0.0175825,49
10994,551,551,"[197, 629, 1021, 1193]",0,5.6,5.95,1,44,3.00596e-06,49
11037,551,551,"[195, 629, 1019, 1193]",0,5.5,6.1,1,52,1.32163e-06,49
11041,551,551,"[195, 629, 1023, 1193]",0,5.55,6.1,1,46,2.33262e-06,49
11142,1717,1717,"[270, 424, 650, 927]",0,5.85,2.4,1,13,0.0145861,49
11199,1717,1717,"[271, 424, 650, 928]",0,5.85,2.5,1,93,5.51994e-08,49
11370,1909,1909,"[13, 224, 345, 508]",0,6.65,2.65,1,82,1.13451e-07,49
11372,1909,1909,"[17, 224, 345, 508]",0,6.7,2.65,1,89,7.56014e-08,49
11481,1909,1909,"[13, 224, 339, 506]",0,6.55,2.65,1,57,7.7198e-07,49
11501,1909,1909,"[13, 224, 346, 506]",0,6.6,2.7,1,36,9.37611e-06,49
11510,1909,1909,"[15, 225, 347, 509]",0,6.65,3.05,1,94,5.35435e-08,49
11515,1909,1909,"[19, 225, 347, 507]",0,6.65,3.05,1,12,0.0149135,49
11538,707,707,"[252, 434, 636, 710]",0,6.75,5.35,1,5,0.0235203,49
11542,707,707,"[252, 435, 636, 710]",0,6.75,5.4,1,89,7.56014e-08,49
11591,707,707,"[252, 435, 636, 711]",0,6.75,5.45,1,54,1.02559e-06,49
11598,707,707,"[252, 435, 637, 711]",0,6.75,5.5,1,47,2.26264e-06,49
11816,607,607,"[133, 278, 535, 1142]",0,6.7,6.5,1,33,1.54812e-05,49
11818,607,607,"[135, 278, 535, 1142]",0,6.75,6.5,1,36,9.37611e-06,49
11834,607,607,"[133, 277, 536, 1142]",0,6.75,6.45,1,88,7.79395e-08,49
11864,1217,1217,"[350, 658, 709, 1071]",0,6.6,7.05,1,57,7.7198e-07,49
11872,1217,1217,"[350, 658, 709, 1074]",0,6.65,7.05,1,71,2.33176e-07,49
11873,1217,1217,"[338, 658, 719, 1074]",0,6.6,7.05,1,15,0.013839,49
11878,1217,1217,"[350, 658, 720, 1074]",0,6.7,7.1,1,39,6.66295e-06,49
11881,1217,1217,"[350, 658, 709, 1077]",0,6.7,7.05,1,67,3.87222e-07,49
11991,393,393,"[28, 876, 917, 1056]",0,6.85,4.45,1,39,6.66295e-06,49
11992,393,393,"[31, 876, 917, 1056]",0,6.9,4.4,1,97,4.88677e-08,49
12038,393,393,"[28, 876, 917, 1058]",0,6.9,4.4,1,41,4.60212e-06,49
12039,393,393,"[31, 876, 917, 1058]",0,6.95,4.35,1,75,2.06429e-07,49
12047,393,393,"[30, 877, 918, 1058]",0,7.05,4.1,1,12,0.0149135,49
12091,393,393,"[31, 878, 920, 1058]",0,7.05,4.3,1,88,7.79395e-08,49
12124,707,707,"[252, 434, 639, 721]",0,6.85,5.4,1,90,7.33333e-08,49
12130,707,707,"[252, 434, 640, 721]",0,6.85,5.45,1,95,5.19372e-08,49
12133,707,707,"[252, 435, 640, 721]",0,6.85,5.5,1,90,7.33333e-08,49
12141,607,607,"[134, 277, 538, 1144]",0,6.9,6.4,1,12,0.0149135,49
12165,607,607,"[135, 281, 537, 1145]",0,6.9,6.55,1,58,7.48821e-07,49
12174,607,607,"[135, 281, 538, 1145]",0,6.95,6.55,1,57,7.7198e-07,49
67,1911,1911,"[97, 177, 271, 520]",0,2.05,2.6,1,33,2.97089e-05,50
128,1911,1911,"[91, 174, 271, 519]",0,1.9,2.6,1,87,1.18329e-07,50
320,1911,1911,"[99, 177, 276, 522]",0,2.15,2.7,1,8,0.0179181,50
329,1911,1911,"[98, 174, 271, 523]",0,2.05,2.65,1,84,1.57201e-07,50
540,1653,1653,"[118, 497, 745, 969]",0,1.95,3.25,1,21,0.000531387,50
546,1653,1653,"[122, 499, 745, 969]",0,2.1,3.2,1,40,1.13141e-05,50
957,1911,1911,"[98, 177, 271, 525]",0,2.15,2.6,1,75,3.04e-07,50
965,1911,1911,"[98, 181, 271, 525]",0,2.2,2.6,1,82,1.67075e-07,50
966,1911,1911,"[101, 181, 271, 525]",0,2.25,2.55,1,36,1.91183e-05,50
1070,1653,1653,"[122, 503, 748, 970]",0,2.25,3.2,1,5,0.0231106,50
1312,1653,1653,"[123, 504, 745, 971]",0,2.15,3.4,1,35,2.41816e-05,50
1677,1653,1653,"[127, 506, 754, 977]",0,2.65,3.25,1,59,1.29698e-06,50
1860,1653,1653,"[128, 507, 755, 978]",0,2.65,3.45,1,33,2.97089e-05,50
1884,1848,1848,"[112, 297, 553, 710]",0,2.55,4.6,1,43,6.70931e-06,50
1885,1848,1848,"[113, 297, 553, 710]",0,2.55,4.65,1,45,5.20642e-06,50
1892,1848,1848,"[109, 295, 554, 710]",0,2.45,4.7,1,17,0.00693774,50
1942,1848,1848,"[112, 295, 553, 711]",0,2.5,4.65,1,41,1.05878e-05,50
1963,1848,1848,"[109, 298, 554, 711]",0,2.5,4.8,1,98,8.46406e-08,50
2010,1848,1848,"[109, 298, 554, 712]",0,2.55,4.8,1,79,2.21962e-07,50
2074,1443,1443,"[156, 420, 528, 985]",0,2.8,6.4,1,25,0.000209655,50
2093,1443,1443,"[156, 420, 532, 985]",0,2.85,6.45,1,77,2.35904e-07,50
2127,1443,1443,"[162, 422, 532, 988]",0,3.1,6.35,1,6,0.0207389,50
2182,1458,1458,"[13, 398, 785, 939]",0,3.6,6.0,1,69,5.36546e-07,50
2184,1458,1458,"[16, 398, 785, 939]",0,3.65,6.05,1,33,2.97089e-05,50
2210,1458,1458,"[14, 395, 786, 940]",0,3.55,6.15,1,17,0.00693774,50
2218,1458,1458,"[14, 399, 786, 940]",0,3.6,6.2,1,80,2.15303e-07,50
2247,1443,1443,"[162, 422, 538, 988]",0,3.2,6.3,1,60,1.25808e-06,50
2274,2080,2080,"[453, 770, 989, 1133]",0,3.85,2.8,1,27,0.000124349,50
2277,2080,2080,"[453, 772, 989, 1133]",0,3.9,2.8,1,45,5.20642e-06,50
2287,2080,2080,"[455, 771, 991, 1135]",0,3.85,3.15,1,43,6.70931e-06,50
2351,2080,2080,"[453, 771, 989, 1133]",0,3.85,2.85,1,39,1.34992e-05,50
2372,2080,2080,"[454, 770, 990, 1134]",0,3.85,2.95,1,91,1.04755e-07,50
2375,2080,2080,"[454, 771, 990, 1134]",0,3.85,3.0,1,41,1.05878e-05,50
2377,2080,2080,"[463, 771, 990, 1134]",0,3.9,3.0,1,12,0.0120119,50
2389,521,521,"[365, 488, 1001, 1093]",0,3.9,5.75,1,98,8.46406e-08,50
2395,521,521,"[367, 487, 1001, 1092]",0,3.95,5.6,1,87,1.18329e-07,50
2428,521,521,"[367, 495, 1001, 1095]",0,4.05,5.65,1,29,7.37542e-05,50
2492,743,743,"[19, 731, 1001, 1214]",0,3.85,5.75,1,1,0.0369315,50
2708,872,872,"[429, 659, 896, 1056]",0,4.15,6.05,1,14,0.0110618,50
2833,1856,1856,"[21, 184, 385, 738]",0,4.1,6.4,1,48,3.91898e-06,50
2862,1856,1856,"[23, 184, 387, 738]",0,4.1,6.6,1,73,3.91753e-07,50
2940,681,681,"[5, 312, 817, 1220]",0,4.7,5.3,1,53,1.88793e-06,50
2982,681,681,"[5, 304, 817, 1224]",0,4.7,5.35,1,63,9.46978e-07,50
2987,681,681,"[5, 312, 817, 1224]",0,4.75,5.3,1,67,6.91425e-07,50
3239,681,681,"[5, 304, 817, 1218]",0,4.6,5.4,1,88,1.14779e-07,50
3243,681,681,"[5, 305, 817, 1218]",0,4.6,5.45,1,18,0.00639065,50
3305,521,521,"[372, 496, 1004, 1100]",0,4.3,5.8,1,15,0.00938176,50
3325,872,872,"[438, 661, 898, 1064]",0,4.55,5.85,1,28,8.31865e-05,50
3355,872,872,"[432, 658, 895, 1057]",0,4.25,5.95,1,56,1.42108e-06,50
3357,872,872,"[432, 659, 895, 1057]",0,4.25,6.0,1,57,1.37845e-06,50
3360,872,872,"[436, 659, 895, 1057]",0,4.3,6.05,1,58,1.3371e-06,50
3379,872,872,"[432, 659, 896, 1057]",0,4.25,6.05,1,63,9.46978e-07,50
3382,872,872,"[436, 659, 896, 1057]",0,4.3,6.1,1,59,1.29698e-06,50
3398,872,872,"[432, 658, 898, 1057]",0,4.3,5.9,1,75,3.04e-07,50
3402,872,872,"[438, 659, 898, 1057]",0,4.4,5.95,1,85,1.52485e-07,50
3409,872,872,"[432, 658, 899, 1057]",0,4.3,5.95,1,77,2.35904e-07,50
3436,872,872,"[432, 659, 900, 1057]",0,4.3,6.05,1,83,1.62063e-07,50
3440,872,872,"[438, 659, 900, 1057]",0,4.4,6.05,1,91,1.04755e-07,50
3656,1856,1856,"[29, 189, 389, 741]",0,4.3,6.6,1,18,0.00639065,50
3712,1856,1856,"[41, 190, 387, 742]",0,4.3,6.85,1,57,1.37845e-06,50
3721,445,445,"[226, 358, 818, 1167]",0,4.9,2.5,1,10,0.0144057,50
3792,445,445,"[227, 358, 836, 1168]",0,4.95,2.7,1,43,6.70931e-06,50
4047,445,445,"[231, 362, 837, 1184]",0,5.15,2.95,1,77,2.35904e-07,50
4068,445,445,"[227, 359, 837, 1169]",0,4.95,2.9,1,53,1.88793e-06,50
4069,445,445,"[228, 359, 837, 1169]",0,4.95,2.95,1,53,1.88793e-06,50
4191,445,445,"[231, 359, 837, 1175]",0,5.05,2.9,1,23,0.000409886,50
4209,1353,1353,"[54, 313, 700, 1047]",0,4.9,3.9,1,67,6.91425e-07,50
4263,1353,1353,"[64, 314, 706, 1051]",0,5.1,4.05,1,46,5.05023e-06,50
4357,1353,1353,"[64, 307, 704, 1049]",0,4.95,4.1,1,14,0.0110618,50
4376,1954,1954,"[586, 677, 916, 1189]",0,5.1,4.05,1,73,3.91753e-07,50
4378,1954,1954,"[586, 678, 916, 1189]",0,5.1,4.1,1,63,9.46978e-07,50
4380,1954,1954,"[586, 683, 916, 1189]",0,5.15,4.05,1,3,0.0341342,50
4414,1353,1353,"[72, 315, 704, 1049]",0,5.05,4.3,1,90,1.07995e-07,50
4421,1353,1353,"[71, 315, 705, 1049]",0,5.05,4.3,1,49,3.80141e-06,50
4451,1353,1353,"[71, 315, 705, 1052]",0,5.1,4.3,1,95,9.27392e-08,50
4519,1954,1954,"[580, 678, 915, 1182]",0,4.95,4.25,1,33,2.97089e-05,50
4566,1489,1489,"[150, 406, 541, 906]",0,5.15,5.55,1,43,6.70931e-06,50
4572,1489,1489,"[150, 408, 541, 906]",0,5.15,5.65,1,53,1.88793e-06,50
4671,1898,1898,"[8, 149, 790, 1142]",0,5.05,5.3,1,22,0.000452716,50
4688,1898,1898,"[8, 149, 790, 1143]",0,5.05,5.35,1,7,0.0198059,50
4749,2030,2030,"[790, 1027, 1142, 1228]",0,5.1,5.45,1,33,2.97089e-05,50
4858,1353,1353,"[71, 321, 708, 1055]",0,5.25,4.3,1,87,1.18329e-07,50
4863,1353,1353,"[82, 321, 708, 1055]",0,5.35,4.35,1,38,1.57378e-05,50
4952,1352,1352,"[85, 330, 627, 1078]",0,5.6,4.95,1,46,5.05023e-06,50
4954,1352,1352,"[84, 334, 627, 1078]",0,5.65,4.85,1,82,1.67075e-07,50
4966,1352,1352,"[84, 338, 627, 1078]",0,5.7,4.9,1,63,9.46978e-07,50
4967,1352,1352,"[85, 338, 627, 1078]",0,5.7,4.95,1,87,1.18329e-07,50
4969,1352,1352,"[89, 338, 627, 1078]",0,5.75,4.95,1,24,0.000255299,50
5048,1352,1352,"[85, 329, 627, 1076]",0,5.55,4.9,1,1,0.0369315,50
5221,1489,1489,"[150, 406, 546, 909]",0,5.3,5.4,1,37,1.6553e-05,50
5469,1489,1489,"[150, 408, 543, 910]",0,5.25,5.6,1,94,9.56074e-08,50
5478,1489,1489,"[150, 411, 543, 910]",0,5.3,5.55,1,82,1.67075e-07,50
5567,1489,1489,"[150, 408, 543, 911]",0,5.25,5.65,1,77,2.35904e-07,50
5572,1489,1489,"[150, 411, 543, 911]",0,5.3,5.6,1,69,5.36546e-07,50
5605,1489,1489,"[154, 408, 548, 911]",0,5.35,5.8,1,16,0.00877586,50
5817,2030,2030,"[795, 1030, 1150, 1235]",0,5.6,5.5,1,88,1.14779e-07,50
5938,2030,2030,"[792, 1027, 1147, 1232]",0,5.35,5.55,1,98,8.46406e-08,50
6000,2030,2030,"[792, 1027, 1145, 1233]",0,5.35,5.55,1,63,9.46978e-07,50
6203,2030,2030,"[795, 1030, 1150, 1234]",0,5.55,5.55,1,94,9.56074e-08,50
6367,2030,2030,"[796, 1031, 1152, 1236]",0,5.6,5.75,1,18,0.00639065,50
6601,1989,1989,"[594, 671, 1111, 1198]",0,5.6,6.35,1,13,0.0115864,50
6614,1989,1989,"[596, 675, 1113, 1198]",0,5.75,6.35,1,26,0.000137034,50
6630,1989,1989,"[594, 671, 1111, 1197]",0,5.6,6.3,1,96,8.9957e-08,50
6636,1811,1811,"[199, 375, 515, 698]",0,6.05,2.55,1,13,0.0115864,50
6656,1811,1811,"[199, 376, 517, 698]",0,6.05,2.7,1,43,6.70931e-06,50
6791,1699,1699,"[207, 242, 855, 935]",0,6.2,3.2,1,59,1.29698e-06,50
