"","lambda","gamma","suppSize"
"1",0.0517221,0,0
"2",0.0512049,0,1
"3",0.0377194,0,2
"4",0.0356727,0,3
"5",0.0279964,0,4
"6",0.0251689,0,5
"7",0.0224629,0,6
"8",0.0216913,0,8
"9",0.0184063,0,11
"10",0.0128966,0,14
"11",0.0126339,0,16
"12",0.0123792,0,17
"13",0.0112917,0,20
"14",0.00873617,0,21
"15",0.00822842,0,22
"16",0.00807403,0,23
"17",0.00644172,0,24
"18",0.00579839,0,25
"19",0.00145726,0,26
"20",0.000578082,0,26
"21",0.000354081,0,27
"22",0.000179401,0,28
"23",0.000128304,0,28
"24",9.55525e-05,0,30
"25",6.15884e-05,0,30
"26",4.92707e-05,0,32
"27",4.56182e-05,0,33
"28",3.73102e-05,0,34
"29",3.62006e-05,0,35
"30",3.24198e-05,0,36
"31",2.70192e-05,0,36
"32",2.16154e-05,0,37
"33",1.8766e-05,0,37
"34",1.50128e-05,0,40
"35",1.28547e-05,0,40
"36",8.75064e-06,0,41
"37",6.90776e-06,0,43
"38",6.35762e-06,0,43
"39",5.08609e-06,0,49
"40",4.93351e-06,0,49
"41",3.94681e-06,0,56
"42",3.82841e-06,0,58
"43",3.71355e-06,0,57
"44",3.60215e-06,0,60
"45",3.46317e-06,0,62
"46",3.14419e-06,0,62
"47",2.51535e-06,0,66
"48",2.43989e-06,0,66
"49",1.95191e-06,0,68
"50",1.89336e-06,0,69
"51",1.83655e-06,0,69
"52",1.46924e-06,0,71
"53",1.42517e-06,0,71
"54",1.14013e-06,0,74
"55",1.10593e-06,0,77
"56",1.07275e-06,0,78
"57",1.04057e-06,0,78
"58",8.32455e-07,0,78
"59",6.65964e-07,0,81
"60",6.45985e-07,0,81
"61",5.16788e-07,0,85
"62",5.01284e-07,0,87
"63",4.86246e-07,0,88
"64",4.71659e-07,0,89
"65",4.57509e-07,0,90
"66",4.43784e-07,0,92
"67",4.3047e-07,0,92
"68",3.44376e-07,0,93
"69",3.34045e-07,0,93
"70",2.67236e-07,0,94
"71",2.59219e-07,0,97
"72",2.51442e-07,0,100
"73",2.43899e-07,0,100
"74",1.95119e-07,0,102
"75",1.89266e-07,0,105
"76",1.83588e-07,0,107
"77",1.7808e-07,0,108
"78",1.72738e-07,0,109
"79",1.67555e-07,0,112
"80",1.62529e-07,0,112
"81",1.30023e-07,0,112
"82",1.26122e-07,0,113
"83",1.22339e-07,0,113
"84",9.78709e-08,0,114
"85",9.49348e-08,0,115
"86",9.20867e-08,0,115
"87",7.36694e-08,0,117
"88",7.14593e-08,0,118
"89",6.93155e-08,0,120
"90",6.72361e-08,0,120
"91",6.5219e-08,0,120
"92",5.21752e-08,0,124
"93",5.06099e-08,0,125
"94",4.90916e-08,0,125
"95",3.92733e-08,0,128
"96",3.80951e-08,0,130
"97",3.69523e-08,0,132
"98",3.58437e-08,0,133
"99",3.47684e-08,0,133
"100",2.78147e-08,0,133
