"","lambda","gamma","suppSize"
"1",0.0615652,0,0
"2",0.0609495,0,1
"3",0.0401612,0,2
"4",0.0312509,0,3
"5",0.026421,0,4
"6",0.0238323,0,5
"7",0.0234416,0,6
"8",0.0199575,0,7
"9",0.0180079,0,9
"10",0.0162156,0,10
"11",0.0146476,0,15
"12",0.0125816,0,16
"13",0.0120025,0,22
"14",0.0103653,0,23
"15",0.00835066,0,24
"16",0.000673912,0,25
"17",0.000364223,0,25
"18",0.00025881,0,26
"19",0.000253637,0,26
"20",0.000168057,0,27
"21",0.000131795,0,28
"22",9.30132e-05,0,30
"23",6.82583e-05,0,31
"24",5.30684e-05,0,32
"25",4.40983e-05,0,32
"26",3.52786e-05,0,35
"27",3.10012e-05,0,36
"28",2.28473e-05,0,36
"29",1.82778e-05,0,36
"30",1.46223e-05,0,38
"31",1.12882e-05,0,41
"32",1.08161e-05,0,43
"33",9.90581e-06,0,43
"34",7.92465e-06,0,46
"35",6.78058e-06,0,47
"36",5.93452e-06,0,47
"37",4.74762e-06,0,50
"38",4.60519e-06,0,50
"39",3.68415e-06,0,50
"40",2.94732e-06,0,51
"41",2.8589e-06,0,53
"42",2.62457e-06,0,53
"43",2.09965e-06,0,57
"44",1.85942e-06,0,58
"45",1.80363e-06,0,58
"46",1.44291e-06,0,58
"47",1.15433e-06,0,60
"48",1.1197e-06,0,61
"49",1.08611e-06,0,62
"50",1.05352e-06,0,62
"51",8.42818e-07,0,63
"52",8.17533e-07,0,63
"53",6.54027e-07,0,66
"54",6.34406e-07,0,68
"55",6.15374e-07,0,70
"56",5.96913e-07,0,72
"57",5.79005e-07,0,74
"58",5.61635e-07,0,76
"59",5.44786e-07,0,76
"60",5.28442e-07,0,77
"61",5.12589e-07,0,77
"62",4.10071e-07,0,78
"63",3.97769e-07,0,78
"64",3.18215e-07,0,78
"65",2.54572e-07,0,83
"66",2.46935e-07,0,85
"67",2.39527e-07,0,86
"68",2.32341e-07,0,87
"69",2.25371e-07,0,89
"70",2.1861e-07,0,89
"71",1.74888e-07,0,90
"72",1.69641e-07,0,93
"73",1.64552e-07,0,94
"74",1.59615e-07,0,95
"75",1.54827e-07,0,96
"76",1.50182e-07,0,97
"77",1.45677e-07,0,97
"78",1.16541e-07,0,99
"79",1.13045e-07,0,100
"80",1.09654e-07,0,103
"81",1.06364e-07,0,103
"82",8.50913e-08,0,104
"83",8.25386e-08,0,105
"84",8.00624e-08,0,106
"85",7.76606e-08,0,106
"86",6.21284e-08,0,106
"87",4.97028e-08,0,109
"88",4.82117e-08,0,111
"89",4.67653e-08,0,115
"90",4.53624e-08,0,117
"91",4.40015e-08,0,117
"92",3.52012e-08,0,118
"93",3.41452e-08,0,123
"94",3.31208e-08,0,125
"95",3.21272e-08,0,125
"96",3.11634e-08,0,125
"97",2.49307e-08,0,128
"98",2.41828e-08,0,128
"99",2.34573e-08,0,131
"100",2.27536e-08,0,134
