"","lambda","gamma","suppSize"
"1",0.0485266,0,1
"2",0.0383155,0,2
"3",0.0342851,0,3
"4",0.0300631,0,4
"5",0.0285128,0,5
"6",0.0235349,0,6
"7",0.0216498,0,7
"8",0.0210933,0,8
"9",0.0178025,0,9
"10",0.0147391,0,11
"11",0.0142687,0,14
"12",0.0137271,0,15
"13",0.0131365,0,16
"14",0.0117719,0,17
"15",0.00957159,0,23
"16",0.000624075,0,24
"17",0.000409297,0,25
"18",0.000256915,0,26
"19",0.000157794,0,26
"20",0.00011811,0,27
"21",8.73671e-05,0,28
"22",6.76525e-05,0,30
"23",5.98604e-05,0,32
"24",3.64988e-05,0,33
"25",2.86001e-05,0,34
"26",2.21329e-05,0,34
"27",1.73045e-05,0,36
"28",1.28968e-05,0,37
"29",1.20221e-05,0,38
"30",8.53335e-06,0,42
"31",8.27735e-06,0,42
"32",8.02902e-06,0,42
"33",6.42322e-06,0,42
"34",5.13858e-06,0,44
"35",4.93023e-06,0,46
"36",4.3784e-06,0,47
"37",4.22497e-06,0,48
"38",3.46755e-06,0,48
"39",2.77404e-06,0,50
"40",2.69082e-06,0,49
"41",2.61009e-06,0,49
"42",2.08807e-06,0,54
"43",2.02543e-06,0,54
"44",1.62035e-06,0,58
"45",1.57173e-06,0,58
"46",1.25739e-06,0,63
"47",1.21967e-06,0,64
"48",1.18308e-06,0,66
"49",1.14758e-06,0,65
"50",1.11316e-06,0,65
"51",8.90525e-07,0,66
"52",8.63809e-07,0,66
"53",6.91048e-07,0,67
"54",6.70316e-07,0,67
"55",5.36253e-07,0,70
"56",5.20165e-07,0,71
"57",5.0456e-07,0,71
"58",4.03648e-07,0,76
"59",3.91539e-07,0,77
"60",3.79793e-07,0,78
"61",3.68399e-07,0,79
"62",3.57347e-07,0,79
"63",2.85878e-07,0,79
"64",2.28702e-07,0,80
"65",2.21841e-07,0,82
"66",2.15186e-07,0,83
"67",2.0873e-07,0,84
"68",2.02468e-07,0,85
"69",1.96394e-07,0,86
"70",1.90502e-07,0,85
"71",1.84787e-07,0,86
"72",1.79244e-07,0,87
"73",1.73866e-07,0,87
"74",1.39093e-07,0,88
"75",1.3492e-07,0,89
"76",1.30873e-07,0,90
"77",1.26947e-07,0,91
"78",1.23138e-07,0,90
"79",1.19444e-07,0,91
"80",1.15861e-07,0,91
"81",9.26885e-08,0,92
"82",8.99079e-08,0,92
"83",7.19263e-08,0,93
"84",6.97685e-08,0,94
"85",6.76755e-08,0,95
"86",6.56452e-08,0,95
"87",5.25162e-08,0,95
"88",4.20129e-08,0,98
"89",4.07525e-08,0,101
"90",3.953e-08,0,101
"91",3.1624e-08,0,106
"92",3.06752e-08,0,108
"93",2.9755e-08,0,109
"94",2.88623e-08,0,110
"95",2.79965e-08,0,113
"96",2.71566e-08,0,116
"97",2.63419e-08,0,117
"98",2.55516e-08,0,117
"99",2.47851e-08,0,119
"100",2.40415e-08,0,119
