"","lambda","gamma","suppSize"
"1",0.054079,0,1
"2",0.0369315,0,2
"3",0.0365442,0,3
"4",0.0341342,0,4
"5",0.0234247,0,5
"6",0.0231106,0,6
"7",0.0207389,0,7
"8",0.0198059,0,8
"9",0.0179181,0,9
"10",0.0152803,0,10
"11",0.0144057,0,11
"12",0.0121583,0,12
"13",0.0120119,0,13
"14",0.0115864,0,15
"15",0.0110618,0,18
"16",0.00938176,0,19
"17",0.00877586,0,20
"18",0.00693774,0,23
"19",0.00639065,0,24
"20",0.00300792,0,25
"21",0.000710623,0,26
"22",0.000531387,0,27
"23",0.000452716,0,28
"24",0.000409886,0,30
"25",0.000255299,0,31
"26",0.000209655,0,32
"27",0.000137034,0,33
"28",0.000124349,0,34
"29",8.31865e-05,0,35
"30",7.37542e-05,0,36
"31",6.05791e-05,0,37
"32",5.68879e-05,0,38
"33",3.71361e-05,0,38
"34",2.97089e-05,0,43
"35",2.88491e-05,0,44
"36",2.41816e-05,0,45
"37",1.91183e-05,0,46
"38",1.6553e-05,0,47
"39",1.57378e-05,0,48
"40",1.34992e-05,0,50
"41",1.13141e-05,0,51
"42",1.05878e-05,0,54
"43",8.38663e-06,0,54
"44",6.70931e-06,0,60
"45",6.50803e-06,0,60
"46",5.20642e-06,0,63
"47",5.05023e-06,0,64
"48",4.89872e-06,0,64
"49",3.91898e-06,0,65
"50",3.80141e-06,0,66
"51",3.68737e-06,0,66
"52",2.94989e-06,0,66
"53",2.35991e-06,0,66
"54",1.88793e-06,0,70
"55",1.83129e-06,0,71
"56",1.77635e-06,0,71
"57",1.42108e-06,0,72
"58",1.37845e-06,0,75
"59",1.3371e-06,0,76
"60",1.29698e-06,0,78
"61",1.25808e-06,0,81
"62",1.22033e-06,0,80
"63",1.18372e-06,0,80
"64",9.46978e-07,0,85
"65",9.18569e-07,0,85
"66",7.34855e-07,0,87
"67",7.12809e-07,0,86
"68",6.91425e-07,0,88
"69",6.70682e-07,0,88
"70",5.36546e-07,0,91
"71",5.2045e-07,0,92
"72",5.04836e-07,0,93
"73",4.89691e-07,0,93
"74",3.91753e-07,0,97
"75",3.8e-07,0,97
"76",3.04e-07,0,99
"77",2.9488e-07,0,99
"78",2.35904e-07,0,104
"79",2.28827e-07,0,105
"80",2.21962e-07,0,106
"81",2.15303e-07,0,107
"82",2.08844e-07,0,107
"83",1.67075e-07,0,110
"84",1.62063e-07,0,110
"85",1.57201e-07,0,111
"86",1.52485e-07,0,114
"87",1.47911e-07,0,114
"88",1.18329e-07,0,118
"89",1.14779e-07,0,120
"90",1.11335e-07,0,120
"91",1.07995e-07,0,121
"92",1.04755e-07,0,123
"93",1.01613e-07,0,124
"94",9.85643e-08,0,123
"95",9.56074e-08,0,125
"96",9.27392e-08,0,126
"97",8.9957e-08,0,126
"98",8.72583e-08,0,127
"99",8.46406e-08,0,129
"100",8.21013e-08,0,131
