"","lambda","gamma","suppSize"
"1",0.0575747,0,1
"2",0.0335973,0,2
"3",0.0317413,0,3
"4",0.0266743,0,4
"5",0.0245496,0,5
"6",0.0237947,0,6
"7",0.0198706,0,8
"8",0.0164744,0,9
"9",0.0157657,0,10
"10",0.0153137,0,12
"11",0.0137881,0,13
"12",0.0135797,0,14
"13",0.0134135,0,16
"14",0.0129627,0,18
"15",0.0124069,0,20
"16",0.010598,0,21
"17",0.0077047,0,24
"18",0.00376975,0,24
"19",0.00249254,0,24
"20",0.000791112,0,25
"21",0.000632169,0,26
"22",0.000510499,0,27
"23",0.00033015,0,28
"24",0.000217528,0,29
"25",0.000193718,0,30
"26",0.000180143,0,31
"27",0.000156341,0,32
"28",0.000138644,0,33
"29",9.9719e-05,0,34
"30",9.37973e-05,0,34
"31",7.50378e-05,0,35
"32",6.41687e-05,0,36
"33",4.14916e-05,0,36
"34",3.28067e-05,0,37
"35",3.20151e-05,0,39
"36",2.10696e-05,0,41
"37",1.80453e-05,0,42
"38",1.62083e-05,0,43
"39",1.29724e-05,0,44
"40",9.30475e-06,0,46
"41",7.838e-06,0,47
"42",6.54705e-06,0,51
"43",5.78545e-06,0,51
"44",4.62836e-06,0,52
"45",4.26905e-06,0,54
"46",4.25312e-06,0,54
"47",3.40249e-06,0,55
"48",3.30042e-06,0,56
"49",3.12014e-06,0,56
"50",2.49611e-06,0,57
"51",2.42123e-06,0,59
"52",2.34859e-06,0,59
"53",1.87887e-06,0,59
"54",1.5031e-06,0,61
"55",1.45801e-06,0,62
"56",1.41427e-06,0,63
"57",1.37184e-06,0,64
"58",1.17151e-06,0,67
"59",1.13637e-06,0,67
"60",9.09095e-07,0,69
"61",8.81822e-07,0,72
"62",8.55367e-07,0,73
"63",8.29706e-07,0,74
"64",8.04815e-07,0,74
"65",6.43852e-07,0,75
"66",6.24537e-07,0,77
"67",6.05801e-07,0,76
"68",5.87627e-07,0,77
"69",5.69998e-07,0,78
"70",5.52898e-07,0,78
"71",4.42318e-07,0,79
"72",4.29049e-07,0,81
"73",4.16177e-07,0,81
"74",3.32942e-07,0,84
"75",3.22954e-07,0,84
"76",2.58363e-07,0,86
"77",2.50612e-07,0,87
"78",2.43094e-07,0,88
"79",2.35801e-07,0,88
"80",1.88641e-07,0,91
"81",1.82981e-07,0,94
"82",1.77492e-07,0,95
"83",1.72167e-07,0,96
"84",1.67002e-07,0,97
"85",1.61992e-07,0,98
"86",1.57132e-07,0,101
"87",1.52418e-07,0,102
"88",1.47846e-07,0,102
"89",1.4341e-07,0,104
"90",1.39108e-07,0,106
"91",1.34935e-07,0,108
"92",1.30887e-07,0,108
"93",1.04709e-07,0,108
"94",8.37676e-08,0,109
"95",8.12546e-08,0,111
"96",7.88169e-08,0,111
"97",6.30535e-08,0,113
"98",6.11619e-08,0,114
"99",5.93271e-08,0,116
"100",5.75473e-08,0,116
