"","lambda","gamma","suppSize"
"1",0.0515308,0,0
"2",0.0510154,0,1
"3",0.0500607,0,2
"4",0.0360575,0,3
"5",0.0324858,0,4
"6",0.0237893,0,6
"7",0.0211459,0,7
"8",0.0193982,0,8
"9",0.0187746,0,9
"10",0.0148006,0,10
"11",0.0134317,0,13
"12",0.0128708,0,15
"13",0.0125954,0,17
"14",0.011777,0,18
"15",0.0107756,0,20
"16",0.00839748,0,23
"17",0.00521472,0,25
"18",0.00190586,0,26
"19",0.000828323,0,26
"20",0.000531912,0,27
"21",0.000251481,0,28
"22",0.000148047,0,29
"23",0.000138827,0,29
"24",0.000135292,0,30
"25",0.000128889,0,31
"26",0.000116659,0,32
"27",7.31052e-05,0,34
"28",5.49427e-05,0,35
"29",4.3173e-05,0,35
"30",3.45384e-05,0,38
"31",2.82247e-05,0,39
"32",2.71683e-05,0,39
"33",2.17346e-05,0,41
"34",1.89513e-05,0,42
"35",1.66763e-05,0,43
"36",1.28929e-05,0,44
"37",1.18697e-05,0,46
"38",9.36659e-06,0,48
"39",9.08559e-06,0,48
"40",6.68717e-06,0,51
"41",6.48656e-06,0,51
"42",5.18925e-06,0,51
"43",4.1514e-06,0,55
"44",4.02685e-06,0,55
"45",3.22148e-06,0,58
"46",3.12484e-06,0,58
"47",2.49987e-06,0,59
"48",2.42488e-06,0,60
"49",2.35213e-06,0,60
"50",1.8817e-06,0,63
"51",1.82525e-06,0,62
"52",1.77049e-06,0,63
"53",1.71738e-06,0,65
"54",1.66586e-06,0,65
"55",1.33269e-06,0,69
"56",1.29271e-06,0,70
"57",1.25392e-06,0,71
"58",1.21631e-06,0,72
"59",1.17982e-06,0,72
"60",1.14442e-06,0,72
"61",9.15539e-07,0,76
"62",8.88073e-07,0,76
"63",7.10458e-07,0,77
"64",6.89144e-07,0,80
"65",6.6847e-07,0,82
"66",6.48416e-07,0,82
"67",6.28963e-07,0,83
"68",6.10094e-07,0,83
"69",4.88076e-07,0,82
"70",4.73433e-07,0,83
"71",4.5923e-07,0,84
"72",4.45453e-07,0,86
"73",4.3209e-07,0,86
"74",3.45672e-07,0,88
"75",3.35302e-07,0,91
"76",3.25243e-07,0,91
"77",2.60194e-07,0,94
"78",2.52388e-07,0,94
"79",2.44817e-07,0,96
"80",2.37472e-07,0,97
"81",2.30348e-07,0,99
"82",2.23438e-07,0,102
"83",2.16734e-07,0,103
"84",2.10232e-07,0,104
"85",2.03925e-07,0,105
"86",1.97808e-07,0,105
"87",1.58246e-07,0,106
"88",1.53499e-07,0,107
"89",1.48894e-07,0,107
"90",1.19115e-07,0,111
"91",1.15542e-07,0,112
"92",1.12075e-07,0,113
"93",1.08713e-07,0,114
"94",1.05452e-07,0,115
"95",1.02288e-07,0,115
"96",8.18305e-08,0,117
"97",7.93756e-08,0,118
"98",7.69943e-08,0,121
"99",7.46845e-08,0,121
"100",5.97476e-08,0,121
