"","lambda","gamma","suppSize"
"1",0.0676306,0,0
"2",0.0669543,0,1
"3",0.0306324,0,2
"4",0.0301613,0,3
"5",0.0294142,0,4
"6",0.0263609,0,5
"7",0.0249509,0,6
"8",0.0215583,0,7
"9",0.020415,0,8
"10",0.0193455,0,9
"11",0.0154312,0,10
"12",0.0146825,0,11
"13",0.0137355,0,12
"14",0.013094,0,13
"15",0.0123205,0,16
"16",0.0121494,0,21
"17",0.011547,0,22
"18",0.00869717,0,23
"19",0.00841403,0,24
"20",0.00697395,0,25
"21",0.00262668,0,26
"22",0.00075403,0,26
"23",0.000603224,0,27
"24",0.000318306,0,27
"25",0.00020977,0,28
"26",0.000175208,0,29
"27",0.00013836,0,30
"28",8.43037e-05,0,30
"29",5.13521e-05,0,31
"30",4.96615e-05,0,32
"31",4.41992e-05,0,33
"32",4.29473e-05,0,35
"33",2.29377e-05,0,39
"34",2.08753e-05,0,40
"35",1.49591e-05,0,40
"36",1.19673e-05,0,42
"37",9.51623e-06,0,43
"38",9.23074e-06,0,42
"39",8.77763e-06,0,44
"40",8.5143e-06,0,45
"41",8.21722e-06,0,45
"42",6.57378e-06,0,47
"43",6.10199e-06,0,50
"44",6.06302e-06,0,50
"45",4.85042e-06,0,52
"46",4.70491e-06,0,55
"47",4.56376e-06,0,56
"48",4.45969e-06,0,57
"49",3.55707e-06,0,59
"50",3.31718e-06,0,60
"51",3.21767e-06,0,60
"52",3.15528e-06,0,62
"53",3.14654e-06,0,63
"54",2.65549e-06,0,64
"55",2.4931e-06,0,64
"56",1.99448e-06,0,67
"57",1.93465e-06,0,67
"58",1.54772e-06,0,68
"59",1.50129e-06,0,69
"60",1.45625e-06,0,70
"61",1.41256e-06,0,71
"62",1.37018e-06,0,73
"63",1.32908e-06,0,73
"64",1.06326e-06,0,75
"65",1.03137e-06,0,77
"66",1.00042e-06,0,77
"67",8.0034e-07,0,80
"68",7.76329e-07,0,82
"69",7.53039e-07,0,83
"70",7.30448e-07,0,83
"71",5.84359e-07,0,84
"72",5.66828e-07,0,85
"73",5.49823e-07,0,87
"74",5.33328e-07,0,88
"75",5.17329e-07,0,88
"76",4.13863e-07,0,91
"77",4.01447e-07,0,93
"78",3.89404e-07,0,95
"79",3.77721e-07,0,97
"80",3.6639e-07,0,98
"81",3.55398e-07,0,98
"82",2.84318e-07,0,102
"83",2.75789e-07,0,102
"84",2.67515e-07,0,102
"85",2.14012e-07,0,103
"86",2.07592e-07,0,106
"87",2.01364e-07,0,110
"88",1.95323e-07,0,111
"89",1.89463e-07,0,112
"90",1.8378e-07,0,112
"91",1.47024e-07,0,113
"92",1.42613e-07,0,115
"93",1.38335e-07,0,116
"94",1.34185e-07,0,119
"95",1.30159e-07,0,119
"96",1.04127e-07,0,120
"97",1.01003e-07,0,121
"98",9.79733e-08,0,122
"99",9.50341e-08,0,123
"100",9.2183e-08,0,122
