"","lambda","gamma","suppSize"
"1",0.0610741,0,0
"2",0.0604633,0,1
"3",0.048334,0,2
"4",0.0270792,0,3
"5",0.0264014,0,4
"6",0.0245298,0,5
"7",0.0239921,0,6
"8",0.0194414,0,8
"9",0.0180154,0,9
"10",0.0150078,0,10
"11",0.014496,0,11
"12",0.0143113,0,12
"13",0.0140877,0,13
"14",0.0131842,0,14
"15",0.0125257,0,15
"16",0.0120843,0,17
"17",0.0115467,0,19
"18",0.0104854,0,20
"19",0.00971478,0,23
"20",0.00930465,0,24
"21",0.000468791,0,25
"22",0.000414411,0,26
"23",0.000389041,0,28
"24",0.000168895,0,29
"25",0.000147511,0,30
"26",0.000114854,0,32
"27",8.04044e-05,0,32
"28",6.43235e-05,0,33
"29",3.1571e-05,0,34
"30",3.04687e-05,0,35
"31",2.59136e-05,0,36
"32",2.22246e-05,0,37
"33",1.94286e-05,0,39
"34",1.32099e-05,0,40
"35",1.28643e-05,0,41
"36",1.16499e-05,0,42
"37",1.13004e-05,0,42
"38",7.81891e-06,0,44
"39",7.58434e-06,0,44
"40",6.06747e-06,0,46
"41",5.88545e-06,0,47
"42",5.20348e-06,0,48
"43",5.04737e-06,0,48
"44",4.0379e-06,0,50
"45",3.81006e-06,0,51
"46",3.69575e-06,0,51
"47",2.9566e-06,0,57
"48",2.86791e-06,0,59
"49",2.78187e-06,0,59
"50",2.22549e-06,0,61
"51",2.15873e-06,0,62
"52",2.09397e-06,0,62
"53",1.67517e-06,0,66
"54",1.62492e-06,0,67
"55",1.57617e-06,0,68
"56",1.52889e-06,0,68
"57",1.22311e-06,0,68
"58",1.18642e-06,0,71
"59",1.15082e-06,0,72
"60",1.1163e-06,0,72
"61",8.93039e-07,0,74
"62",8.66248e-07,0,74
"63",6.92998e-07,0,77
"64",6.72208e-07,0,77
"65",5.37767e-07,0,78
"66",5.21634e-07,0,79
"67",5.05985e-07,0,80
"68",4.90805e-07,0,82
"69",4.76081e-07,0,83
"70",4.61799e-07,0,83
"71",3.69439e-07,0,85
"72",3.58356e-07,0,87
"73",3.47605e-07,0,86
"74",3.37177e-07,0,86
"75",2.69741e-07,0,88
"76",2.61649e-07,0,90
"77",2.538e-07,0,91
"78",2.46186e-07,0,93
"79",2.388e-07,0,93
"80",1.9104e-07,0,94
"81",1.85309e-07,0,96
"82",1.7975e-07,0,99
"83",1.74357e-07,0,99
"84",1.69126e-07,0,99
"85",1.35301e-07,0,99
"86",1.08241e-07,0,103
"87",1.04994e-07,0,102
"88",1.01844e-07,0,102
"89",8.14751e-08,0,102
"90",6.51801e-08,0,104
"91",6.32247e-08,0,106
"92",6.1328e-08,0,108
"93",5.94881e-08,0,109
"94",5.77035e-08,0,109
"95",4.61628e-08,0,109
"96",3.69302e-08,0,113
"97",3.58223e-08,0,113
"98",2.86579e-08,0,115
"99",2.77981e-08,0,120
"100",2.69642e-08,0,122
