"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"194",1918,1918,"[92, 120, 276, 474]",0,2.45,2.15,1,92,1.10107e-07
"682",1918,1918,"[92, 120, 273, 475]",0,2.4,2.25,1,10,0.015504
"723",1918,1918,"[95, 122, 276, 475]",0,2.5,2.3,1,71,3.72094e-07
"1704",1017,1017,"[320, 778, 1025, 1080]",0,2.05,2.65,1,92,1.10107e-07
"1752",1017,1017,"[326, 778, 1027, 1080]",0,2.15,2.75,1,88,1.50802e-07
"2143",1017,1017,"[323, 779, 1025, 1083]",0,2.2,2.55,1,16,0.0127619
"2746",766,766,"[19, 200, 281, 686]",0,2.55,5.55,1,80,2.33301e-07
"2870",645,645,"[79, 227, 537, 1101]",0,2.65,5.25,1,29,3.52331e-05
"2918",645,645,"[82, 227, 541, 1101]",0,2.75,5.25,1,65,6.56728e-07
"2943",645,645,"[77, 228, 537, 1100]",0,2.55,5.4,1,86,1.94333e-07
"3044",766,766,"[19, 204, 281, 686]",0,2.6,5.6,1,59,7.88415e-07
"3074",766,766,"[16, 201, 279, 687]",0,2.45,5.65,1,11,0.0148215
"3154",2068,2068,"[502, 537, 644, 998]",0,2.6,5.6,1,36,1.31063e-05
"3249",766,766,"[17, 201, 280, 685]",0,2.4,5.85,1,55,1.07982e-06
"3264",766,766,"[20, 208, 280, 689]",0,2.6,5.85,1,49,2.31081e-06
"3281",766,766,"[17, 201, 280, 682]",0,2.35,5.8,1,56,1.04742e-06
"3296",2068,2068,"[499, 538, 646, 999]",0,2.6,5.7,1,36,1.31063e-05
"3299",2068,2068,"[499, 536, 647, 999]",0,2.55,5.8,1,8,0.0170457
"3314",2068,2068,"[496, 534, 643, 992]",0,2.25,5.85,1,20,0.00221168
"3585",1017,1017,"[332, 788, 1033, 1088]",0,2.7,2.8,1,32,2.55506e-05
"3965",645,645,"[82, 230, 540, 1101]",0,2.8,5.2,1,94,1.03599e-07
"3972",645,645,"[82, 230, 541, 1101]",0,2.8,5.25,1,63,6.97978e-07
"3983",645,645,"[82, 227, 544, 1101]",0,2.8,5.2,1,92,1.10107e-07
"4148",1441,1441,"[45, 335, 569, 1043]",0,3.3,3.4,1,3,0.0322065
"4250",1441,1441,"[44, 336, 569, 1045]",0,3.3,3.5,1,92,1.10107e-07
"4544",1441,1441,"[44, 336, 566, 1046]",0,3.3,3.5,1,73,3.50103e-07
"4562",1441,1441,"[45, 337, 567, 1046]",0,3.35,3.6,1,42,5.09809e-06
"4595",1441,1441,"[45, 337, 569, 1046]",0,3.4,3.55,1,60,7.64763e-07
"4646",1441,1441,"[44, 336, 572, 1046]",0,3.4,3.5,1,95,1.00491e-07
"5467",645,645,"[85, 230, 552, 1107]",0,3.15,5.15,1,17,0.0122815
"5475",645,645,"[85, 230, 552, 1105]",0,3.1,5.2,1,90,1.4189e-07
"5623",877,877,"[438, 615, 705, 845]",0,3.25,6.45,1,37,1.29093e-05
"5632",877,877,"[438, 617, 705, 845]",0,3.3,6.4,1,40,6.56971e-06
"5750",877,877,"[444, 618, 706, 847]",0,3.45,6.45,1,12,0.0141208
"5755",877,877,"[444, 620, 706, 847]",0,3.5,6.4,1,84,2.0654e-07
"5794",716,716,"[256, 666, 825, 1145]",0,4,2.15,1,19,0.009727
"5860",716,716,"[256, 666, 824, 1149]",0,4.05,2.15,1,72,3.60931e-07
"6179",285,285,"[36, 340, 465, 1077]",0,3.8,3.6,1,16,0.0127619
"6242",285,285,"[39, 340, 465, 1073]",0,3.8,3.5,1,51,1.79319e-06
"6311",285,285,"[43, 344, 467, 1075]",0,3.9,3.8,1,46,3.06995e-06
"6319",285,285,"[35, 343, 464, 1070]",0,3.75,3.45,1,43,4.94515e-06
"6448",697,697,"[405, 557, 627, 983]",0,4.05,4.95,1,99,6.05135e-08
"6449",697,697,"[404, 558, 627, 983]",0,4.1,4.85,1,67,6.17915e-07
"6464",697,697,"[402, 558, 626, 985]",0,4.1,4.7,1,28,3.63328e-05
"6591",926,926,"[215, 592, 816, 960]",0,4.8,2.85,1,79,2.40516e-07
"6645",440,440,"[184, 307, 897, 1127]",0,4.75,4.3,1,73,3.50103e-07
"6684",440,440,"[179, 305, 897, 1128]",0,4.65,4.3,1,88,1.50802e-07
"6698",440,440,"[184, 307, 897, 1128]",0,4.75,4.35,1,79,2.40516e-07
"6743",440,440,"[177, 305, 897, 1126]",0,4.55,4.35,1,39,7.78505e-06
