"","lambda","gamma","suppSize"
"1",0.0388696,0,0
"2",0.0384809,0,1
"3",0.0352939,0,2
"4",0.0330821,0,3
"5",0.0310906,0,4
"6",0.0297222,0,5
"7",0.0249924,0,6
"8",0.0237072,0,7
"9",0.0224757,0,8
"10",0.0180764,0,9
"11",0.0163772,0,11
"12",0.0156155,0,13
"13",0.0153838,0,14
"14",0.0143958,0,16
"15",0.0131547,0,17
"16",0.011374,0,19
"17",0.0101867,0,23
"18",0.00605095,0,24
"19",0.000982556,0,24
"20",0.000786045,0,26
"21",0.000325655,0,27
"22",0.000310727,0,28
"23",0.000237098,0,29
"24",0.000137963,0,31
"25",9.38918e-05,0,32
"26",8.5764e-05,0,32
"27",6.86112e-05,0,36
"28",5.82155e-05,0,37
"29",4.89578e-05,0,37
"30",3.91662e-05,0,39
"31",3.28741e-05,0,42
"32",2.95117e-05,0,43
"33",2.63008e-05,0,44
"34",2.06029e-05,0,45
"35",1.77395e-05,0,45
"36",1.41916e-05,0,45
"37",1.13533e-05,0,46
"38",1.12147e-05,0,46
"39",8.97173e-06,0,48
"40",7.66336e-06,0,48
"41",6.13069e-06,0,49
"42",5.94677e-06,0,49
"43",4.75742e-06,0,54
"44",4.61469e-06,0,55
"45",4.47625e-06,0,55
"46",3.51281e-06,0,55
"47",2.81025e-06,0,57
"48",2.72594e-06,0,57
"49",2.18075e-06,0,57
"50",1.7446e-06,0,62
"51",1.69226e-06,0,63
"52",1.6415e-06,0,63
"53",1.3132e-06,0,65
"54",1.2738e-06,0,65
"55",1.23559e-06,0,67
"56",1.19852e-06,0,67
"57",1.16256e-06,0,69
"58",1.12769e-06,0,69
"59",9.02149e-07,0,73
"60",8.75085e-07,0,76
"61",8.48832e-07,0,77
"62",8.23367e-07,0,77
"63",6.58694e-07,0,83
"64",6.38933e-07,0,82
"65",6.19765e-07,0,82
"66",4.95812e-07,0,85
"67",4.80938e-07,0,85
"68",4.6651e-07,0,86
"69",4.52514e-07,0,86
"70",3.62011e-07,0,87
"71",3.51151e-07,0,88
"72",3.40617e-07,0,88
"73",2.72493e-07,0,94
"74",2.64318e-07,0,94
"75",2.11455e-07,0,98
"76",2.05111e-07,0,99
"77",1.98958e-07,0,102
"78",1.92989e-07,0,102
"79",1.54391e-07,0,105
"80",1.4976e-07,0,106
"81",1.45267e-07,0,107
"82",1.40909e-07,0,108
"83",1.36681e-07,0,108
"84",1.09345e-07,0,110
"85",1.06065e-07,0,113
"86",1.02883e-07,0,113
"87",8.23063e-08,0,114
"88",7.98371e-08,0,114
"89",6.38697e-08,0,117
"90",6.19536e-08,0,118
"91",6.0095e-08,0,118
"92",4.8076e-08,0,119
"93",4.66337e-08,0,118
"94",4.52347e-08,0,120
"95",4.38777e-08,0,121
"96",4.25613e-08,0,121
"97",3.40491e-08,0,122
"98",3.30276e-08,0,124
"99",3.20368e-08,0,125
"100",3.10757e-08,0,128
