"","lambda","gamma","suppSize"
"1",0.0583993,0,1
"2",0.0347215,0,2
"3",0.0337107,0,3
"4",0.0211155,0,4
"5",0.0179252,0,5
"6",0.0176594,0,6
"7",0.0172747,0,8
"8",0.0168748,0,9
"9",0.0165487,0,11
"10",0.015495,0,17
"11",0.0152652,0,20
"12",0.0132476,0,21
"13",0.0129264,0,22
"14",0.0112971,0,23
"15",0.0100939,0,25
"16",0.000372233,0,25
"17",0.000297787,0,26
"18",0.000145533,0,27
"19",0.000118093,0,27
"20",9.29975e-05,0,27
"21",7.4398e-05,0,28
"22",7.29611e-05,0,29
"23",6.09669e-05,0,30
"24",4.88232e-05,0,30
"25",3.88048e-05,0,33
"26",3.31995e-05,0,34
"27",2.32145e-05,0,38
"28",2.22594e-05,0,39
"29",1.76579e-05,0,42
"30",1.42944e-05,0,42
"31",1.14355e-05,0,44
"32",1.10925e-05,0,45
"33",1.07597e-05,0,45
"34",8.60775e-06,0,45
"35",6.8862e-06,0,47
"36",6.67962e-06,0,48
"37",6.47923e-06,0,48
"38",5.18338e-06,0,48
"39",4.14671e-06,0,51
"40",4.0223e-06,0,51
"41",3.21784e-06,0,59
"42",3.12131e-06,0,59
"43",3.02767e-06,0,59
"44",2.42214e-06,0,61
"45",2.34947e-06,0,64
"46",2.27899e-06,0,65
"47",2.21062e-06,0,65
"48",1.76849e-06,0,67
"49",1.71544e-06,0,67
"50",1.37235e-06,0,70
"51",1.33118e-06,0,70
"52",1.06494e-06,0,74
"53",1.033e-06,0,75
"54",1.00201e-06,0,77
"55",9.71946e-07,0,77
"56",7.77557e-07,0,79
"57",7.5423e-07,0,80
"58",7.31603e-07,0,81
"59",7.09655e-07,0,83
"60",6.88366e-07,0,83
"61",5.50692e-07,0,86
"62",5.34172e-07,0,87
"63",5.18147e-07,0,87
"64",4.14517e-07,0,87
"65",3.31614e-07,0,89
"66",3.21665e-07,0,89
"67",3.12015e-07,0,89
"68",2.49612e-07,0,91
"69",2.42124e-07,0,93
"70",2.3486e-07,0,95
"71",2.27814e-07,0,96
"72",2.2098e-07,0,96
"73",1.76784e-07,0,102
"74",1.7148e-07,0,103
"75",1.66336e-07,0,103
"76",1.61346e-07,0,106
"77",1.56506e-07,0,109
"78",1.5181e-07,0,109
"79",1.47256e-07,0,110
"80",1.42838e-07,0,108
"81",1.38553e-07,0,110
"82",1.34397e-07,0,111
"83",1.30365e-07,0,111
"84",1.04292e-07,0,114
"85",1.01163e-07,0,118
"86",9.81282e-08,0,119
"87",9.51843e-08,0,120
"88",9.23288e-08,0,120
"89",7.3863e-08,0,122
"90",7.16472e-08,0,123
"91",6.94977e-08,0,125
"92",6.74128e-08,0,126
"93",6.53904e-08,0,128
"94",6.34287e-08,0,129
"95",6.15258e-08,0,132
"96",5.96801e-08,0,133
"97",5.78897e-08,0,135
"98",5.6153e-08,0,135
"99",5.44684e-08,0,136
"100",5.28343e-08,0,135
