"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"10",507,507,"[235, 357, 726, 1234]",0,2.55,3.25,1,12,0.0112917
"203",507,507,"[228, 353, 729, 1235]",0,2.35,3.65,1,33,1.50128e-05
"263",507,507,"[231, 358, 732, 1235]",0,2.55,3.45,1,53,1.14013e-06
"265",507,507,"[236, 358, 732, 1235]",0,2.6,3.5,1,84,9.49348e-08
"282",507,507,"[236, 354, 734, 1235]",0,2.6,3.5,1,62,4.86246e-07
"285",507,507,"[236, 358, 734, 1235]",0,2.65,3.45,1,51,1.46924e-06
"324",507,507,"[236, 355, 733, 1236]",0,2.6,3.65,1,31,2.16154e-05
"332",507,507,"[235, 363, 734, 1236]",0,2.75,3.4,1,61,5.01284e-07
"368",335,335,"[473, 850, 955, 1159]",0,2.7,4.4,1,38,5.08609e-06
"395",335,335,"[474, 852, 958, 1161]",0,2.9,4.25,1,9,0.0128966
"398",335,335,"[473, 850, 959, 1161]",0,2.8,4.35,1,60,5.16788e-07
"419",335,335,"[473, 850, 958, 1162]",0,2.8,4.35,1,86,7.36694e-08
"427",335,335,"[475, 852, 959, 1162]",0,2.9,4.4,1,73,1.95119e-07
"494",399,399,"[92, 639, 839, 1212]",0,2.8,4.4,1,33,1.50128e-05
"592",399,399,"[90, 632, 837, 1201]",0,2.55,4.65,1,60,5.16788e-07
"599",399,399,"[90, 636, 837, 1201]",0,2.6,4.7,1,63,4.71659e-07
"611",399,399,"[90, 636, 839, 1201]",0,2.65,4.65,1,12,0.0112917
"815",981,981,"[242, 417, 700, 914]",0,2.55,5.65,1,8,0.0184063
"820",981,981,"[245, 420, 700, 914]",0,2.65,5.65,1,71,2.51442e-07
"823",981,981,"[245, 421, 700, 914]",0,2.65,5.7,1,74,1.89266e-07
"878",981,981,"[239, 412, 690, 905]",0,2.05,5.7,1,40,3.94681e-06
"938",981,981,"[240, 417, 693, 905]",0,2.25,5.65,1,65,4.43784e-07
"1043",981,981,"[240, 412, 693, 908]",0,2.2,5.65,1,36,6.90776e-06
"1050",981,981,"[240, 415, 693, 908]",0,2.25,5.7,1,21,0.000179401
"1104",981,981,"[240, 420, 697, 908]",0,2.4,5.65,1,46,2.51535e-06
"1185",1718,1718,"[186, 372, 916, 1217]",0,3.2,2.4,1,41,3.82841e-06
"1186",1718,1718,"[188, 372, 916, 1217]",0,3.25,2.4,1,58,6.65964e-07
"1194",1718,1718,"[188, 364, 917, 1218]",0,3.15,2.55,1,3,0.0356727
"1198",1718,1718,"[188, 368, 917, 1218]",0,3.2,2.55,1,97,3.58437e-08
"1205",1718,1718,"[187, 373, 917, 1218]",0,3.2,2.6,1,33,1.50128e-05
"1274",413,413,"[263, 453, 812, 1000]",0,3.95,4.6,1,46,2.51535e-06
"1318",413,413,"[261, 453, 811, 1001]",0,3.85,4.85,1,49,1.89336e-06
"1591",1115,1115,"[297, 436, 1080, 1254]",0,3.8,4.85,1,8,0.0184063
"1646",670,670,"[94, 675, 899, 1088]",0,3.6,5.4,1,40,3.94681e-06
"1689",670,670,"[94, 679, 895, 1087]",0,3.6,5.25,1,61,5.01284e-07
"1699",670,670,"[94, 675, 899, 1087]",0,3.6,5.35,1,36,6.90776e-06
"1772",670,670,"[94, 675, 896, 1091]",0,3.6,5.4,1,94,3.92733e-08
"1786",670,670,"[94, 680, 899, 1091]",0,3.7,5.3,1,13,0.00873617
"1895",670,670,"[94, 679, 898, 1090]",0,3.7,5.15,1,53,1.14013e-06
"1995",1115,1115,"[299, 437, 1077, 1256]",0,3.8,5.1,1,40,3.94681e-06
"1998",1115,1115,"[299, 438, 1077, 1256]",0,3.8,5.15,1,38,5.08609e-06
