"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"29",452,452,"[204, 745, 842, 1067]",0,1.8,3.05,1,22,9.69915e-05
"39",452,452,"[204, 745, 844, 1067]",0,1.85,3,1,90,9.83393e-08
"328",452,452,"[211, 748, 847, 1075]",0,2.15,3.1,1,10,0.0149269
"478",452,452,"[210, 748, 848, 1073]",0,2.1,3.2,1,98,6.35652e-08
"481",452,452,"[211, 748, 849, 1073]",0,2.1,3.3,1,56,1.06724e-06
"513",452,452,"[212, 748, 851, 1077]",0,2.25,3.2,1,65,5.51877e-07
"570",1838,1838,"[115, 161, 468, 667]",0,2.2,4.15,1,58,8.28175e-07
"573",1838,1838,"[115, 161, 468, 671]",0,2.25,4.15,1,53,1.41784e-06
"578",493,493,"[293, 323, 856, 1025]",0,2.35,3.9,1,24,7.00021e-05
"585",921,921,"[285, 718, 802, 990]",0,2.2,4.1,1,85,1.14517e-07
"586",921,921,"[293, 718, 802, 990]",0,2.25,4.05,1,49,1.94188e-06
"587",921,921,"[285, 718, 806, 990]",0,2.25,4.1,1,80,1.61693e-07
"666",921,921,"[279, 717, 801, 984]",0,1.85,4.65,1,71,3.12687e-07
"667",921,921,"[281, 717, 801, 984]",0,1.9,4.6,1,88,1.04516e-07
"672",1838,1838,"[113, 162, 469, 667]",0,2.15,4.3,1,10,0.0149269
"676",1838,1838,"[114, 167, 469, 667]",0,2.2,4.4,1,29,2.74472e-05
"697",921,921,"[282, 720, 804, 986]",0,2.05,4.65,1,8,0.017298
"757",898,898,"[33, 399, 813, 876]",0,2.35,4.7,1,79,1.66694e-07
"903",921,921,"[280, 722, 807, 988]",0,2.2,4.4,1,34,1.28394e-05
"995",898,898,"[33, 396, 813, 875]",0,2.3,4.65,1,98,6.35652e-08
"1017",898,898,"[33, 399, 814, 875]",0,2.35,4.7,1,17,0.0081202
"1295",1915,1915,"[151, 171, 457, 509]",0,2.25,5.5,1,48,2.00193e-06
"1297",1915,1915,"[153, 171, 457, 509]",0,2.25,5.6,1,61,7.55853e-07
"1316",1915,1915,"[153, 171, 458, 509]",0,2.25,5.65,1,11,0.0130268
"1569",181,181,"[264, 491, 606, 1036]",0,2.85,2.15,1,12,0.0126633
"1570",181,181,"[264, 491, 603, 1037]",0,2.8,2.2,1,71,3.12687e-07
"1575",181,181,"[264, 491, 606, 1041]",0,2.9,2.2,1,42,4.61397e-06
"1582",493,493,"[303, 324, 857, 1028]",0,2.55,3.55,1,54,1.3753e-06
"1587",493,493,"[304, 324, 861, 1028]",0,2.6,3.65,1,78,1.71849e-07
"1592",493,493,"[316, 327, 858, 1034]",0,2.75,3.65,1,14,0.0114719
"1607",493,493,"[303, 324, 857, 1031]",0,2.6,3.55,1,75,2.28305e-07
"1621",493,493,"[316, 327, 862, 1031]",0,2.75,3.65,1,88,1.04516e-07
"1629",493,493,"[304, 324, 862, 1029]",0,2.6,3.75,1,69,4.02947e-07
"1782",493,493,"[305, 323, 856, 1026]",0,2.4,3.95,1,48,2.00193e-06
"1871",898,898,"[33, 399, 818, 876]",0,2.4,4.75,1,82,1.52137e-07
"2120",1915,1915,"[155, 175, 461, 516]",0,2.45,5.6,1,97,6.55311e-08
"2136",920,920,"[320, 545, 835, 944]",0,2.65,5.25,1,43,4.15563e-06
"2215",920,920,"[313, 546, 836, 940]",0,2.55,5.45,1,3,0.0271542
"2975",920,920,"[321, 546, 838, 942]",0,2.65,5.45,1,40,6.02985e-06
"3015",1044,1044,"[434, 551, 897, 1102]",0,2.95,6.85,1,7,0.0179558
"3017",1044,1044,"[431, 551, 898, 1102]",0,2.9,6.9,1,69,4.02947e-07
"3029",1471,1471,"[410, 569, 950, 1052]",0,3.2,2.8,1,49,1.94188e-06
"3032",1471,1471,"[410, 576, 950, 1052]",0,3.3,2.8,1,51,1.82711e-06
"3156",1471,1471,"[404, 570, 951, 1053]",0,3.15,3,1,27,4.2027e-05
"3567",1471,1471,"[404, 576, 950, 1052]",0,3.25,2.85,1,99,6.16582e-08
"3747",1481,1481,"[416, 535, 870, 1004]",0,3.25,3.95,1,56,1.06724e-06
"3819",1044,1044,"[433, 552, 903, 1105]",0,3.1,6.65,1,50,1.88362e-06
