"","lambda","gamma","suppSize"
"1",0.0439505,0,0
"2",0.043511,0,1
"3",0.0343743,0,2
"4",0.0334373,0,3
"5",0.0273234,0,4
"6",0.0238572,0,5
"7",0.0180107,0,6
"8",0.0169185,0,8
"9",0.0157011,0,13
"10",0.0153635,0,15
"11",0.0150084,0,16
"12",0.0140497,0,19
"13",0.0136537,0,20
"14",0.0128644,0,21
"15",0.0124686,0,22
"16",0.0115138,0,24
"17",0.00942741,0,25
"18",0.00103423,0,26
"19",0.000883641,0,27
"20",0.000412749,0,27
"21",0.000329896,0,28
"22",0.000224832,0,28
"23",0.000156714,0,29
"24",0.000149837,0,30
"25",0.000146376,0,31
"26",0.00011108,0,31
"27",8.52826e-05,0,31
"28",6.8226e-05,0,32
"29",3.87634e-05,0,32
"30",3.10107e-05,0,33
"31",2.99768e-05,0,33
"32",2.39815e-05,0,34
"33",1.446e-05,0,36
"34",1.40262e-05,0,37
"35",1.19024e-05,0,37
"36",9.52193e-06,0,40
"37",9.23627e-06,0,42
"38",8.95918e-06,0,42
"39",7.16735e-06,0,45
"40",6.95233e-06,0,48
"41",6.74376e-06,0,48
"42",5.39501e-06,0,50
"43",5.23316e-06,0,50
"44",4.18652e-06,0,57
"45",4.06093e-06,0,57
"46",3.24874e-06,0,60
"47",3.15128e-06,0,61
"48",3.05674e-06,0,61
"49",2.96504e-06,0,61
"50",2.37203e-06,0,63
"51",2.30087e-06,0,64
"52",2.23184e-06,0,65
"53",2.16489e-06,0,64
"54",2.09994e-06,0,65
"55",2.03694e-06,0,66
"56",1.97584e-06,0,67
"57",1.91656e-06,0,69
"58",1.85906e-06,0,69
"59",1.48725e-06,0,71
"60",1.44263e-06,0,72
"61",1.39935e-06,0,73
"62",1.35737e-06,0,73
"63",1.0859e-06,0,78
"64",1.05332e-06,0,79
"65",1.02172e-06,0,79
"66",9.91071e-07,0,80
"67",9.61339e-07,0,81
"68",9.32499e-07,0,80
"69",9.04524e-07,0,80
"70",8.77388e-07,0,82
"71",8.51066e-07,0,82
"72",6.80853e-07,0,85
"73",6.60428e-07,0,84
"74",6.40615e-07,0,84
"75",5.12492e-07,0,87
"76",4.97117e-07,0,88
"77",4.82204e-07,0,92
"78",4.67737e-07,0,91
"79",4.53705e-07,0,92
"80",4.40094e-07,0,91
"81",4.26891e-07,0,90
"82",4.14085e-07,0,92
"83",4.01662e-07,0,92
"84",3.2133e-07,0,96
"85",3.1169e-07,0,97
"86",3.02339e-07,0,97
"87",2.41871e-07,0,100
"88",2.34615e-07,0,100
"89",1.87692e-07,0,102
"90",1.82061e-07,0,106
"91",1.76599e-07,0,108
"92",1.71301e-07,0,109
"93",1.66162e-07,0,111
"94",1.61178e-07,0,111
"95",1.56342e-07,0,111
"96",1.25074e-07,0,112
"97",1.21322e-07,0,112
"98",1.17682e-07,0,113
"99",1.14151e-07,0,115
"100",1.10727e-07,0,116
