"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"50",1991,1991,"[587, 859, 1099, 1160]",0,2.5,2.9,1,85,2.18102e-07
"51",1991,1991,"[589, 859, 1099, 1160]",0,2.55,2.85,1,40,5.95125e-06
"60",1991,1991,"[587, 859, 1100, 1160]",0,2.5,2.95,1,89,1.59245e-07
"74",1991,1991,"[587, 859, 1103, 1160]",0,2.55,2.9,1,65,4.86303e-07
"79",1991,1991,"[587, 856, 1104, 1160]",0,2.5,2.95,1,16,0.0117179
"84",1991,1991,"[587, 859, 1104, 1160]",0,2.55,2.95,1,93,1.16271e-07
"192",1767,1767,"[197, 310, 413, 644]",0,2.05,3.6,1,73,3.81137e-07
"216",1767,1767,"[197, 309, 415, 644]",0,2.05,3.65,1,63,6.2668e-07
"218",1767,1767,"[197, 310, 415, 644]",0,2.05,3.7,1,97,8.48938e-08
"224",1767,1767,"[197, 313, 415, 644]",0,2.1,3.7,1,78,3.27295e-07
"225",1767,1767,"[198, 313, 415, 644]",0,2.1,3.75,1,45,3.44544e-06
"464",1767,1767,"[198, 313, 417, 643]",0,2.15,3.6,1,38,7.97142e-06
"697",1767,1767,"[197, 314, 419, 649]",0,2.2,3.8,1,9,0.0161997
"713",1941,1941,"[16, 137, 333, 346]",0,2.7,4.3,1,94,1.12783e-07
"728",1941,1941,"[12, 137, 336, 345]",0,2.65,4.35,1,5,0.0215019
"1166",605,605,"[166, 469, 609, 1198]",0,3.2,2.65,1,10,0.015984
"1425",1676,1676,"[106, 619, 823, 932]",0,3.15,3.35,1,29,4.10169e-05
"1440",1676,1676,"[107, 621, 822, 933]",0,3.1,3.55,1,37,9.19046e-06
"1492",1676,1676,"[107, 621, 822, 930]",0,3.05,3.6,1,35,1.388e-05
"1606",1941,1941,"[16, 138, 338, 346]",0,2.85,4.2,1,63,6.2668e-07
"1659",1941,1941,"[21, 140, 337, 354]",0,3.15,4.05,1,79,3.17477e-07
"1663",1941,1941,"[18, 140, 338, 354]",0,3.1,4.1,1,28,6.52523e-05
"1934",1047,1047,"[350, 877, 942, 1076]",0,3.15,3.95,1,90,1.54468e-07
"1967",1941,1941,"[16, 137, 338, 346]",0,2.8,4.25,1,65,4.86303e-07
"2342",605,605,"[167, 469, 605, 1203]",0,3.2,2.75,1,92,1.19867e-07
"2348",605,605,"[164, 474, 605, 1203]",0,3.2,2.8,1,57,1.10606e-06
"2368",605,605,"[166, 472, 608, 1203]",0,3.3,2.6,1,89,1.59245e-07
"3439",1676,1676,"[106, 628, 823, 932]",0,3.2,3.4,1,72,3.92925e-07
"3445",1676,1676,"[106, 619, 823, 937]",0,3.2,3.4,1,71,4.05077e-07
"3476",1676,1676,"[106, 628, 823, 933]",0,3.2,3.45,1,85,2.18102e-07
"3494",1676,1676,"[107, 621, 822, 938]",0,3.15,3.6,1,66,4.71714e-07
"3542",234,234,"[47, 252, 701, 1015]",0,3.75,3.65,1,33,1.92022e-05
"3549",234,234,"[46, 252, 705, 1015]",0,3.8,3.6,1,51,1.95214e-06
"3554",234,234,"[47, 252, 706, 1015]",0,3.8,3.7,1,34,1.86524e-05
"3577",1676,1676,"[121, 628, 827, 939]",0,3.4,3.7,1,42,4.62933e-06
"3638",1676,1676,"[106, 628, 823, 934]",0,3.2,3.5,1,61,8.07577e-07
"3659",1676,1676,"[113, 628, 827, 934]",0,3.3,3.6,1,2,0.0370477
"4111",1047,1047,"[350, 880, 942, 1075]",0,3.2,3.85,1,14,0.012506
"4495",1047,1047,"[353, 877, 942, 1080]",0,3.25,3.95,1,46,3.34208e-06
"4624",1047,1047,"[354, 878, 954, 1080]",0,3.3,4.1,1,36,1.12854e-05
"4754",2087,2087,"[528, 828, 970, 1112]",0,3.25,4.15,1,63,6.2668e-07
"4911",2087,2087,"[530, 832, 974, 1116]",0,3.5,4.1,1,39,6.53517e-06
"5014",2087,2087,"[528, 829, 971, 1117]",0,3.3,4.3,1,18,0.00955891
"5208",2065,2065,"[617, 669, 964, 1064]",0,3.15,6.15,1,36,1.12854e-05
"5336",2065,2065,"[617, 669, 964, 1068]",0,3.2,6.2,1,6,0.0190993
"5370",1763,1763,"[135, 227, 637, 660]",0,3.65,6.35,1,45,3.44544e-06
"5375",1763,1763,"[135, 227, 638, 660]",0,3.65,6.4,1,60,8.32553e-07
"5568",1709,1709,"[41, 455, 482, 888]",0,3.25,6.45,1,87,2.05212e-07
"5575",1709,1709,"[37, 456, 483, 888]",0,3.2,6.55,1,11,0.0158103
"5578",1709,1709,"[42, 456, 483, 888]",0,3.25,6.6,1,89,1.59245e-07
"5704",1763,1763,"[133, 225, 638, 665]",0,3.6,6.65,1,47,3.24182e-06
"5722",1763,1763,"[136, 225, 640, 665]",0,3.65,6.75,1,16,0.0117179
"5962",2065,2065,"[637, 675, 965, 1068]",0,3.5,6.25,1,26,0.000109325
"5978",1763,1763,"[134, 226, 640, 666]",0,3.6,6.9,1,79,3.17477e-07
"5981",1763,1763,"[129, 224, 641, 666]",0,3.55,7,1,44,3.552e-06
"6258",234,234,"[46, 263, 705, 1016]",0,3.85,3.7,1,19,0.00658503
"6306",1805,1805,"[81, 151, 284, 747]",0,4.1,4.15,1,83,2.8106e-07
"6838",1805,1805,"[80, 149, 285, 745]",0,3.95,4.4,1,79,3.17477e-07
"6853",1805,1805,"[80, 150, 286, 745]",0,3.95,4.5,1,26,0.000109325
"6949",234,234,"[61, 248, 708, 1025]",0,3.85,4.35,1,3,0.0270182
"7257",234,234,"[61, 248, 708, 1018]",0,3.8,4.3,1,39,6.53517e-06
"7358",234,234,"[74, 280, 729, 1031]",0,4.15,5.55,1,30,3.81069e-05
"7413",234,234,"[74, 280, 727, 1029]",0,4.15,5.35,1,33,1.92022e-05
"7510",234,234,"[68, 281, 730, 1032]",0,4.1,5.9,1,21,0.00121896
"7647",1083,1083,"[175, 439, 780, 1181]",0,4.45,2.15,1,86,2.11559e-07
"7664",1083,1083,"[173, 439, 778, 1181]",0,4.35,2.25,1,24,0.000202372
"7703",1083,1083,"[176, 442, 783, 1187]",0,4.65,2.25,1,7,0.0181553
"7711",1805,1805,"[83, 160, 291, 757]",0,4.6,4.2,1,89,1.59245e-07
"7712",1805,1805,"[86, 160, 291, 757]",0,4.65,4.15,1,87,2.05212e-07
"7802",1805,1805,"[83, 160, 294, 757]",0,4.65,4.25,1,39,6.53517e-06
"8019",1805,1805,"[81, 158, 292, 747]",0,4.35,4.25,1,15,0.0123105
"8084",247,247,"[246, 370, 537, 803]",0,4.75,5.6,1,32,2.5278e-05
"8086",247,247,"[246, 371, 537, 803]",0,4.75,5.65,1,97,8.48938e-08
"8101",247,247,"[245, 370, 535, 804]",0,4.7,5.6,1,29,4.10169e-05
