"","lambda","gamma","suppSize"
"1",0.0373477,0,0
"2",0.0369743,0,1
"3",0.0324953,0,2
"4",0.0260039,0,3
"5",0.0253332,0,5
"6",0.0236744,0,6
"7",0.0192446,0,7
"8",0.0169821,0,8
"9",0.0166919,0,10
"10",0.0162832,0,14
"11",0.0160134,0,18
"12",0.0143318,0,20
"13",0.0140753,0,23
"14",0.0126981,0,24
"15",0.0109159,0,25
"16",0.00141223,0,26
"17",7.14114e-05,0,29
"18",4.91395e-05,0,30
"19",4.4048e-05,0,31
"20",3.62962e-05,0,31
"21",2.9037e-05,0,33
"22",2.73778e-05,0,33
"23",2.19022e-05,0,35
"24",2.11318e-05,0,36
"25",1.89938e-05,0,36
"26",1.5195e-05,0,39
"27",1.43133e-05,0,40
"28",1.20067e-05,0,42
"29",1.16603e-05,0,42
"30",9.32825e-06,0,45
"31",9.09613e-06,0,46
"32",8.95562e-06,0,47
"33",8.68695e-06,0,47
"34",6.94956e-06,0,49
"35",6.74107e-06,0,49
"36",5.39286e-06,0,50
"37",5.23107e-06,0,50
"38",4.18486e-06,0,50
"39",3.34789e-06,0,54
"40",3.24745e-06,0,55
"41",3.15003e-06,0,55
"42",2.52002e-06,0,55
"43",2.01602e-06,0,63
"44",1.95554e-06,0,63
"45",1.56443e-06,0,68
"46",1.5175e-06,0,69
"47",1.47197e-06,0,70
"48",1.42781e-06,0,70
"49",1.38498e-06,0,71
"50",1.34343e-06,0,71
"51",1.07474e-06,0,73
"52",1.0425e-06,0,74
"53",1.01123e-06,0,73
"54",9.80889e-07,0,75
"55",9.51462e-07,0,75
"56",7.6117e-07,0,77
"57",7.38334e-07,0,79
"58",7.16184e-07,0,80
"59",6.94699e-07,0,80
"60",5.55759e-07,0,81
"61",5.39086e-07,0,82
"62",5.22914e-07,0,82
"63",4.18331e-07,0,85
"64",4.05781e-07,0,88
"65",3.93608e-07,0,90
"66",3.81799e-07,0,90
"67",3.0544e-07,0,92
"68",2.96276e-07,0,92
"69",2.87388e-07,0,92
"70",2.2991e-07,0,94
"71",2.23013e-07,0,96
"72",2.16323e-07,0,95
"73",2.09833e-07,0,96
"74",2.03538e-07,0,96
"75",1.6283e-07,0,100
"76",1.57946e-07,0,100
"77",1.26356e-07,0,106
"78",1.22566e-07,0,108
"79",1.18889e-07,0,112
"80",1.15322e-07,0,113
"81",1.11862e-07,0,114
"82",1.08507e-07,0,115
"83",1.05251e-07,0,115
"84",8.42011e-08,0,117
"85",8.16751e-08,0,121
"86",7.92248e-08,0,124
"87",7.68481e-08,0,123
"88",7.45426e-08,0,125
"89",7.23063e-08,0,126
"90",7.01372e-08,0,126
"91",6.8033e-08,0,125
"92",6.59921e-08,0,125
"93",5.27936e-08,0,128
"94",5.12098e-08,0,127
"95",4.96735e-08,0,128
"96",4.81833e-08,0,128
"97",4.67378e-08,0,128
"98",3.73903e-08,0,132
"99",3.62686e-08,0,133
"100",3.51805e-08,0,134
