"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"1",411,411,"[14, 498, 682, 789]",0,2.1,2.8,1,70,5.87444e-07
"3",411,411,"[18, 498, 684, 789]",0,2.2,2.9,1,3,0.0249976
"279",1783,1783,"[54, 296, 1076, 1084]",0,2.05,5.45,1,74,4.28916e-07
"324",1783,1783,"[56, 299, 1076, 1087]",0,2.2,5.45,1,31,2.17488e-05
"338",1783,1783,"[56, 299, 1077, 1087]",0,2.2,5.5,1,72,4.55857e-07
"526",1783,1783,"[55, 297, 1074, 1085]",0,2,5.7,1,73,4.42181e-07
"804",577,577,"[270, 921, 1068, 1161]",0,2.1,7.15,1,62,1.24306e-06
"876",577,577,"[269, 919, 1066, 1155]",0,2.05,6.8,1,9,0.0146442
"976",577,577,"[267, 917, 1064, 1156]",0,1.9,7,1,93,1.11252e-07
"1026",577,577,"[267, 917, 1068, 1156]",0,1.95,7.05,1,87,1.3356e-07
"1150",577,577,"[268, 919, 1070, 1159]",0,2.15,6.75,1,76,3.32839e-07
"1163",577,577,"[269, 923, 1070, 1159]",0,2.2,6.8,1,92,1.14693e-07
"1255",577,577,"[269, 923, 1070, 1160]",0,2.2,6.85,1,76,3.32839e-07
"1362",1807,1807,"[23, 364, 483, 667]",0,2.8,2.55,1,65,1.00571e-06
"1727",1807,1807,"[19, 359, 475, 660]",0,2.4,2.4,1,97,8.12294e-08
"1740",1807,1807,"[19, 359, 477, 660]",0,2.45,2.35,1,96,8.37416e-08
"2060",1807,1807,"[19, 359, 478, 665]",0,2.5,2.45,1,10,0.0137716
"2218",1807,1807,"[23, 364, 483, 665]",0,2.75,2.6,1,70,5.87444e-07
"2481",944,944,"[10, 465, 652, 1180]",0,2.85,5.1,1,85,1.4195e-07
"2710",1783,1783,"[63, 307, 1080, 1090]",0,2.55,5.55,1,29,3.29763e-05
"2910",944,944,"[7, 465, 649, 1177]",0,2.7,5.25,1,54,2.82725e-06
"3345",944,944,"[7, 465, 654, 1180]",0,2.8,5.25,1,73,4.42181e-07
"3355",944,944,"[11, 466, 654, 1180]",0,2.85,5.3,1,84,1.4634e-07
"3367",944,944,"[5, 470, 654, 1180]",0,2.8,5.35,1,9,0.0146442
"3484",944,944,"[7, 465, 650, 1181]",0,2.75,5.3,1,83,1.50866e-07
"3607",944,944,"[11, 470, 654, 1181]",0,2.9,5.35,1,87,1.3356e-07
"4010",1783,1783,"[61, 305, 1078, 1088]",0,2.35,5.75,1,10,0.0137716
"4017",1783,1783,"[60, 304, 1077, 1091]",0,2.4,5.6,1,97,8.12294e-08
"4264",261,261,"[229, 484, 1037, 1163]",0,2.7,6.65,1,70,5.87444e-07
"4324",261,261,"[229, 484, 1037, 1164]",0,2.7,6.7,1,76,3.32839e-07
"4625",261,261,"[229, 484, 1037, 1171]",0,2.8,6.7,1,12,0.01047
"4705",369,369,"[221, 412, 531, 1198]",0,2.8,6.65,1,37,1.43593e-05
"4709",369,369,"[221, 413, 531, 1198]",0,2.8,6.7,1,31,2.17488e-05
"4710",369,369,"[223, 413, 531, 1198]",0,2.85,6.65,1,95,8.63316e-08
"4763",369,369,"[224, 404, 533, 1199]",0,2.85,6.75,1,20,0.000140153
"4856",1582,1582,"[416, 527, 733, 898]",0,3.05,5.05,1,56,2.19394e-06
"4859",1582,1582,"[416, 528, 733, 898]",0,3.05,5.1,1,64,1.1696e-06
"4867",1582,1582,"[416, 528, 734, 898]",0,3.05,5.15,1,8,0.0160831
"5044",369,369,"[226, 439, 534, 1203]",0,3.25,6.45,1,14,0.00840135
"5077",261,261,"[234, 490, 1039, 1170]",0,3.05,6.55,1,92,1.14693e-07
"5113",369,369,"[225, 421, 532, 1200]",0,3.05,6.35,1,33,2.05434e-05
"5174",369,369,"[227, 423, 534, 1204]",0,3.15,6.6,1,76,3.32839e-07
"5193",261,261,"[234, 494, 1039, 1170]",0,3.1,6.6,1,58,1.7025e-06
"5207",261,261,"[234, 494, 1046, 1170]",0,3.2,6.6,1,24,6.79225e-05
"5244",261,261,"[234, 494, 1039, 1174]",0,3.15,6.65,1,86,1.37691e-07
"5323",1217,1217,"[321, 757, 828, 1094]",0,3.6,2.95,1,36,1.48034e-05
"5326",1217,1217,"[321, 744, 828, 1099]",0,3.6,3.05,1,42,8.3874e-06
"5334",1217,1217,"[321, 744, 829, 1099]",0,3.6,3.1,1,45,6.31336e-06
"5351",1217,1217,"[322, 744, 828, 1100]",0,3.6,3.15,1,44,6.50862e-06
"5359",1217,1217,"[322, 744, 829, 1100]",0,3.6,3.2,1,60,1.60188e-06
"5399",1217,1217,"[329, 744, 829, 1100]",0,3.65,3.25,1,4,0.0245152
"5477",666,666,"[32, 776, 932, 967]",0,3.8,3.6,1,13,0.00860566
"5778",151,151,"[95, 192, 333, 909]",0,3.8,4.25,1,22,0.000110313
"5844",151,151,"[95, 192, 345, 909]",0,3.9,4.3,1,84,1.4634e-07
"5847",151,151,"[95, 193, 345, 909]",0,3.9,4.35,1,87,1.3356e-07
"6259",151,151,"[79, 191, 341, 907]",0,3.65,4.85,1,76,3.32839e-07
"6267",151,151,"[79, 195, 341, 907]",0,3.7,4.85,1,88,1.29554e-07
"6279",151,151,"[85, 195, 347, 907]",0,3.8,4.75,1,11,0.0128578
"6322",151,151,"[79, 191, 341, 911]",0,3.7,4.85,1,49,3.99196e-06
"6334",151,151,"[79, 195, 341, 911]",0,3.75,4.85,1,59,1.65142e-06
"6376",151,151,"[99, 195, 347, 911]",0,3.9,4.85,1,47,5.1252e-06
"6877",1856,1856,"[72, 160, 444, 711]",0,3.6,5.4,1,68,7.57016e-07
"6968",1856,1856,"[72, 160, 427, 708]",0,3.4,5.5,1,63,1.20577e-06
"6969",1856,1856,"[73, 160, 427, 708]",0,3.4,5.55,1,96,8.37416e-08
"7113",1856,1856,"[73, 163, 445, 712]",0,3.65,5.55,1,56,2.19394e-06
"7131",1856,1856,"[78, 167, 447, 712]",0,3.9,5.5,1,22,0.000110313
"7141",1856,1856,"[72, 160, 426, 707]",0,3.4,5.4,1,93,1.11252e-07
"7143",1856,1856,"[74, 160, 426, 707]",0,3.45,5.4,1,2,0.0336806
"7270",1856,1856,"[72, 160, 444, 707]",0,3.55,5.4,1,98,7.87925e-08
"7366",601,601,"[100, 199, 769, 1142]",0,3.75,5.25,1,33,2.05434e-05
"7457",601,601,"[80, 199, 769, 1143]",0,3.65,5.3,1,60,1.60188e-06
"7556",601,601,"[100, 199, 769, 1146]",0,3.8,5.25,1,73,4.42181e-07
"7681",601,601,"[82, 199, 769, 1147]",0,3.7,5.4,1,15,0.00822594
"7719",601,601,"[101, 200, 770, 1147]",0,3.8,5.45,1,45,6.31336e-06
"7829",601,601,"[82, 201, 770, 1143]",0,3.65,5.6,1,99,7.64287e-08
"7893",1638,1638,"[129, 690, 867, 1120]",0,3.9,6.5,1,80,2.43018e-07
"7953",1638,1638,"[124, 686, 862, 1096]",0,3.5,7.05,1,18,0.000327604
"8034",1638,1638,"[127, 691, 861, 1095]",0,3.65,6.8,1,96,8.37416e-08
"8204",1638,1638,"[127, 691, 861, 1110]",0,3.7,6.8,1,39,1.11428e-05
"8347",666,666,"[35, 781, 933, 971]",0,4.1,3.45,1,31,2.17488e-05
"8524",666,666,"[35, 782, 934, 972]",0,4.1,3.6,1,34,1.90765e-05
"8527",666,666,"[36, 783, 934, 972]",0,4.1,3.7,1,25,5.48351e-05
"8680",267,267,"[242, 561, 873, 1009]",0,4.4,5.15,1,66,9.75536e-07
"8803",267,267,"[242, 554, 877, 1010]",0,4.35,5.25,1,17,0.000468022
"8809",267,267,"[242, 561, 877, 1010]",0,4.45,5.25,1,86,1.37691e-07
"8830",267,267,"[245, 560, 874, 1011]",0,4.4,5.4,1,77,3.22853e-07
"8902",602,602,"[120, 216, 550, 1057]",0,4.25,6.55,1,70,5.87444e-07
"8905",602,602,"[114, 217, 550, 1057]",0,4.2,6.55,1,98,7.87925e-08
"8920",602,602,"[115, 216, 548, 1055]",0,4.1,6.55,1,1,0.0345422
"8928",602,602,"[114, 216, 550, 1055]",0,4.15,6.5,1,78,3.13168e-07
"8997",602,602,"[121, 217, 550, 1057]",0,4.25,6.65,1,85,1.4195e-07
"9008",602,602,"[121, 217, 551, 1057]",0,4.25,6.7,1,97,8.12294e-08
"9042",602,602,"[121, 218, 550, 1058]",0,4.25,6.75,1,32,2.11787e-05
"9053",602,602,"[121, 218, 551, 1058]",0,4.25,6.8,1,27,4.24953e-05
"9084",602,602,"[114, 217, 551, 1055]",0,4.15,6.6,1,95,8.63316e-08
"9103",1638,1638,"[134, 694, 871, 1120]",0,4.05,6.6,1,46,5.28371e-06
"9104",1638,1638,"[134, 695, 871, 1120]",0,4.05,6.65,1,1,0.0345422
"9119",267,267,"[245, 562, 881, 1014]",0,4.6,5.3,1,1,0.0345422
"9211",1932,1932,"[152, 286, 451, 583]",0,4.7,5.95,1,91,1.1824e-07
"9212",1932,1932,"[148, 286, 455, 583]",0,4.7,5.95,1,6,0.0184538
"9497",1932,1932,"[155, 289, 458, 589]",0,4.8,6.5,1,23,0.000103355
"9751",119,119,"[50, 399, 978, 1135]",0,5.35,3.1,1,70,5.87444e-07
"9796",119,119,"[52, 399, 980, 1133]",0,5.4,3.2,1,4,0.0245152
"9804",119,119,"[46, 397, 978, 1134]",0,5.15,3.2,1,90,1.21897e-07
"9807",119,119,"[46, 397, 979, 1134]",0,5.15,3.25,1,33,2.05434e-05
"9810",119,119,"[50, 399, 978, 1137]",0,5.35,3.2,1,72,4.55857e-07
"9939",168,168,"[308, 600, 853, 1024]",0,5.45,3.65,1,58,1.7025e-06
"10299",1864,1864,"[25, 182, 960, 1190]",0,5.95,3.55,1,39,1.11428e-05
"10319",168,168,"[313, 610, 857, 1033]",0,5.75,4.1,1,78,3.13168e-07
"10485",168,168,"[313, 604, 857, 1028]",0,5.65,4,1,8,0.0160831
"10651",1864,1864,"[26, 182, 961, 1191]",0,6.1,3.4,1,41,8.6468e-06
"10658",1864,1864,"[27, 186, 961, 1191]",0,6.15,3.45,1,95,8.63316e-08
"10808",1864,1864,"[27, 184, 961, 1192]",0,6.1,3.6,1,16,0.000822
"10817",1864,1864,"[27, 186, 962, 1193]",0,6.15,3.6,1,7,0.0162933
"10882",266,266,"[247, 638, 670, 1000]",0,6.4,4.7,1,39,1.11428e-05
"10978",499,499,"[274, 348, 630, 825]",0,6.7,4.85,1,80,2.43018e-07
"10979",499,499,"[275, 348, 630, 825]",0,6.7,4.9,1,5,0.0206806
"11017",499,499,"[277, 351, 633, 826]",0,6.95,4.75,1,74,4.28916e-07
