"","lambda","gamma","suppSize"
"1",0.0511582,0,1
"2",0.03923,0,2
"3",0.0355993,0,3
"4",0.0340202,0,4
"5",0.0267559,0,5
"6",0.0245871,0,6
"7",0.0199488,0,8
"8",0.016452,0,9
"9",0.0153135,0,11
"10",0.0139006,0,14
"11",0.0132048,0,16
"12",0.0123161,0,19
"13",0.0108994,0,20
"14",0.0105897,0,21
"15",0.00974805,0,22
"16",0.009499,0,24
"17",0.00650524,0,25
"18",0.00017481,0,26
"19",0.000164964,0,29
"20",9.39092e-05,0,30
"21",8.70505e-05,0,31
"22",7.56954e-05,0,32
"23",7.24388e-05,0,34
"24",5.67368e-05,0,36
"25",5.37463e-05,0,37
"26",4.14537e-05,0,37
"27",2.68326e-05,0,38
"28",2.31493e-05,0,40
"29",2.24548e-05,0,40
"30",1.79638e-05,0,41
"31",1.74249e-05,0,40
"32",1.27715e-05,0,40
"33",1.02172e-05,0,42
"34",9.91069e-06,0,44
"35",9.61337e-06,0,44
"36",7.69069e-06,0,46
"37",7.45997e-06,0,46
"38",5.96798e-06,0,51
"39",5.78894e-06,0,51
"40",5.61527e-06,0,51
"41",4.49222e-06,0,54
"42",4.35745e-06,0,55
"43",4.22673e-06,0,55
"44",3.38138e-06,0,55
"45",2.70511e-06,0,58
"46",2.62395e-06,0,59
"47",2.54523e-06,0,59
"48",2.03619e-06,0,66
"49",1.9751e-06,0,66
"50",1.58008e-06,0,69
"51",1.53268e-06,0,70
"52",1.4867e-06,0,71
"53",1.4421e-06,0,72
"54",1.39883e-06,0,72
"55",1.11907e-06,0,74
"56",1.0855e-06,0,75
"57",1.05293e-06,0,75
"58",8.42344e-07,0,79
"59",8.17074e-07,0,81
"60",7.92562e-07,0,82
"61",7.68785e-07,0,82
"62",6.15028e-07,0,83
"63",5.96577e-07,0,83
"64",4.77262e-07,0,88
"65",4.62944e-07,0,88
"66",4.49056e-07,0,89
"67",4.35584e-07,0,91
"68",4.22516e-07,0,91
"69",3.38013e-07,0,93
"70",3.27873e-07,0,96
"71",3.18037e-07,0,99
"72",3.08495e-07,0,97
"73",2.99241e-07,0,98
"74",2.90263e-07,0,99
"75",2.81555e-07,0,102
"76",2.73109e-07,0,103
"77",2.64916e-07,0,103
"78",2.11932e-07,0,104
"79",2.05574e-07,0,104
"80",1.6446e-07,0,107
"81",1.59526e-07,0,110
"82",1.5474e-07,0,110
"83",1.50098e-07,0,111
"84",1.45595e-07,0,113
"85",1.41227e-07,0,115
"86",1.3699e-07,0,114
"87",1.3288e-07,0,114
"88",1.06304e-07,0,117
"89",1.03115e-07,0,119
"90",1.00022e-07,0,121
"91",9.70212e-08,0,122
"92",9.41105e-08,0,123
"93",9.12872e-08,0,125
"94",8.85486e-08,0,126
"95",8.58921e-08,0,128
"96",8.33154e-08,0,129
"97",8.08159e-08,0,130
"98",7.83914e-08,0,132
"99",7.60397e-08,0,132
"100",6.08317e-08,0,134
