"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"17",1350,1350,"[79, 419, 464, 861]",0,1.9,2.8,1,26,6.98552e-05
"128",1350,1350,"[79, 419, 464, 865]",0,1.95,2.75,1,69,7.41819e-07
"132",1350,1350,"[78, 427, 466, 865]",0,2.05,2.5,1,5,0.0274989
"197",1350,1350,"[79, 419, 464, 867]",0,1.95,2.85,1,58,2.24149e-06
"904",383,383,"[40, 203, 554, 747]",0,2.55,2.75,1,64,1.53987e-06
"930",383,383,"[38, 203, 556, 747]",0,2.5,2.9,1,67,9.55953e-07
"1126",383,383,"[38, 201, 551, 745]",0,2.35,2.95,1,11,0.0142846
"1540",413,413,"[166, 341, 655, 880]",0,2.25,3.4,1,77,3.95465e-07
"1576",413,413,"[173, 344, 657, 880]",0,2.5,3.4,1,67,9.55953e-07
"1666",413,413,"[165, 340, 655, 868]",0,2.15,3.25,1,28,4.86896e-05
"1750",413,413,"[165, 340, 655, 873]",0,2.2,3.25,1,67,9.55953e-07
"1804",1562,1562,"[301, 434, 824, 947]",0,2.2,3.95,1,90,1.49312e-07
"1806",1562,1562,"[305, 434, 824, 947]",0,2.25,4,1,96,1.02576e-07
"1884",413,413,"[166, 341, 656, 873]",0,2.2,3.4,1,97,9.94984e-08
"2031",413,413,"[166, 341, 656, 880]",0,2.25,3.45,1,79,3.06881e-07
"2076",413,413,"[171, 344, 658, 880]",0,2.45,3.5,1,10,0.0159162
"2235",1562,1562,"[305, 435, 820, 947]",0,2.2,4.05,1,85,2.10823e-07
"2240",1562,1562,"[305, 435, 824, 947]",0,2.25,4.05,1,13,0.0122423
"2429",1207,1207,"[142, 259, 482, 706]",0,2.45,5.45,1,49,5.25576e-06
"2567",1207,1207,"[145, 262, 494, 712]",0,2.7,5.55,1,82,2.80082e-07
"2569",1207,1207,"[149, 262, 494, 712]",0,2.75,5.55,1,46,6.98236e-06
"2798",1207,1207,"[146, 259, 494, 701]",0,2.55,5.65,1,87,1.98364e-07
"2993",1207,1207,"[144, 263, 494, 706]",0,2.65,5.55,1,8,0.0179613
"3023",1207,1207,"[150, 265, 495, 712]",0,2.8,5.65,1,44,8.99789e-06
"3059",1701,1701,"[210, 399, 597, 724]",0,3.1,6.45,1,14,0.0116937
"3244",903,903,"[58, 110, 314, 1046]",0,3.3,3.9,1,21,0.000372825
"3312",903,903,"[67, 110, 315, 1048]",0,3.45,4,1,3,0.033756
"3338",903,903,"[67, 116, 316, 1049]",0,3.65,4,1,75,5.0962e-07
"3342",903,903,"[58, 109, 315, 1047]",0,3.25,4.05,1,75,5.0962e-07
"3343",903,903,"[59, 109, 315, 1047]",0,3.25,4.1,1,83,2.7168e-07
"3611",1701,1701,"[208, 401, 595, 725]",0,3.2,6.05,1,55,2.97785e-06
"3617",1701,1701,"[208, 402, 596, 725]",0,3.2,6.15,1,56,2.88851e-06
"3635",1701,1701,"[208, 402, 598, 725]",0,3.25,6.1,1,47,6.77289e-06
"3802",1701,1701,"[214, 402, 596, 726]",0,3.25,6.25,1,93,1.1239e-07
"3932",1701,1701,"[210, 403, 597, 727]",0,3.2,6.45,1,83,2.7168e-07
