"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"30",1520,1520,"[104, 415, 840, 1033]",0,2.65,2.6,1,75,4.97117e-07
"37",1520,1520,"[99, 409, 837, 1028]",0,2.4,2.4,1,39,6.95233e-06
"60",1520,1520,"[104, 411, 840, 1028]",0,2.55,2.55,1,43,4.18652e-06
"381",1520,1520,"[103, 416, 841, 1030]",0,2.75,2.15,1,62,1.0859e-06
"666",1520,1520,"[104, 415, 843, 1032]",0,2.7,2.55,1,8,0.0157011
"1241",367,367,"[182, 375, 468, 1171]",0,2.6,3.15,1,62,1.0859e-06
"1387",367,367,"[182, 375, 469, 1171]",0,2.6,3.2,1,62,1.0859e-06
"1412",367,367,"[177, 380, 472, 1171]",0,2.65,3.15,1,8,0.0157011
"2167",410,410,"[49, 631, 780, 897]",0,2.5,5.25,1,49,2.37203e-06
"2237",410,410,"[46, 628, 777, 891]",0,2.3,5.45,1,89,1.82061e-07
"2389",410,410,"[49, 631, 782, 891]",0,2.45,5.4,1,77,4.67737e-07
"2419",410,410,"[54, 629, 783, 891]",0,2.45,5.65,1,50,2.30087e-06
"2513",423,423,"[348, 435, 743, 1071]",0,2.2,5.4,1,83,3.2133e-07
"2698",410,410,"[51, 631, 780, 892]",0,2.45,5.45,1,11,0.0140497
"2806",410,410,"[54, 635, 782, 892]",0,2.55,5.6,1,74,5.12492e-07
"3186",423,423,"[343, 433, 745, 1073]",0,2.25,5.25,1,12,0.0136537
"3200",423,423,"[347, 437, 745, 1073]",0,2.35,5.25,1,86,2.41871e-07
"3212",423,423,"[348, 439, 745, 1073]",0,2.35,5.4,1,45,3.24874e-06
"3438",77,77,"[4, 425, 765, 918]",0,3.25,3.55,1,20,0.000329896
"3472",77,77,"[8, 424, 766, 918]",0,3.3,3.6,1,86,2.41871e-07
"3482",77,77,"[6, 426, 766, 918]",0,3.25,3.75,1,39,6.95233e-06
"3493",77,77,"[8, 430, 766, 918]",0,3.35,3.7,1,99,1.10727e-07
"3735",77,77,"[7, 427, 761, 913]",0,3.15,4.05,1,5,0.0238572
"3841",77,77,"[10, 430, 766, 918]",0,3.35,3.8,1,43,4.18652e-06
"4132",1645,1645,"[111, 458, 882, 1190]",0,3.1,6.15,1,71,6.80853e-07
"4158",1645,1645,"[111, 458, 886, 1190]",0,3.15,6.15,1,96,1.21322e-07
"4160",1645,1645,"[111, 460, 886, 1190]",0,3.2,6.1,1,14,0.0124686
"4587",1187,1187,"[188, 477, 701, 1018]",0,3.6,4.7,1,38,7.16735e-06
"4589",1187,1187,"[188, 482, 701, 1018]",0,3.65,4.75,1,63,1.05332e-06
"4728",1187,1187,"[191, 481, 698, 1017]",0,3.65,4.6,1,98,1.14151e-07
"4777",1187,1187,"[191, 482, 701, 1022]",0,3.75,4.75,1,74,5.12492e-07
"4920",1187,1187,"[194, 482, 701, 1021]",0,3.8,4.7,1,81,4.14085e-07
"4939",1187,1187,"[191, 482, 703, 1021]",0,3.8,4.65,1,8,0.0157011
"5459",1310,1310,"[260, 649, 957, 1126]",0,3.35,5.45,1,35,9.52193e-06
"5482",1310,1310,"[264, 649, 960, 1126]",0,3.45,5.45,1,86,2.41871e-07
"5529",1310,1310,"[260, 650, 962, 1126]",0,3.45,5.45,1,32,1.446e-05
"5537",1310,1310,"[262, 648, 963, 1126]",0,3.5,5.3,1,15,0.0115138
"5540",1310,1310,"[262, 650, 963, 1126]",0,3.55,5.3,1,74,5.12492e-07
"5618",46,46,"[13, 122, 564, 1129]",0,4.05,2.65,1,27,6.8226e-05
"5649",46,46,"[16, 129, 567, 1130]",0,4.3,2.45,1,39,6.95233e-06
"5965",977,977,"[214, 275, 492, 734]",0,4.5,2.4,1,9,0.0153635
"5968",977,977,"[215, 276, 493, 735]",0,4.5,2.6,1,97,1.17682e-07
"5991",977,977,"[213, 281, 492, 740]",0,4.65,2.2,1,41,5.39501e-06
"6329",56,56,"[131, 384, 606, 1140]",0,4.7,2.8,1,2,0.0343743
"6412",977,977,"[225, 283, 489, 739]",0,4.6,2.6,1,38,7.16735e-06
"6550",46,46,"[18, 129, 568, 1131]",0,4.35,2.55,1,16,0.00942741
"6592",498,498,"[318, 385, 607, 809]",0,4.75,3.05,1,16,0.00942741
"6619",498,498,"[316, 384, 605, 811]",0,4.8,2.75,1,45,3.24874e-06
"7009",2000,2000,"[803, 851, 971, 1110]",0,4.85,3.1,1,43,4.18652e-06
"7104",2000,2000,"[799, 852, 972, 1107]",0,4.75,3.2,1,7,0.0169185
"7125",2000,2000,"[804, 851, 971, 1111]",0,4.85,3.2,1,46,3.15128e-06
"7172",2000,2000,"[802, 852, 973, 1111]",0,4.8,3.45,1,91,1.71301e-07
"7311",97,97,"[229, 600, 814, 977]",0,4.8,3.75,1,90,1.76599e-07
"7315",97,97,"[210, 596, 815, 977]",0,4.65,3.85,1,35,9.52193e-06
"7424",97,97,"[211, 597, 816, 978]",0,4.65,4.05,1,43,4.18652e-06
"7427",97,97,"[231, 597, 816, 978]",0,4.75,4.05,1,3,0.0334373
"7454",97,97,"[221, 597, 817, 978]",0,4.7,4.1,1,69,8.77388e-07
"7600",97,97,"[233, 603, 829, 980]",0,4.95,4.3,1,36,9.23627e-06
"7724",631,631,"[89, 288, 497, 853]",0,4.85,5.4,1,90,1.76599e-07
"7874",846,846,"[243, 306, 588, 1050]",0,4.9,5.4,1,95,1.25074e-07
"7878",846,846,"[244, 307, 589, 1050]",0,4.9,5.55,1,89,1.82061e-07
"8166",1260,1260,"[248, 392, 446, 924]",0,5.35,3.05,1,32,1.446e-05
"8409",498,498,"[320, 387, 611, 833]",0,5.1,2.8,1,36,9.23627e-06
"8550",1260,1260,"[249, 394, 445, 926]",0,5.3,3.4,1,88,1.87692e-07
"8619",498,498,"[322, 389, 613, 835]",0,5.1,3.2,1,17,0.00103423
"8675",1638,1638,"[149, 673, 768, 1062]",0,5.1,5.05,1,33,1.40262e-05
"8748",1638,1638,"[150, 668, 768, 1066]",0,5.1,5.1,1,13,0.0128644
"8752",1638,1638,"[150, 673, 768, 1066]",0,5.15,5.1,1,81,4.14085e-07
"8817",631,631,"[93, 304, 497, 863]",0,5.1,5.45,1,88,1.87692e-07
"8830",631,631,"[94, 301, 498, 863]",0,5.05,5.65,1,4,0.0273234
"8970",631,631,"[96, 304, 500, 868]",0,5.25,5.5,1,43,4.18652e-06
"8980",846,846,"[244, 309, 591, 1053]",0,5.05,5.45,1,10,0.0150084
"9003",1638,1638,"[150, 674, 769, 1063]",0,5.1,5.25,1,35,9.52193e-06
"9431",1260,1260,"[252, 393, 450, 928]",0,5.5,3.2,1,92,1.66162e-07
"9531",1260,1260,"[255, 396, 449, 929]",0,5.6,3.2,1,11,0.0140497
"9575",1260,1260,"[252, 393, 450, 925]",0,5.45,3.25,1,83,3.2133e-07
"9767",457,457,"[166, 510, 680, 1216]",0,5.85,4.05,1,78,4.53705e-07
"9769",457,457,"[170, 510, 680, 1216]",0,5.9,4.05,1,89,1.82061e-07
"9785",457,457,"[166, 510, 681, 1216]",0,5.85,4.1,1,71,6.80853e-07
"9787",457,457,"[170, 510, 681, 1216]",0,5.9,4.1,1,54,2.03694e-06
"9841",457,457,"[166, 510, 681, 1217]",0,5.85,4.15,1,91,1.71301e-07
"9881",457,457,"[167, 520, 681, 1217]",0,5.9,4.3,1,1,0.043511
"9884",457,457,"[166, 511, 682, 1217]",0,5.85,4.25,1,56,1.91656e-06
"9886",457,457,"[170, 511, 682, 1217]",0,5.9,4.25,1,58,1.48725e-06
"9936",457,457,"[167, 504, 682, 1215]",0,5.75,4.3,1,23,0.000149837
"9990",1038,1038,"[363, 873, 944, 1039]",0,5.85,5.1,1,22,0.000156714
"10080",1038,1038,"[365, 876, 944, 1041]",0,5.9,5.4,1,64,1.02172e-06
"10100",708,708,"[304, 500, 773, 1038]",0,5.35,5.4,1,31,2.39815e-05
"10110",1038,1038,"[365, 873, 945, 1040]",0,5.85,5.3,1,91,1.71301e-07
"10413",12,12,"[65, 203, 686, 1157]",0,6.1,2.1,1,43,4.18652e-06
"10893",12,12,"[70, 207, 692, 1158]",0,6.25,2.3,1,7,0.0169185
"11027",12,12,"[69, 206, 691, 1159]",0,6.3,2.1,1,55,1.97584e-06
"11107",12,12,"[70, 206, 695, 1159]",0,6.35,2.2,1,76,4.82204e-07
"11415",1038,1038,"[371, 878, 952, 1048]",0,6.3,5.4,1,83,3.2133e-07
"11445",1038,1038,"[370, 877, 949, 1045]",0,6.15,5.4,1,11,0.0140497
"11961",135,135,"[338, 619, 723, 1009]",0,6.25,6.15,1,38,7.16735e-06
"11972",135,135,"[336, 617, 724, 1009]",0,6.3,5.85,1,60,1.39935e-06
"12024",135,135,"[336, 617, 721, 1012]",0,6.3,5.85,1,59,1.44263e-06
