"","lambda","gamma","suppSize"
"1",0.0421377,0,0
"2",0.0417163,0,1
"3",0.0333124,0,2
"4",0.0322926,0,3
"5",0.0264537,0,4
"6",0.0247998,0,5
"7",0.0206639,0,7
"8",0.0192755,0,8
"9",0.0173423,0,10
"10",0.0166813,0,11
"11",0.01578,0,12
"12",0.0153427,0,14
"13",0.0144978,0,15
"14",0.0140665,0,19
"15",0.0116393,0,21
"16",0.0112862,0,22
"17",0.0106549,0,23
"18",0.00827602,0,24
"19",0.00698678,0,25
"20",0.00248612,0,25
"21",0.0019889,0,26
"22",0.0019075,0,27
"23",0.00097423,0,27
"24",0.000779384,0,28
"25",0.000513013,0,29
"26",0.000406913,0,30
"27",0.00039956,0,31
"28",0.000158322,0,31
"29",0.000126657,0,32
"30",9.67227e-05,0,33
"31",8.7102e-05,0,34
"32",6.61247e-05,0,34
"33",5.28997e-05,0,37
"34",4.34857e-05,0,38
"35",3.23791e-05,0,38
"36",2.59032e-05,0,42
"37",2.17689e-05,0,42
"38",1.74151e-05,0,43
"39",1.68926e-05,0,43
"40",1.35141e-05,0,48
"41",1.31087e-05,0,48
"42",1.0487e-05,0,49
"43",1.01723e-05,0,51
"44",9.20228e-06,0,52
"45",8.4413e-06,0,52
"46",6.75304e-06,0,53
"47",6.55045e-06,0,54
"48",6.04053e-06,0,57
"49",5.85932e-06,0,56
"50",5.08641e-06,0,56
"51",4.06913e-06,0,62
"52",3.94705e-06,0,62
"53",3.15764e-06,0,63
"54",3.06291e-06,0,63
"55",2.45033e-06,0,65
"56",2.37682e-06,0,66
"57",2.30552e-06,0,66
"58",1.84441e-06,0,67
"59",1.78908e-06,0,69
"60",1.73541e-06,0,71
"61",1.68335e-06,0,71
"62",1.34668e-06,0,73
"63",1.30628e-06,0,73
"64",1.04502e-06,0,75
"65",1.01367e-06,0,77
"66",9.8326e-07,0,80
"67",9.53763e-07,0,84
"68",9.2515e-07,0,87
"69",8.97395e-07,0,86
"70",8.70473e-07,0,88
"71",8.44359e-07,0,87
"72",8.19028e-07,0,87
"73",6.55223e-07,0,89
"74",6.35566e-07,0,89
"75",6.16499e-07,0,90
"76",5.98004e-07,0,90
"77",4.78403e-07,0,97
"78",4.64051e-07,0,98
"79",4.5013e-07,0,98
"80",3.60104e-07,0,99
"81",3.49301e-07,0,100
"82",3.38822e-07,0,102
"83",3.28657e-07,0,102
"84",2.62926e-07,0,104
"85",2.55038e-07,0,104
"86",2.47387e-07,0,104
"87",1.97909e-07,0,106
"88",1.91972e-07,0,107
"89",1.86213e-07,0,108
"90",1.80626e-07,0,108
"91",1.44501e-07,0,109
"92",1.40166e-07,0,110
"93",1.35961e-07,0,113
"94",1.31882e-07,0,116
"95",1.27926e-07,0,116
"96",1.02341e-07,0,117
"97",9.92705e-08,0,120
"98",9.62924e-08,0,120
"99",9.34036e-08,0,119
"100",9.06015e-08,0,123
