"","lambda","gamma","suppSize"
"1",0.0548337,0,0
"2",0.0542854,0,1
"3",0.0362323,0,2
"4",0.0280353,0,3
"5",0.026266,0,4
"6",0.0239684,0,5
"7",0.023133,0,6
"8",0.0226634,0,7
"9",0.0209476,0,8
"10",0.0167056,0,9
"11",0.0164871,0,10
"12",0.0162061,0,11
"13",0.0154325,0,12
"14",0.0150458,0,15
"15",0.013445,0,16
"16",0.0127933,0,17
"17",0.0113244,0,19
"18",0.0109217,0,21
"19",0.00954628,0,24
"20",0.00939088,0,25
"21",0.00057784,0,26
"22",0.000217772,0,26
"23",0.000174217,0,28
"24",0.000168207,0,29
"25",0.000145485,0,30
"26",8.30721e-05,0,32
"27",7.27228e-05,0,33
"28",5.92035e-05,0,34
"29",5.76533e-05,0,35
"30",4.93418e-05,0,36
"31",3.37758e-05,0,36
"32",2.37369e-05,0,38
"33",2.24707e-05,0,41
"34",2.11665e-05,0,42
"35",1.31521e-05,0,44
"36",1.23474e-05,0,43
"37",1.11726e-05,0,44
"38",1.08876e-05,0,45
"39",1.05197e-05,0,45
"40",9.07749e-06,0,46
"41",6.86438e-06,0,48
"42",6.65845e-06,0,49
"43",6.57053e-06,0,49
"44",5.25643e-06,0,51
"45",5.09873e-06,0,52
"46",4.94577e-06,0,52
"47",3.95662e-06,0,54
"48",3.83792e-06,0,56
"49",3.72278e-06,0,56
"50",2.97822e-06,0,58
"51",2.88888e-06,0,60
"52",2.80221e-06,0,60
"53",2.24177e-06,0,64
"54",2.17452e-06,0,64
"55",1.73961e-06,0,67
"56",1.68742e-06,0,68
"57",1.6368e-06,0,68
"58",1.30944e-06,0,70
"59",1.27016e-06,0,73
"60",1.17653e-06,0,75
"61",1.13348e-06,0,76
"62",1.09948e-06,0,76
"63",8.79582e-07,0,79
"64",8.53194e-07,0,79
"65",6.82555e-07,0,80
"66",6.62079e-07,0,83
"67",6.42216e-07,0,83
"68",5.13773e-07,0,88
"69",4.9836e-07,0,88
"70",3.98688e-07,0,89
"71",3.86727e-07,0,89
"72",3.09382e-07,0,94
"73",3.001e-07,0,96
"74",2.91097e-07,0,99
"75",2.82364e-07,0,101
"76",2.73894e-07,0,101
"77",2.19115e-07,0,102
"78",2.12541e-07,0,104
"79",2.06165e-07,0,105
"80",1.9998e-07,0,105
"81",1.93981e-07,0,106
"82",1.88161e-07,0,107
"83",1.82517e-07,0,107
"84",1.46013e-07,0,107
"85",1.16811e-07,0,114
"86",1.13306e-07,0,117
"87",1.09907e-07,0,119
"88",1.0661e-07,0,119
"89",8.52879e-08,0,122
"90",8.27292e-08,0,122
"91",6.61834e-08,0,127
"92",6.41979e-08,0,128
"93",6.2272e-08,0,132
"94",6.04038e-08,0,133
"95",5.85917e-08,0,132
"96",5.68339e-08,0,133
"97",5.51289e-08,0,135
"98",5.3475e-08,0,137
"99",5.18708e-08,0,141
"100",5.03147e-08,0,143
