"","lambda","gamma","suppSize"
"1",0.0365687,0,0
"2",0.036203,0,1
"3",0.0349517,0,2
"4",0.0332605,0,3
"5",0.0321868,0,4
"6",0.0297943,0,5
"7",0.0230064,0,7
"8",0.022596,0,8
"9",0.0194709,0,9
"10",0.0166901,0,10
"11",0.0154889,0,11
"12",0.0150867,0,15
"13",0.0143176,0,17
"14",0.0134726,0,18
"15",0.0128627,0,19
"16",0.0118785,0,21
"17",0.0103228,0,24
"18",0.00965311,0,25
"19",0.000550601,0,25
"20",9.64726e-05,0,26
"21",8.61993e-05,0,27
"22",5.96078e-05,0,28
"23",3.29043e-05,0,29
"24",3.04907e-05,0,31
"25",2.4498e-05,0,31
"26",1.95984e-05,0,35
"27",1.79295e-05,0,36
"28",1.73916e-05,0,36
"29",1.39133e-05,0,36
"30",1.11306e-05,0,38
"31",1.07967e-05,0,38
"32",8.63737e-06,0,41
"33",8.37825e-06,0,41
"34",6.7026e-06,0,41
"35",5.36208e-06,0,43
"36",5.20122e-06,0,43
"37",4.16097e-06,0,45
"38",4.03615e-06,0,48
"39",3.91506e-06,0,49
"40",3.79761e-06,0,49
"41",3.03809e-06,0,52
"42",2.94694e-06,0,53
"43",2.85854e-06,0,53
"44",2.28683e-06,0,53
"45",1.82946e-06,0,58
"46",1.77458e-06,0,59
"47",1.72134e-06,0,59
"48",1.37707e-06,0,62
"49",1.33576e-06,0,63
"50",1.29569e-06,0,65
"51",1.25682e-06,0,68
"52",1.21911e-06,0,70
"53",1.18254e-06,0,72
"54",1.14706e-06,0,73
"55",1.11265e-06,0,72
"56",1.07927e-06,0,72
"57",8.63418e-07,0,74
"58",8.37515e-07,0,74
"59",6.70012e-07,0,78
"60",6.49912e-07,0,79
"61",6.30414e-07,0,82
"62",6.11502e-07,0,84
"63",5.93157e-07,0,84
"64",4.74526e-07,0,86
"65",4.6029e-07,0,87
"66",4.46481e-07,0,86
"67",4.33087e-07,0,86
"68",3.46469e-07,0,87
"69",3.36075e-07,0,90
"70",3.25993e-07,0,92
"71",3.16213e-07,0,92
"72",2.52971e-07,0,94
"73",2.45381e-07,0,98
"74",2.3802e-07,0,98
"75",2.30879e-07,0,98
"76",1.84704e-07,0,105
"77",1.79162e-07,0,106
"78",1.73788e-07,0,108
"79",1.68574e-07,0,110
"80",1.63517e-07,0,111
"81",1.58611e-07,0,114
"82",1.53853e-07,0,114
"83",1.23082e-07,0,116
"84",1.1939e-07,0,118
"85",1.15808e-07,0,118
"86",1.12334e-07,0,119
"87",1.08964e-07,0,119
"88",1.05695e-07,0,120
"89",1.02524e-07,0,121
"90",9.94484e-08,0,122
"91",9.64649e-08,0,123
"92",9.3571e-08,0,123
"93",7.48568e-08,0,128
"94",7.26111e-08,0,128
"95",7.04328e-08,0,128
"96",5.63462e-08,0,132
"97",5.46558e-08,0,134
"98",5.30161e-08,0,135
"99",5.14257e-08,0,134
"100",4.98829e-08,0,136
