"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"10",1849,1849,"[1, 393, 947, 1211]",0,2.45,2.4,1,50,2.88888e-06
"462",1849,1849,"[8, 397, 947, 1215]",0,2.65,2.55,1,58,1.27016e-06
"467",1849,1849,"[5, 399, 947, 1215]",0,2.65,2.55,1,12,0.0154325
"515",1849,1849,"[8, 398, 950, 1215]",0,2.75,2.4,1,74,2.82364e-07
"545",1849,1849,"[8, 398, 952, 1215]",0,2.75,2.5,1,81,1.88161e-07
"1133",1020,1020,"[502, 699, 777, 1200]",0,3.05,3.35,1,84,1.16811e-07
"1500",1020,1020,"[497, 694, 772, 1194]",0,2.8,3.2,1,54,1.73961e-06
"1632",1020,1020,"[497, 694, 772, 1196]",0,2.85,3.15,1,67,5.13773e-07
"1690",1020,1020,"[502, 694, 777, 1196]",0,2.95,3.25,1,13,0.0150458
"1701",1020,1020,"[502, 699, 777, 1196]",0,3,3.3,1,86,1.09907e-07
"1886",1491,1491,"[269, 372, 941, 976]",0,3.05,4.05,1,3,0.0280353
"1892",1491,1491,"[268, 370, 935, 973]",0,2.8,4.1,1,27,5.92035e-05
"1894",1491,1491,"[268, 370, 938, 973]",0,2.85,4.05,1,40,6.86438e-06
"1897",1491,1491,"[268, 372, 938, 973]",0,2.9,4.05,1,37,1.08876e-05
"1948",1093,1093,"[53, 507, 728, 1155]",0,2.65,4.15,1,90,6.61834e-08
"2262",1093,1093,"[53, 511, 729, 1154]",0,2.65,4.3,1,16,0.0113244
"2313",544,544,"[21, 449, 649, 751]",0,3.6,2.2,1,54,1.73961e-06
"2314",544,544,"[21, 450, 649, 751]",0,3.6,2.25,1,64,6.82555e-07
"2316",544,544,"[21, 449, 649, 756]",0,3.65,2.25,1,88,8.52879e-08
"2317",544,544,"[21, 450, 649, 756]",0,3.65,2.3,1,90,6.61834e-08
"2320",544,544,"[22, 452, 649, 756]",0,3.75,2.3,1,97,5.3475e-08
"2365",1093,1093,"[59, 513, 735, 1162]",0,3.2,4,1,23,0.000168207
"2377",1093,1093,"[59, 513, 735, 1159]",0,3.15,4,1,25,8.30721e-05
"2382",1063,1063,"[147, 867, 1021, 1093]",0,3.55,4.5,1,17,0.0109217
"2388",1063,1063,"[147, 867, 1021, 1100]",0,3.65,4.5,1,60,1.13348e-06
"2463",1063,1063,"[148, 867, 1021, 1101]",0,3.65,4.6,1,37,1.08876e-05
"2689",717,717,"[346, 599, 966, 1223]",0,3.4,6.65,1,52,2.24177e-06
"2690",717,717,"[343, 600, 966, 1223]",0,3.35,6.7,1,14,0.013445
"2692",717,717,"[346, 600, 966, 1223]",0,3.4,6.7,1,57,1.30944e-06
"2733",717,717,"[344, 603, 969, 1223]",0,3.45,6.75,1,97,5.3475e-08
"2773",544,544,"[22, 453, 650, 755]",0,3.85,2.25,1,7,0.0226634
"2804",1063,1063,"[153, 869, 1021, 1100]",0,3.85,4.55,1,55,1.68742e-06
"2815",1063,1063,"[152, 867, 1024, 1100]",0,3.85,4.4,1,57,1.30944e-06
"2931",1922,1922,"[52, 290, 464, 618]",0,4.45,5.1,1,32,2.24707e-05
"3002",1922,1922,"[49, 291, 474, 621]",0,4.55,4.9,1,98,5.18708e-08
"3046",1922,1922,"[49, 291, 474, 622]",0,4.55,4.95,1,84,1.16811e-07
"3106",1922,1922,"[50, 290, 464, 619]",0,4.4,5.15,1,38,1.05197e-05
"3130",1922,1922,"[50, 290, 464, 623]",0,4.45,5.15,1,62,8.79582e-07
"3157",1922,1922,"[52, 292, 487, 623]",0,4.65,5.1,1,10,0.0164871
"3160",1922,1922,"[52, 292, 464, 626]",0,4.6,5.15,1,65,6.62079e-07
"3166",1922,1922,"[52, 292, 475, 626]",0,4.65,5.15,1,73,2.91097e-07
"3181",1212,1212,"[15, 364, 881, 1067]",0,4.7,5.1,1,33,2.11665e-05
"3328",1212,1212,"[16, 362, 891, 1071]",0,4.75,5.4,1,4,0.026266
"3333",935,935,"[254, 414, 828, 1007]",0,4.5,5.9,1,67,5.13773e-07
"3347",935,935,"[254, 415, 832, 1007]",0,4.6,5.9,1,16,0.0113244
"3348",935,935,"[256, 415, 832, 1007]",0,4.65,5.85,1,65,6.62079e-07
"3474",935,935,"[258, 415, 834, 1009]",0,4.7,6.1,1,90,6.61834e-08
"3477",935,935,"[258, 417, 834, 1009]",0,4.75,6.1,1,44,5.09873e-06
"3723",670,670,"[82, 645, 839, 1029]",0,5.05,3.65,1,22,0.000174217
"3781",670,670,"[82, 646, 843, 1032]",0,5.15,3.7,1,43,5.25643e-06
"3844",123,123,"[478, 566, 956, 1126]",0,4.9,3.25,1,17,0.0109217
"3846",123,123,"[489, 566, 956, 1126]",0,4.95,3.25,1,90,6.61834e-08
"3886",123,123,"[489, 566, 960, 1126]",0,5,3.3,1,84,1.16811e-07
"3887",123,123,"[490, 566, 960, 1126]",0,5,3.35,1,32,2.24707e-05
"3896",123,123,"[488, 565, 959, 1127]",0,5.05,3.15,1,99,5.03147e-08
"3926",123,123,"[490, 565, 959, 1125]",0,5,3.2,1,34,1.31521e-05
"4044",670,670,"[82, 646, 844, 1029]",0,5.1,3.8,1,84,1.16811e-07
"4079",670,670,"[83, 647, 840, 1030]",0,5.05,3.9,1,69,3.98688e-07
"4084",670,670,"[81, 644, 841, 1030]",0,4.95,3.95,1,8,0.0209476
"4320",1490,1490,"[87, 224, 632, 807]",0,4.9,5.05,1,92,6.2272e-08
"4360",1490,1490,"[87, 227, 633, 807]",0,4.95,5.1,1,18,0.00954628
"4718",1998,1998,"[718, 798, 1017, 1187]",0,5.25,2.65,1,9,0.0167056
"4732",1998,1998,"[722, 799, 1018, 1187]",0,5.3,2.75,1,73,2.91097e-07
"4743",1998,1998,"[722, 797, 1018, 1189]",0,5.35,2.65,1,93,6.04038e-08
"4761",1998,1998,"[719, 799, 1018, 1189]",0,5.3,2.8,1,47,3.83792e-06
"4763",1998,1998,"[719, 799, 1018, 1187]",0,5.25,2.8,1,49,2.97822e-06
"4769",1998,1998,"[719, 799, 1018, 1188]",0,5.25,2.85,1,50,2.88888e-06
"5524",384,384,"[297, 534, 590, 1088]",0,5.6,4.4,1,15,0.0127933
"5742",384,384,"[295, 532, 591, 1084]",0,5.45,4.5,1,62,8.79582e-07
"5746",384,384,"[295, 535, 591, 1084]",0,5.5,4.5,1,59,1.17653e-06
"5875",384,384,"[295, 535, 591, 1085]",0,5.5,4.55,1,65,6.62079e-07
"5876",384,384,"[295, 538, 591, 1085]",0,5.55,4.55,1,67,5.13773e-07
