"","lambda","gamma","suppSize"
"1",0.0539859,0,0
"2",0.053446,0,1
"3",0.0497092,0,2
"4",0.0274872,0,3
"5",0.0256593,0,4
"6",0.0229292,0,5
"7",0.0191326,0,6
"8",0.0158864,0,10
"9",0.0156318,0,11
"10",0.0153648,0,12
"11",0.014996,0,14
"12",0.014528,0,16
"13",0.0129497,0,17
"14",0.0122732,0,18
"15",0.0108899,0,20
"16",0.0105221,0,21
"17",0.0100142,0,22
"18",0.00705389,0,23
"19",0.00103161,0,25
"20",0.000972071,0,26
"21",0.000405249,0,27
"22",0.000395992,0,28
"23",0.000390398,0,29
"24",0.000298332,0,30
"25",0.000167595,0,30
"26",0.000115086,0,30
"27",8.75807e-05,0,30
"28",7.00646e-05,0,32
"29",6.31134e-05,0,32
"30",5.04907e-05,0,34
"31",4.95984e-05,0,34
"32",2.72036e-05,0,35
"33",2.628e-05,0,36
"34",2.37793e-05,0,36
"35",1.90235e-05,0,37
"36",1.8251e-05,0,38
"37",1.26951e-05,0,40
"38",1.09896e-05,0,40
"39",8.51059e-06,0,42
"40",8.31574e-06,0,44
"41",6.58909e-06,0,45
"42",6.31018e-06,0,45
"43",4.76858e-06,0,47
"44",4.30836e-06,0,49
"45",4.07171e-06,0,49
"46",3.25737e-06,0,53
"47",3.15964e-06,0,55
"48",2.5066e-06,0,56
"49",2.43141e-06,0,56
"50",2.13017e-06,0,56
"51",1.70414e-06,0,58
"52",1.65301e-06,0,60
"53",1.60342e-06,0,60
"54",1.28274e-06,0,63
"55",1.24425e-06,0,62
"56",1.06238e-06,0,62
"57",8.49904e-07,0,66
"58",8.24407e-07,0,69
"59",8.22458e-07,0,69
"60",6.64433e-07,0,69
"61",5.31547e-07,0,73
"62",5.156e-07,0,76
"63",5.00132e-07,0,76
"64",4.00106e-07,0,78
"65",3.88103e-07,0,80
"66",3.7646e-07,0,80
"67",3.01168e-07,0,85
"68",2.92133e-07,0,86
"69",2.83369e-07,0,88
"70",2.74868e-07,0,88
"71",2.19894e-07,0,90
"72",2.13297e-07,0,90
"73",1.70638e-07,0,93
"74",1.65519e-07,0,93
"75",1.32415e-07,0,93
"76",1.05932e-07,0,95
"77",1.02754e-07,0,97
"78",9.96714e-08,0,97
"79",7.97371e-08,0,102
"80",7.7345e-08,0,104
"81",7.50246e-08,0,107
"82",7.27739e-08,0,106
"83",7.05907e-08,0,108
"84",6.8473e-08,0,111
"85",6.64188e-08,0,112
"86",6.44262e-08,0,112
"87",5.1541e-08,0,112
"88",4.12328e-08,0,113
"89",3.99958e-08,0,117
"90",3.87959e-08,0,119
"91",3.7632e-08,0,122
"92",3.65031e-08,0,123
"93",3.5408e-08,0,124
"94",3.43457e-08,0,127
"95",3.33154e-08,0,129
"96",3.23159e-08,0,130
"97",3.13464e-08,0,125
"98",3.0406e-08,0,128
"99",2.94939e-08,0,130
"100",2.8609e-08,0,132
