"","lambda","gamma","suppSize"
"1",0.0492848,0,1
"2",0.0428847,0,2
"3",0.0302435,0,3
"4",0.0295979,0,4
"5",0.0231805,0,6
"6",0.0207218,0,7
"7",0.0181525,0,8
"8",0.0165012,0,10
"9",0.0161244,0,13
"10",0.0150582,0,14
"11",0.0144322,0,16
"12",0.011682,0,17
"13",0.01106,0,22
"14",0.00925104,0,23
"15",0.00635781,0,24
"16",0.00513843,0,25
"17",0.000683233,0,25
"18",0.000546586,0,26
"19",0.000500959,0,27
"20",0.00035778,0,27
"21",0.000286224,0,29
"22",0.000222201,0,30
"23",0.000197933,0,31
"24",0.000138628,0,32
"25",8.79467e-05,0,33
"26",8.03193e-05,0,33
"27",5.14903e-05,0,33
"28",4.11922e-05,0,36
"29",3.77295e-05,0,38
"30",3.65976e-05,0,40
"31",2.72527e-05,0,41
"32",2.52107e-05,0,41
"33",1.99795e-05,0,46
"34",1.67705e-05,0,47
"35",1.43334e-05,0,47
"36",1.14667e-05,0,49
"37",1.11227e-05,0,52
"38",9.23698e-06,0,52
"39",7.38959e-06,0,57
"40",7.1679e-06,0,58
"41",6.95286e-06,0,58
"42",5.56229e-06,0,60
"43",5.39542e-06,0,60
"44",4.31634e-06,0,62
"45",4.08704e-06,0,62
"46",3.26963e-06,0,63
"47",3.17154e-06,0,63
"48",2.53723e-06,0,65
"49",2.46112e-06,0,70
"50",2.38728e-06,0,71
"51",2.31566e-06,0,71
"52",1.85253e-06,0,72
"53",1.79696e-06,0,72
"54",1.43756e-06,0,74
"55",1.39444e-06,0,74
"56",1.3526e-06,0,74
"57",1.08208e-06,0,74
"58",8.65667e-07,0,76
"59",8.39697e-07,0,76
"60",6.71757e-07,0,84
"61",6.51605e-07,0,85
"62",6.32057e-07,0,86
"63",6.13095e-07,0,87
"64",5.94702e-07,0,88
"65",5.76861e-07,0,89
"66",5.59555e-07,0,89
"67",4.47644e-07,0,90
"68",4.34215e-07,0,90
"69",4.21188e-07,0,90
"70",4.08553e-07,0,90
"71",3.26842e-07,0,93
"72",3.17037e-07,0,93
"73",3.07526e-07,0,92
"74",2.983e-07,0,92
"75",2.3864e-07,0,95
"76",2.31481e-07,0,95
"77",1.85185e-07,0,95
"78",1.48148e-07,0,100
"79",1.43703e-07,0,100
"80",1.14963e-07,0,103
"81",1.11514e-07,0,105
"82",1.08168e-07,0,105
"83",8.65347e-08,0,105
"84",6.92277e-08,0,109
"85",6.71509e-08,0,111
"86",6.51364e-08,0,112
"87",6.31823e-08,0,113
"88",6.12868e-08,0,113
"89",4.90295e-08,0,115
"90",4.75586e-08,0,117
"91",4.61318e-08,0,118
"92",4.47479e-08,0,118
"93",4.34054e-08,0,119
"94",4.21033e-08,0,120
"95",4.08402e-08,0,120
"96",3.9615e-08,0,121
"97",3.84265e-08,0,122
"98",3.72737e-08,0,125
"99",3.61555e-08,0,125
"100",3.50708e-08,0,131
