"","lambda","gamma","suppSize"
"1",0.0502179,0,1
"2",0.0361108,0,2
"3",0.0293584,0,3
"4",0.0278394,0,5
"5",0.0235448,0,6
"6",0.0232247,0,7
"7",0.0218309,0,8
"8",0.0197557,0,9
"9",0.0186037,0,10
"10",0.018361,0,11
"11",0.0169725,0,12
"12",0.0160258,0,13
"13",0.013692,0,14
"14",0.0132367,0,15
"15",0.0129674,0,16
"16",0.0116546,0,18
"17",0.0109084,0,19
"18",0.0100692,0,21
"19",0.00944046,0,22
"20",0.0063768,0,23
"21",0.00551845,0,24
"22",0.0018436,0,25
"23",0.000945683,0,26
"24",0.00082429,0,27
"25",0.00049193,0,28
"26",0.000353027,0,29
"27",0.000268,0,30
"28",0.000257559,0,31
"29",0.000150608,0,32
"30",0.000132163,0,33
"31",0.000128474,0,34
"32",8.93147e-05,0,35
"33",8.1549e-05,0,37
"34",7.52626e-05,0,38
"35",2.98463e-05,0,38
"36",2.3877e-05,0,42
"37",2.36656e-05,0,43
"38",1.14184e-05,0,44
"39",1.10549e-05,0,45
"40",8.39109e-06,0,46
"41",6.20495e-06,0,50
"42",5.12378e-06,0,50
"43",4.09903e-06,0,51
"44",3.97606e-06,0,54
"45",3.66672e-06,0,54
"46",2.88571e-06,0,54
"47",2.30857e-06,0,55
"48",2.23931e-06,0,55
"49",1.79145e-06,0,57
"50",1.73771e-06,0,57
"51",1.68557e-06,0,59
"52",1.63501e-06,0,59
"53",1.30801e-06,0,62
"54",1.26877e-06,0,63
"55",1.2307e-06,0,63
"56",9.84562e-07,0,67
"57",9.55025e-07,0,68
"58",9.26374e-07,0,69
"59",8.98583e-07,0,71
"60",8.71626e-07,0,71
"61",6.97301e-07,0,75
"62",6.76381e-07,0,75
"63",6.5609e-07,0,77
"64",6.36407e-07,0,78
"65",6.17315e-07,0,79
"66",5.98796e-07,0,79
"67",4.79037e-07,0,85
"68",4.64665e-07,0,85
"69",3.71732e-07,0,87
"70",3.6058e-07,0,90
"71",3.49763e-07,0,92
"72",3.3927e-07,0,93
"73",3.29092e-07,0,95
"74",3.19219e-07,0,96
"75",3.09643e-07,0,96
"76",2.47714e-07,0,98
"77",2.40283e-07,0,100
"78",2.33074e-07,0,101
"79",2.26082e-07,0,102
"80",2.193e-07,0,106
"81",2.12721e-07,0,106
"82",2.06339e-07,0,106
"83",1.65071e-07,0,110
"84",1.60119e-07,0,109
"85",1.55315e-07,0,109
"86",1.50656e-07,0,112
"87",1.46136e-07,0,113
"88",1.41752e-07,0,115
"89",1.375e-07,0,117
"90",1.33375e-07,0,117
"91",1.067e-07,0,118
"92",1.03499e-07,0,119
"93",1.00394e-07,0,120
"94",9.7382e-08,0,121
"95",9.44605e-08,0,120
"96",9.16267e-08,0,121
"97",8.88779e-08,0,121
"98",8.62115e-08,0,121
"99",6.89692e-08,0,122
"100",6.69002e-08,0,124
