"","lambda","gamma","suppSize"
"1",0.0409917,0,0
"2",0.0405818,0,1
"3",0.0372543,0,2
"4",0.0296854,0,3
"5",0.0261773,0,4
"6",0.0238455,0,5
"7",0.02172,0,6
"8",0.0190899,0,8
"9",0.017377,0,9
"10",0.0168809,0,10
"11",0.0156755,0,12
"12",0.0152241,0,14
"13",0.0149843,0,15
"14",0.0146818,0,17
"15",0.013915,0,18
"16",0.0132244,0,21
"17",0.0120578,0,23
"18",0.0108605,0,24
"19",0.00677625,0,25
"20",0.0015984,0,26
"21",0.000751808,0,27
"22",0.000621232,0,28
"23",0.00058383,0,29
"24",0.000210101,0,29
"25",0.000164252,0,30
"26",0.000153657,0,31
"27",0.000114963,0,31
"28",9.19706e-05,0,33
"29",7.10034e-05,0,34
"30",6.47276e-05,0,35
"31",4.46544e-05,0,35
"32",3.57235e-05,0,36
"33",2.93173e-05,0,37
"34",2.74286e-05,0,38
"35",2.45843e-05,0,38
"36",1.96674e-05,0,38
"37",1.5734e-05,0,39
"38",1.52619e-05,0,41
"39",1.48041e-05,0,41
"40",1.18433e-05,0,45
"41",1.1488e-05,0,45
"42",8.88494e-06,0,49
"43",8.61839e-06,0,49
"44",6.89472e-06,0,52
"45",6.68787e-06,0,52
"46",5.3503e-06,0,57
"47",5.18979e-06,0,58
"48",5.0341e-06,0,58
"49",4.02728e-06,0,60
"50",3.90646e-06,0,62
"51",3.78927e-06,0,66
"52",3.61359e-06,0,66
"53",2.89087e-06,0,68
"54",2.80414e-06,0,69
"55",2.72002e-06,0,69
"56",2.17601e-06,0,72
"57",2.11073e-06,0,73
"58",2.04741e-06,0,72
"59",1.98599e-06,0,72
"60",1.58879e-06,0,75
"61",1.54113e-06,0,76
"62",1.49489e-06,0,76
"63",1.19592e-06,0,77
"64",1.16004e-06,0,77
"65",9.2803e-07,0,79
"66",9.00189e-07,0,80
"67",8.73184e-07,0,81
"68",8.46988e-07,0,81
"69",6.77591e-07,0,85
"70",6.57263e-07,0,85
"71",5.2581e-07,0,87
"72",5.10036e-07,0,89
"73",4.94735e-07,0,89
"74",3.95788e-07,0,89
"75",3.1663e-07,0,94
"76",3.07131e-07,0,97
"77",2.97917e-07,0,98
"78",2.8898e-07,0,102
"79",2.80311e-07,0,102
"80",2.24248e-07,0,105
"81",2.17521e-07,0,105
"82",1.74017e-07,0,106
"83",1.68796e-07,0,108
"84",1.63732e-07,0,109
"85",1.5882e-07,0,113
"86",1.54056e-07,0,114
"87",1.49434e-07,0,115
"88",1.44951e-07,0,115
"89",1.40603e-07,0,116
"90",1.36385e-07,0,117
"91",1.32293e-07,0,119
"92",1.28324e-07,0,119
"93",1.02659e-07,0,120
"94",9.95796e-08,0,121
"95",9.65922e-08,0,121
"96",7.72737e-08,0,126
"97",7.49555e-08,0,126
"98",7.27069e-08,0,128
"99",7.05257e-08,0,130
"100",6.84099e-08,0,129
