"","lambda","gamma","suppSize"
"1",0.0506043,0,1
"2",0.0344443,0,2
"3",0.0315513,0,3
"4",0.0303883,0,4
"5",0.0232997,0,6
"6",0.0215984,0,7
"7",0.0200194,0,8
"8",0.0196168,0,9
"9",0.0187798,0,10
"10",0.0184307,0,11
"11",0.0153805,0,12
"12",0.0147649,0,14
"13",0.0146045,0,15
"14",0.0129698,0,16
"15",0.011865,0,17
"16",0.0115162,0,18
"17",0.0107379,0,20
"18",0.00930434,0,21
"19",0.00920627,0,23
"20",0.0083968,0,24
"21",0.00175141,0,24
"22",0.00136217,0,25
"23",0.00104215,0,25
"24",0.000670892,0,26
"25",0.000476822,0,27
"26",0.00026667,0,27
"27",0.00017986,0,28
"28",0.000166238,0,28
"29",0.000132852,0,29
"30",7.88927e-05,0,31
"31",7.10362e-05,0,32
"32",5.87874e-05,0,34
"33",4.12331e-05,0,36
"34",3.87109e-05,0,38
"35",3.55632e-05,0,40
"36",3.05086e-05,0,41
"37",2.93588e-05,0,41
"38",2.2787e-05,0,42
"39",1.89787e-05,0,43
"40",1.58081e-05,0,43
"41",1.26465e-05,0,44
"42",1.22716e-05,0,46
"43",8.46259e-06,0,49
"44",7.81699e-06,0,50
"45",7.58248e-06,0,50
"46",5.45419e-06,0,53
"47",5.29056e-06,0,53
"48",4.23245e-06,0,57
"49",4.10548e-06,0,57
"50",3.28438e-06,0,57
"51",3.18585e-06,0,60
"52",3.09027e-06,0,62
"53",2.82475e-06,0,62
"54",2.2598e-06,0,66
"55",2.19201e-06,0,67
"56",2.12625e-06,0,69
"57",2.04951e-06,0,69
"58",1.63961e-06,0,71
"59",1.59042e-06,0,75
"60",1.54271e-06,0,74
"61",1.49643e-06,0,74
"62",1.19714e-06,0,79
"63",1.16123e-06,0,80
"64",1.12639e-06,0,80
"65",9.01114e-07,0,81
"66",8.7408e-07,0,82
"67",8.47858e-07,0,83
"68",8.22422e-07,0,84
"69",7.97749e-07,0,84
"70",6.382e-07,0,87
"71",6.19054e-07,0,87
"72",6.00482e-07,0,87
"73",4.80386e-07,0,90
"74",4.65974e-07,0,92
"75",4.51995e-07,0,94
"76",4.38435e-07,0,94
"77",3.50748e-07,0,96
"78",3.40226e-07,0,96
"79",2.7218e-07,0,98
"80",2.64015e-07,0,100
"81",2.56095e-07,0,101
"82",2.48412e-07,0,101
"83",1.98729e-07,0,101
"84",1.58983e-07,0,102
"85",1.54214e-07,0,106
"86",1.49588e-07,0,107
"87",1.451e-07,0,108
"88",1.40747e-07,0,110
"89",1.36525e-07,0,114
"90",1.32429e-07,0,114
"91",1.05943e-07,0,117
"92",1.02765e-07,0,117
"93",8.22118e-08,0,118
"94",7.97454e-08,0,120
"95",7.73531e-08,0,123
"96",7.50325e-08,0,122
"97",7.27815e-08,0,123
"98",7.05981e-08,0,124
"99",6.84801e-08,0,125
"100",6.64257e-08,0,127
