"","lambda","gamma","suppSize"
"1",0.0382949,0,1
"2",0.0328015,0,2
"3",0.0287921,0,3
"4",0.0267564,0,4
"5",0.024286,0,5
"6",0.0235864,0,7
"7",0.020407,0,9
"8",0.0185347,0,11
"9",0.015226,0,13
"10",0.0149005,0,14
"11",0.0142653,0,16
"12",0.0135923,0,17
"13",0.013348,0,18
"14",0.0130845,0,19
"15",0.0128523,0,21
"16",0.0126515,0,23
"17",0.0123412,0,24
"18",0.0115238,0,25
"19",0.000519248,0,26
"20",0.000278388,0,27
"21",0.000242308,0,28
"22",0.000203386,0,29
"23",0.000156388,0,29
"24",0.00012511,0,30
"25",0.000119497,0,31
"26",0.000116671,0,32
"27",6.52184e-05,0,33
"28",5.36837e-05,0,34
"29",4.08496e-05,0,35
"30",2.48748e-05,0,38
"31",2.28177e-05,0,40
"32",1.79104e-05,0,41
"33",1.65719e-05,0,42
"34",1.52301e-05,0,44
"35",1.47271e-05,0,45
"36",8.18365e-06,0,46
"37",7.93814e-06,0,46
"38",6.35051e-06,0,47
"39",6.16e-06,0,48
"40",5.8265e-06,0,49
"41",5.68759e-06,0,50
"42",5.53154e-06,0,51
"43",5.43708e-06,0,52
"44",4.26547e-06,0,53
"45",4.16218e-06,0,53
"46",3.32974e-06,0,57
"47",3.22985e-06,0,57
"48",2.58388e-06,0,59
"49",2.50636e-06,0,62
"50",2.43117e-06,0,62
"51",1.94494e-06,0,63
"52",1.88659e-06,0,63
"53",1.50927e-06,0,65
"54",1.46399e-06,0,64
"55",1.42007e-06,0,65
"56",1.37747e-06,0,66
"57",1.33615e-06,0,66
"58",1.06892e-06,0,68
"59",1.03685e-06,0,68
"60",8.2948e-07,0,75
"61",8.04596e-07,0,77
"62",7.80458e-07,0,78
"63",7.57044e-07,0,78
"64",6.05635e-07,0,78
"65",4.84508e-07,0,80
"66",4.69973e-07,0,82
"67",4.55874e-07,0,83
"68",4.42198e-07,0,83
"69",3.53758e-07,0,85
"70",3.43145e-07,0,85
"71",2.74516e-07,0,87
"72",2.66281e-07,0,89
"73",2.58292e-07,0,89
"74",2.06634e-07,0,93
"75",2.00435e-07,0,93
"76",1.60348e-07,0,96
"77",1.55538e-07,0,97
"78",1.50871e-07,0,100
"79",1.46345e-07,0,102
"80",1.41955e-07,0,102
"81",1.13564e-07,0,106
"82",1.10157e-07,0,106
"83",8.81256e-08,0,108
"84",8.54818e-08,0,109
"85",8.29174e-08,0,113
"86",8.04298e-08,0,115
"87",7.8017e-08,0,117
"88",7.56764e-08,0,119
"89",7.34061e-08,0,120
"90",7.1204e-08,0,120
"91",6.90678e-08,0,123
"92",6.69958e-08,0,126
"93",6.49859e-08,0,127
"94",6.30364e-08,0,129
"95",6.11453e-08,0,131
"96",5.93109e-08,0,133
"97",5.75316e-08,0,132
"98",5.58056e-08,0,132
"99",4.46445e-08,0,130
"100",4.33052e-08,0,132
