"","lambda","gamma","suppSize"
"1",0.0527934,0,1
"2",0.0393097,0,2
"3",0.03875,0,4
"4",0.0214134,0,5
"5",0.0195805,0,6
"6",0.0179897,0,7
"7",0.0169753,0,8
"8",0.0158422,0,9
"9",0.0150767,0,10
"10",0.0146713,0,13
"11",0.0142984,0,15
"12",0.0139203,0,16
"13",0.0134911,0,17
"14",0.0132935,0,18
"15",0.0131297,0,19
"16",0.0117145,0,20
"17",0.011008,0,22
"18",0.00981074,0,23
"19",0.00921635,0,24
"20",0.0087574,0,25
"21",0.000798584,0,25
"22",0.000638867,0,26
"23",0.000429743,0,27
"24",0.000346367,0,29
"25",0.000124162,0,29
"26",8.68227e-05,0,29
"27",6.94581e-05,0,31
"28",4.25918e-05,0,31
"29",3.40734e-05,0,36
"30",2.97108e-05,0,37
"31",2.42343e-05,0,38
"32",2.35073e-05,0,39
"33",1.68859e-05,0,40
"34",1.63794e-05,0,42
"35",1.5888e-05,0,42
"36",1.27104e-05,0,42
"37",1.01683e-05,0,44
"38",9.86326e-06,0,45
"39",9.235e-06,0,48
"40",8.95795e-06,0,49
"41",8.33044e-06,0,50
"42",7.21524e-06,0,50
"43",5.77219e-06,0,54
"44",5.22291e-06,0,56
"45",5.06622e-06,0,56
"46",4.05298e-06,0,59
"47",3.93139e-06,0,59
"48",3.14511e-06,0,61
"49",3.05076e-06,0,62
"50",2.95924e-06,0,63
"51",2.69045e-06,0,65
"52",2.56509e-06,0,65
"53",2.04068e-06,0,67
"54",1.97946e-06,0,67
"55",1.58357e-06,0,69
"56",1.53606e-06,0,70
"57",1.48998e-06,0,70
"58",1.19198e-06,0,75
"59",1.15622e-06,0,75
"60",9.2498e-07,0,78
"61",8.9723e-07,0,80
"62",8.70313e-07,0,83
"63",8.44204e-07,0,84
"64",8.18878e-07,0,84
"65",6.55102e-07,0,94
"66",6.35449e-07,0,96
"67",6.16386e-07,0,98
"68",5.97894e-07,0,99
"69",5.79957e-07,0,102
"70",5.62559e-07,0,104
"71",5.45682e-07,0,105
"72",5.29311e-07,0,106
"73",5.13432e-07,0,106
"74",4.10746e-07,0,108
"75",3.98423e-07,0,109
"76",3.86471e-07,0,110
"77",3.74876e-07,0,110
"78",2.99901e-07,0,115
"79",2.90904e-07,0,115
"80",2.32723e-07,0,117
"81",2.25742e-07,0,118
"82",2.18969e-07,0,119
"83",2.124e-07,0,122
"84",2.06028e-07,0,125
"85",1.99847e-07,0,125
"86",1.59878e-07,0,127
"87",1.55082e-07,0,127
"88",1.50429e-07,0,129
"89",1.45916e-07,0,130
"90",1.41539e-07,0,133
"91",1.37293e-07,0,134
"92",1.33174e-07,0,135
"93",1.29179e-07,0,136
"94",1.25303e-07,0,136
"95",1.00243e-07,0,137
"96",9.72353e-08,0,138
"97",9.43183e-08,0,140
"98",9.14887e-08,0,141
"99",8.87441e-08,0,141
"100",7.09953e-08,0,142
