"","lambda","gamma","suppSize"
"1",0.0353552,0,0
"2",0.0350017,0,1
"3",0.0302185,0,2
"4",0.0298082,0,3
"5",0.0285555,0,4
"6",0.0272119,0,5
"7",0.0214468,0,6
"8",0.0183617,0,7
"9",0.017096,0,9
"10",0.0164985,0,12
"11",0.0159021,0,17
"12",0.0150615,0,19
"13",0.0144238,0,21
"14",0.0135857,0,22
"15",0.013299,0,23
"16",0.0130849,0,24
"17",0.00808251,0,25
"18",0.000330392,0,26
"19",0.000258059,0,27
"20",0.000100627,0,28
"21",5.36315e-05,0,29
"22",5.14424e-05,0,31
"23",3.5872e-05,0,32
"24",3.1216e-05,0,32
"25",2.49728e-05,0,37
"26",2.42236e-05,0,37
"27",1.93789e-05,0,39
"28",1.87975e-05,0,39
"29",1.5038e-05,0,39
"30",1.20304e-05,0,42
"31",1.16695e-05,0,42
"32",9.33561e-06,0,42
"33",7.46849e-06,0,46
"34",7.24443e-06,0,47
"35",7.0271e-06,0,47
"36",5.62168e-06,0,47
"37",4.49734e-06,0,51
"38",4.36242e-06,0,52
"39",4.23155e-06,0,54
"40",4.1046e-06,0,54
"41",3.28368e-06,0,55
"42",3.18517e-06,0,55
"43",2.54814e-06,0,59
"44",2.47169e-06,0,61
"45",2.39754e-06,0,62
"46",2.32562e-06,0,63
"47",2.25585e-06,0,64
"48",2.18817e-06,0,65
"49",2.12253e-06,0,65
"50",1.69802e-06,0,67
"51",1.64708e-06,0,68
"52",1.59767e-06,0,68
"53",1.27814e-06,0,69
"54",1.23979e-06,0,70
"55",1.2026e-06,0,70
"56",9.62078e-07,0,72
"57",9.33216e-07,0,74
"58",9.05219e-07,0,74
"59",7.24175e-07,0,79
"60",7.0245e-07,0,80
"61",6.81376e-07,0,81
"62",6.60935e-07,0,81
"63",5.28748e-07,0,86
"64",5.12886e-07,0,88
"65",4.97499e-07,0,88
"66",3.97999e-07,0,92
"67",3.86059e-07,0,94
"68",3.74478e-07,0,95
"69",3.63243e-07,0,95
"70",2.90595e-07,0,95
"71",2.32476e-07,0,98
"72",2.25501e-07,0,103
"73",2.18736e-07,0,108
"74",2.12174e-07,0,108
"75",2.05809e-07,0,109
"76",1.99635e-07,0,112
"77",1.93646e-07,0,114
"78",1.87836e-07,0,116
"79",1.82201e-07,0,118
"80",1.76735e-07,0,117
"81",1.71433e-07,0,119
"82",1.6629e-07,0,121
"83",1.61301e-07,0,122
"84",1.56462e-07,0,123
"85",1.51769e-07,0,127
"86",1.47215e-07,0,128
"87",1.42799e-07,0,128
"88",1.38515e-07,0,129
"89",1.3436e-07,0,133
"90",1.30329e-07,0,135
"91",1.26419e-07,0,136
"92",1.22626e-07,0,141
"93",1.18948e-07,0,142
"94",1.15379e-07,0,142
"95",1.11918e-07,0,144
"96",1.0856e-07,0,145
"97",1.05303e-07,0,146
"98",1.02144e-07,0,146
"99",8.17155e-08,0,148
"100",7.9264e-08,0,148
