"","lambda","gamma","suppSize"
"1",0.0567028,0,0
"2",0.0561358,0,1
"3",0.0508334,0,3
"4",0.0270031,0,4
"5",0.0238479,0,5
"6",0.0195134,0,6
"7",0.0177401,0,7
"8",0.0171075,0,9
"9",0.0140735,0,10
"10",0.0137439,0,13
"11",0.0132136,0,14
"12",0.0128673,0,16
"13",0.0118641,0,18
"14",0.00969497,0,21
"15",0.00894886,0,22
"16",0.00812272,0,23
"17",0.00682206,0,24
"18",0.0042942,0,25
"19",0.00139228,0,26
"20",0.000258496,0,27
"21",0.000249963,0,29
"22",0.00010946,0,29
"23",8.74855e-05,0,32
"24",7.81314e-05,0,33
"25",6.82372e-05,0,34
"26",5.73606e-05,0,35
"27",5.47292e-05,0,35
"28",4.31647e-05,0,36
"29",3.26803e-05,0,37
"30",2.4985e-05,0,38
"31",2.46866e-05,0,40
"32",1.936e-05,0,41
"33",1.68301e-05,0,42
"34",1.27502e-05,0,43
"35",1.00137e-05,0,44
"36",9.71332e-06,0,45
"37",9.42192e-06,0,46
"38",7.48565e-06,0,47
"39",6.17613e-06,0,48
"40",5.99084e-06,0,48
"41",4.79267e-06,0,51
"42",4.64889e-06,0,52
"43",3.24073e-06,0,54
"44",2.97484e-06,0,56
"45",2.8856e-06,0,56
"46",2.30848e-06,0,59
"47",2.24134e-06,0,59
"48",1.79307e-06,0,62
"49",1.73928e-06,0,64
"50",1.6871e-06,0,66
"51",1.43706e-06,0,68
"52",1.40853e-06,0,69
"53",1.38959e-06,0,70
"54",1.31236e-06,0,75
"55",1.27299e-06,0,75
"56",1.01839e-06,0,77
"57",9.87838e-07,0,77
"58",7.9027e-07,0,80
"59",7.66562e-07,0,80
"60",6.1325e-07,0,83
"61",5.94852e-07,0,84
"62",5.77007e-07,0,84
"63",4.61605e-07,0,86
"64",4.47757e-07,0,89
"65",4.34324e-07,0,88
"66",4.21295e-07,0,90
"67",4.08656e-07,0,90
"68",3.26925e-07,0,92
"69",3.17117e-07,0,92
"70",2.53694e-07,0,98
"71",2.46083e-07,0,100
"72",2.387e-07,0,103
"73",2.31539e-07,0,103
"74",1.85231e-07,0,108
"75",1.79674e-07,0,112
"76",1.74284e-07,0,115
"77",1.69056e-07,0,115
"78",1.63984e-07,0,116
"79",1.59065e-07,0,118
"80",1.54293e-07,0,119
"81",1.49664e-07,0,121
"82",1.45174e-07,0,122
"83",1.40819e-07,0,124
"84",1.36594e-07,0,124
"85",1.09275e-07,0,125
"86",1.05997e-07,0,127
"87",1.02817e-07,0,127
"88",8.22537e-08,0,127
"89",6.5803e-08,0,131
"90",6.38289e-08,0,136
"91",6.1914e-08,0,141
"92",6.00566e-08,0,143
"93",5.82549e-08,0,143
"94",5.65072e-08,0,145
"95",5.4812e-08,0,145
"96",5.31677e-08,0,148
"97",5.15726e-08,0,150
"98",5.00255e-08,0,150
"99",4.00204e-08,0,152
"100",3.88197e-08,0,156
