"","lambda","gamma","suppSize"
"1",0.0389682,0,1
"2",0.0368515,0,2
"3",0.0325406,0,3
"4",0.0279859,0,4
"5",0.0268025,0,5
"6",0.0248321,0,6
"7",0.0211693,0,8
"8",0.0187506,0,9
"9",0.018078,0,10
"10",0.0163433,0,11
"11",0.0155778,0,12
"12",0.0153219,0,13
"13",0.014672,0,14
"14",0.0142764,0,15
"15",0.0121846,0,16
"16",0.0116265,0,17
"17",0.0113975,0,18
"18",0.0102212,0,22
"19",0.0100233,0,23
"20",0.00953663,0,24
"21",0.00139129,0,25
"22",0.000769038,0,26
"23",0.000523789,0,27
"24",0.000386475,0,28
"25",0.000362358,0,29
"26",0.000356993,0,30
"27",0.000218627,0,30
"28",0.000174902,0,32
"29",0.000138447,0,32
"30",0.000110757,0,33
"31",0.000102514,0,35
"32",8.40392e-05,0,36
"33",7.11692e-05,0,36
"34",5.69353e-05,0,37
"35",4.95457e-05,0,38
"36",3.6551e-05,0,40
"37",3.29951e-05,0,40
"38",2.3422e-05,0,42
"39",1.56699e-05,0,43
"40",1.20736e-05,0,44
"41",1.12111e-05,0,46
"42",1.06652e-05,0,47
"43",9.31335e-06,0,47
"44",6.29207e-06,0,49
"45",4.28416e-06,0,52
"46",3.19724e-06,0,54
"47",3.10133e-06,0,55
"48",3.00829e-06,0,56
"49",2.91804e-06,0,55
"50",2.8305e-06,0,56
"51",2.74558e-06,0,56
"52",2.19647e-06,0,58
"53",2.13057e-06,0,59
"54",2.06665e-06,0,60
"55",2.00465e-06,0,60
"56",1.60372e-06,0,62
"57",1.55561e-06,0,67
"58",1.50894e-06,0,67
"59",1.20716e-06,0,67
"60",9.50081e-07,0,70
"61",9.21578e-07,0,72
"62",8.93931e-07,0,73
"63",8.67113e-07,0,72
"64",8.411e-07,0,74
"65",8.15867e-07,0,76
"66",7.91391e-07,0,75
"67",7.67649e-07,0,75
"68",6.14119e-07,0,76
"69",5.95696e-07,0,77
"70",5.77825e-07,0,77
"71",4.6226e-07,0,80
"72",4.48392e-07,0,80
"73",3.58714e-07,0,80
"74",2.86971e-07,0,83
"75",2.78362e-07,0,83
"76",2.70011e-07,0,85
"77",2.61911e-07,0,87
"78",2.54053e-07,0,89
"79",2.46432e-07,0,90
"80",2.39039e-07,0,92
"81",2.31868e-07,0,92
"82",1.85494e-07,0,93
"83",1.79929e-07,0,95
"84",1.74531e-07,0,96
"85",1.69295e-07,0,97
"86",1.64217e-07,0,97
"87",1.31373e-07,0,99
"88",1.27432e-07,0,101
"89",1.23609e-07,0,101
"90",9.88872e-08,0,100
"91",9.59206e-08,0,102
"92",9.3043e-08,0,102
"93",7.44344e-08,0,102
"94",5.95475e-08,0,105
"95",5.77611e-08,0,107
"96",5.60283e-08,0,108
"97",5.43474e-08,0,108
"98",5.2717e-08,0,109
"99",5.11355e-08,0,112
"100",4.96014e-08,0,113
