"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"68",1960,1960,"[573, 681, 946, 981]",0,2.5,4.35,1,92,5.29669e-08
"80",1960,1960,"[573, 684, 946, 981]",0,2.55,4.35,1,68,3.49601e-07
"199",1960,1960,"[573, 681, 946, 982]",0,2.55,4.35,1,14,0.0124136
"340",465,465,"[122, 361, 630, 732]",0,2.4,4.9,1,91,5.4605e-08
"341",465,465,"[122, 363, 630, 732]",0,2.45,4.85,1,62,5.08891e-07
"343",465,465,"[122, 364, 630, 732]",0,2.45,4.9,1,93,5.13779e-08
"557",465,465,"[126, 367, 637, 736]",0,2.7,5.1,1,52,1.49154e-06
"580",465,465,"[123, 365, 629, 733]",0,2.4,5.15,1,95,4.83414e-08
"628",465,465,"[125, 364, 633, 733]",0,2.55,4.95,1,6,0.0219613
"687",465,465,"[122, 364, 630, 729]",0,2.4,4.95,1,89,5.80349e-08
"863",2024,2024,"[411, 600, 729, 1116]",0,2.25,5.1,1,19,0.00895011
"864",2024,2024,"[413, 600, 729, 1116]",0,2.3,5.1,1,42,4.92975e-06
"870",2024,2024,"[416, 600, 733, 1116]",0,2.4,5.1,1,82,1.28036e-07
"982",1705,1705,"[57, 169, 259, 674]",0,2.2,6.7,1,62,5.08891e-07
"989",280,280,"[146, 243, 442, 842]",0,2.4,6.55,1,58,8.45086e-07
"1083",280,280,"[147, 252, 446, 842]",0,2.55,6.75,1,25,0.000171649
"1096",280,280,"[152, 246, 448, 842]",0,2.65,6.5,1,98,4.41199e-08
"1275",280,280,"[150, 244, 445, 835]",0,2.4,6.7,1,94,4.98365e-08
"1468",280,280,"[149, 247, 449, 837]",0,2.55,6.6,1,12,0.0145702
"1747",1705,1705,"[60, 170, 258, 677]",0,2.15,7.15,1,38,8.18656e-06
"1750",1705,1705,"[60, 170, 260, 677]",0,2.2,7.1,1,39,7.94097e-06
"1890",1705,1705,"[58, 169, 257, 672]",0,2.1,6.9,1,18,0.00920924
"1975",1705,1705,"[59, 169, 257, 676]",0,2.15,6.95,1,64,4.78815e-07
"1983",1705,1705,"[66, 170, 257, 676]",0,2.25,7,1,35,2.02505e-05
"2054",280,280,"[148, 248, 443, 835]",0,2.35,6.85,1,62,5.08891e-07
"2060",280,280,"[147, 245, 447, 835]",0,2.35,6.85,1,60,6.55787e-07
"2138",465,465,"[127, 366, 633, 735]",0,2.7,4.8,1,65,4.64451e-07
