"","lambda","gamma","suppSize"
"1",0.0444332,0,0
"2",0.0439889,0,1
"3",0.0347857,0,2
"4",0.0323417,0,3
"5",0.0304865,0,4
"6",0.0287965,0,5
"7",0.0213883,0,6
"8",0.020784,0,7
"9",0.0182236,0,8
"10",0.0161176,0,9
"11",0.0159413,0,12
"12",0.0156719,0,13
"13",0.0155047,0,14
"14",0.014786,0,16
"15",0.0140879,0,17
"16",0.0135301,0,19
"17",0.0129136,0,20
"18",0.0119113,0,21
"19",0.0109854,0,22
"20",0.0103788,0,23
"21",0.000983986,0,24
"22",0.000658678,0,25
"23",0.000407407,0,25
"24",0.000325926,0,27
"25",0.00022135,0,27
"26",0.000145712,0,27
"27",0.000116569,0,29
"28",9.87443e-05,0,30
"29",7.39789e-05,0,30
"30",5.91831e-05,0,33
"31",5.74076e-05,0,34
"32",5.47388e-05,0,36
"33",4.45227e-05,0,37
"34",3.27081e-05,0,38
"35",2.49778e-05,0,39
"36",2.33456e-05,0,40
"37",2.09774e-05,0,41
"38",1.50851e-05,0,42
"39",1.46693e-05,0,42
"40",1.17354e-05,0,46
"41",1.13834e-05,0,46
"42",8.97827e-06,0,46
"43",7.18262e-06,0,50
"44",6.96714e-06,0,50
"45",5.04128e-06,0,52
"46",4.89004e-06,0,52
"47",3.91203e-06,0,57
"48",3.79467e-06,0,58
"49",3.68083e-06,0,58
"50",2.94467e-06,0,60
"51",2.85633e-06,0,61
"52",2.77064e-06,0,61
"53",2.21651e-06,0,63
"54",2.15001e-06,0,63
"55",1.72001e-06,0,64
"56",1.66841e-06,0,64
"57",1.33473e-06,0,68
"58",1.29469e-06,0,69
"59",1.25585e-06,0,69
"60",1.00468e-06,0,69
"61",8.03742e-07,0,76
"62",7.79629e-07,0,80
"63",7.5624e-07,0,80
"64",6.04992e-07,0,84
"65",5.86843e-07,0,85
"66",5.69237e-07,0,86
"67",5.5216e-07,0,88
"68",5.35595e-07,0,87
"69",5.19528e-07,0,91
"70",5.03942e-07,0,93
"71",4.88823e-07,0,93
"72",3.91059e-07,0,96
"73",3.79327e-07,0,97
"74",3.67947e-07,0,97
"75",3.56909e-07,0,100
"76",3.46202e-07,0,99
"77",3.35815e-07,0,100
"78",3.25741e-07,0,101
"79",3.15969e-07,0,102
"80",3.0649e-07,0,102
"81",2.45192e-07,0,104
"82",2.37836e-07,0,105
"83",2.30701e-07,0,107
"84",2.2378e-07,0,108
"85",2.17067e-07,0,108
"86",1.73653e-07,0,109
"87",1.68444e-07,0,111
"88",1.6339e-07,0,111
"89",1.30712e-07,0,112
"90",1.26791e-07,0,114
"91",1.22987e-07,0,114
"92",9.83897e-08,0,116
"93",9.5438e-08,0,118
"94",9.25749e-08,0,118
"95",7.40599e-08,0,120
"96",7.18381e-08,0,121
"97",6.9683e-08,0,124
"98",6.75925e-08,0,126
"99",6.55647e-08,0,127
"100",6.35978e-08,0,128
