"","lambda","gamma","suppSize"
"1",0.0527133,0,1
"2",0.0491688,0,2
"3",0.0290523,0,3
"4",0.028511,0,4
"5",0.0262546,0,5
"6",0.0243863,0,6
"7",0.0237505,0,7
"8",0.0183465,0,8
"9",0.0173374,0,9
"10",0.0146767,0,12
"11",0.0140117,0,13
"12",0.0138084,0,14
"13",0.0136517,0,15
"14",0.0126208,0,18
"15",0.0110554,0,19
"16",0.010276,0,20
"17",0.010027,0,23
"18",0.00847299,0,24
"19",0.00812806,0,25
"20",0.00056842,0,25
"21",0.000258203,0,26
"22",0.000255387,0,26
"23",0.00020431,0,28
"24",0.00012618,0,30
"25",0.000104649,0,30
"26",8.37192e-05,0,31
"27",6.53042e-05,0,34
"28",4.33438e-05,0,35
"29",4.20435e-05,0,35
"30",3.36348e-05,0,35
"31",2.69078e-05,0,36
"32",2.61006e-05,0,36
"33",2.08805e-05,0,39
"34",2.02541e-05,0,39
"35",1.62032e-05,0,42
"36",1.57171e-05,0,42
"37",1.25737e-05,0,46
"38",1.21965e-05,0,46
"39",9.75721e-06,0,50
"40",9.46449e-06,0,50
"41",7.57159e-06,0,51
"42",7.34444e-06,0,52
"43",6.55924e-06,0,55
"44",6.36246e-06,0,55
"45",5.08997e-06,0,59
"46",4.93727e-06,0,59
"47",3.94982e-06,0,62
"48",3.83132e-06,0,62
"49",3.71638e-06,0,64
"50",3.60489e-06,0,64
"51",2.88391e-06,0,66
"52",2.7974e-06,0,67
"53",2.71347e-06,0,69
"54",2.63207e-06,0,69
"55",2.10566e-06,0,73
"56",2.04249e-06,0,73
"57",1.63399e-06,0,77
"58",1.58497e-06,0,77
"59",1.26798e-06,0,78
"60",1.22994e-06,0,79
"61",1.19304e-06,0,80
"62",1.15725e-06,0,80
"63",9.25797e-07,0,84
"64",8.98023e-07,0,86
"65",8.71083e-07,0,86
"66",6.96866e-07,0,87
"67",6.7596e-07,0,88
"68",6.55681e-07,0,89
"69",6.36011e-07,0,89
"70",5.08809e-07,0,92
"71",4.93544e-07,0,93
"72",4.78738e-07,0,95
"73",4.64376e-07,0,95
"74",3.71501e-07,0,97
"75",3.60356e-07,0,97
"76",2.88285e-07,0,103
"77",2.79636e-07,0,104
"78",2.71247e-07,0,105
"79",2.6311e-07,0,107
"80",2.55216e-07,0,106
"81",2.4756e-07,0,109
"82",2.40133e-07,0,108
"83",2.32929e-07,0,109
"84",2.25941e-07,0,111
"85",2.19163e-07,0,113
"86",2.12588e-07,0,116
"87",2.0621e-07,0,116
"88",2.00024e-07,0,117
"89",1.94023e-07,0,117
"90",1.55219e-07,0,121
"91",1.50562e-07,0,122
"92",1.46045e-07,0,120
"93",1.41664e-07,0,122
"94",1.37414e-07,0,124
"95",1.33292e-07,0,124
"96",1.06633e-07,0,126
"97",1.03434e-07,0,128
"98",1.00331e-07,0,131
"99",9.73213e-08,0,131
"100",9.44017e-08,0,132
