"","lambda","gamma","suppSize"
"1",0.0418304,0,1
"2",0.0372617,0,2
"3",0.0330075,0,3
"4",0.0294665,0,5
"5",0.0248726,0,7
"6",0.0216167,0,8
"7",0.0161958,0,9
"8",0.0159434,0,10
"9",0.0147853,0,11
"10",0.0143461,0,13
"11",0.014036,0,14
"12",0.0137144,0,15
"13",0.012579,0,17
"14",0.0119778,0,18
"15",0.0118385,0,19
"16",0.0101687,0,20
"17",0.00976705,0,21
"18",0.00965105,0,23
"19",0.0094483,0,24
"20",0.00915417,0,25
"21",0.00500785,0,25
"22",0.00400628,0,26
"23",0.000775222,0,27
"24",0.000582084,0,28
"25",0.000382837,0,28
"26",0.00030627,0,29
"27",0.000196993,0,29
"28",0.000115274,0,29
"29",9.22194e-05,0,31
"30",4.19215e-05,0,32
"31",3.89129e-05,0,33
"32",2.76912e-05,0,34
"33",1.59457e-05,0,37
"34",1.54673e-05,0,37
"35",1.23739e-05,0,38
"36",1.20027e-05,0,38
"37",1.0637e-05,0,41
"38",7.99923e-06,0,44
"39",6.98155e-06,0,45
"40",6.77211e-06,0,47
"41",5.77974e-06,0,49
"42",5.60635e-06,0,49
"43",5.42637e-06,0,51
"44",3.56044e-06,0,51
"45",2.84835e-06,0,54
"46",2.7629e-06,0,56
"47",2.68002e-06,0,57
"48",2.59962e-06,0,60
"49",2.0353e-06,0,62
"50",1.97424e-06,0,62
"51",1.57939e-06,0,65
"52",1.53201e-06,0,66
"53",1.48605e-06,0,66
"54",1.18884e-06,0,68
"55",1.15317e-06,0,69
"56",1.11858e-06,0,69
"57",8.94863e-07,0,72
"58",8.68017e-07,0,72
"59",6.94414e-07,0,73
"60",6.73581e-07,0,75
"61",6.53374e-07,0,76
"62",6.33773e-07,0,76
"63",5.07018e-07,0,76
"64",4.05615e-07,0,78
"65",3.93446e-07,0,78
"66",3.14757e-07,0,80
"67",3.05314e-07,0,82
"68",2.96155e-07,0,82
"69",2.36924e-07,0,84
"70",2.29816e-07,0,85
"71",2.22922e-07,0,85
"72",2.16234e-07,0,85
"73",1.72987e-07,0,87
"74",1.67798e-07,0,90
"75",1.62764e-07,0,92
"76",1.57881e-07,0,92
"77",1.53144e-07,0,94
"78",1.4855e-07,0,97
"79",1.44093e-07,0,97
"80",1.15275e-07,0,97
"81",9.22198e-08,0,102
"82",8.94532e-08,0,102
"83",7.15626e-08,0,103
"84",6.94157e-08,0,104
"85",6.73332e-08,0,104
"86",5.38666e-08,0,105
"87",5.22506e-08,0,104
"88",5.06831e-08,0,106
"89",4.91626e-08,0,105
"90",4.76877e-08,0,106
"91",4.62571e-08,0,108
"92",4.48694e-08,0,109
"93",4.35233e-08,0,110
"94",4.22176e-08,0,109
"95",4.0951e-08,0,111
"96",3.97225e-08,0,112
"97",3.85308e-08,0,116
"98",3.73749e-08,0,112
"99",3.62537e-08,0,113
"100",3.51661e-08,0,114
