"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"8",1455,1455,"[223, 392, 556, 887]",0,2.15,3.95,1,23,8.00836e-05
"43",1553,1553,"[174, 514, 563, 1081]",0,2.75,3.85,1,1,0.0316197
"104",158,158,"[369, 574, 757, 1136]",0,2.75,3.85,1,84,1.11117e-07
"128",1455,1455,"[221, 392, 556, 887]",0,2.1,4.05,1,20,0.000186988
"134",1455,1455,"[227, 393, 556, 887]",0,2.2,4.05,1,17,0.000330225
"267",1455,1455,"[218, 390, 552, 888]",0,1.9,4.25,1,55,1.008e-06
"857",1455,1455,"[226, 395, 555, 904]",0,2.2,4.55,1,5,0.020451
"873",1553,1553,"[173, 510, 558, 1079]",0,2.35,4.4,1,52,1.33915e-06
"889",1553,1553,"[173, 513, 558, 1080]",0,2.45,4.4,1,33,9.71915e-06
"1262",158,158,"[366, 575, 755, 1136]",0,2.65,4.1,1,26,3.65265e-05
"1263",158,158,"[367, 575, 755, 1136]",0,2.65,4.15,1,23,8.00836e-05
"1415",1485,1485,"[309, 532, 743, 828]",0,2.55,5.2,1,48,2.19035e-06
"1878",1485,1485,"[313, 534, 749, 830]",0,2.65,5.55,1,5,0.020451
"1956",1242,1242,"[162, 355, 815, 988]",0,2.5,5.6,1,11,0.0130553
"2189",1242,1242,"[163, 361, 836, 989]",0,2.7,5.85,1,56,1.00449e-06
"2192",1242,1242,"[167, 361, 836, 989]",0,2.75,5.9,1,89,9.54199e-08
"2231",1242,1242,"[166, 360, 821, 992]",0,2.7,5.8,1,33,9.71915e-06
"2523",1242,1242,"[165, 359, 836, 991]",0,2.8,5.65,1,80,1.84526e-07
"2524",1242,1242,"[166, 359, 836, 991]",0,2.8,5.7,1,73,3.35752e-07
"2659",612,612,"[209, 241, 379, 1172]",0,2.8,5.95,1,77,2.02182e-07
"2779",1440,1440,"[208, 270, 465, 926]",0,2.6,6.5,1,40,5.52961e-06
"2780",1440,1440,"[211, 270, 465, 926]",0,2.65,6.45,1,43,3.94748e-06
"2793",1440,1440,"[208, 270, 466, 926]",0,2.65,6.45,1,79,1.90233e-07
"3060",612,612,"[210, 242, 379, 1173]",0,2.8,6.1,1,6,0.0183854
"3206",39,39,"[37, 411, 572, 1033]",0,2.85,3.35,1,11,0.0130553
"3226",39,39,"[41, 414, 587, 1033]",0,3.05,3.15,1,23,8.00836e-05
"3234",39,39,"[35, 414, 588, 1033]",0,3,3.15,1,52,1.33915e-06
"3246",39,39,"[35, 414, 589, 1033]",0,3,3.2,1,47,2.25809e-06
"3258",39,39,"[42, 415, 592, 1033]",0,3.1,3.35,1,28,2.66564e-05
"3361",251,251,"[201, 430, 571, 720]",0,3.15,3.7,1,20,0.000186988
"3394",251,251,"[198, 430, 571, 725]",0,3.15,3.75,1,66,5.03846e-07
"3468",251,251,"[193, 429, 564, 722]",0,2.8,4,1,79,1.90233e-07
"3508",665,665,"[75, 964, 1002, 1217]",0,3.2,3.4,1,95,6.55523e-08
"3562",1553,1553,"[177, 517, 564, 1082]",0,2.85,3.95,1,80,1.84526e-07
"3658",158,158,"[373, 590, 758, 1138]",0,2.95,3.85,1,55,1.008e-06
"3690",158,158,"[373, 591, 768, 1138]",0,3.05,3.95,1,3,0.0278815
"3691",251,251,"[197, 429, 564, 722]",0,2.85,4.05,1,12,0.0125749
"3816",316,316,"[29, 625, 1094, 1184]",0,3.2,4.35,1,3,0.0278815
"4031",158,158,"[374, 575, 755, 1136]",0,2.75,4.15,1,57,9.74352e-07
"4038",158,158,"[374, 575, 760, 1136]",0,2.8,4.15,1,85,1.07783e-07
"4050",158,158,"[374, 575, 755, 1137]",0,2.75,4.2,1,49,2.15713e-06
