"","lambda","gamma","suppSize"
"1",0.0353795,0,1
"2",0.0340409,0,2
"3",0.0281196,0,3
"4",0.0236676,0,4
"5",0.0211058,0,5
"6",0.0203137,0,7
"7",0.0201085,0,9
"8",0.0194105,0,10
"9",0.0191603,0,11
"10",0.0185483,0,12
"11",0.0176084,0,14
"12",0.0165065,0,15
"13",0.0162745,0,16
"14",0.0160833,0,17
"15",0.0142055,0,19
"16",0.0121705,0,21
"17",0.0104434,0,23
"18",0.00982482,0,24
"19",0.000712544,0,25
"20",0.00049163,0,26
"21",0.000254206,0,26
"22",0.000203365,0,28
"23",0.000137411,0,28
"24",8.90555e-05,0,29
"25",6.87056e-05,0,31
"26",3.95744e-05,0,33
"27",3.70357e-05,0,35
"28",3.20038e-05,0,36
"29",2.2947e-05,0,38
"30",2.04351e-05,0,39
"31",1.9822e-05,0,39
"32",1.58576e-05,0,40
"33",1.3764e-05,0,40
"34",1.10112e-05,0,42
"35",1.08205e-05,0,43
"36",9.91945e-06,0,44
"37",8.8541e-06,0,46
"38",7.20554e-06,0,46
"39",5.76443e-06,0,46
"40",4.61155e-06,0,57
"41",4.4732e-06,0,58
"42",4.339e-06,0,59
"43",4.20883e-06,0,59
"44",3.36707e-06,0,59
"45",2.69365e-06,0,61
"46",2.61284e-06,0,62
"47",2.53446e-06,0,63
"48",2.45842e-06,0,64
"49",2.38467e-06,0,64
"50",1.90774e-06,0,64
"51",1.52619e-06,0,69
"52",1.4804e-06,0,69
"53",1.18432e-06,0,72
"54",1.14879e-06,0,73
"55",1.11433e-06,0,73
"56",8.91464e-07,0,76
"57",8.6472e-07,0,76
"58",6.91776e-07,0,77
"59",6.71023e-07,0,78
"60",6.50892e-07,0,78
"61",5.20714e-07,0,79
"62",5.05092e-07,0,79
"63",4.04074e-07,0,80
"64",3.91952e-07,0,82
"65",3.80193e-07,0,82
"66",3.68787e-07,0,85
"67",3.57724e-07,0,86
"68",3.46992e-07,0,87
"69",3.36582e-07,0,88
"70",3.26485e-07,0,88
"71",2.61188e-07,0,90
"72",2.53352e-07,0,91
"73",2.45752e-07,0,90
"74",2.38379e-07,0,91
"75",2.31228e-07,0,92
"76",2.24291e-07,0,92
"77",2.17562e-07,0,93
"78",2.11035e-07,0,93
"79",1.68828e-07,0,96
"80",1.63763e-07,0,96
"81",1.31011e-07,0,99
"82",1.2708e-07,0,100
"83",1.23268e-07,0,100
"84",9.86143e-08,0,105
"85",9.56559e-08,0,107
"86",9.27862e-08,0,107
"87",9.00026e-08,0,107
"88",7.20021e-08,0,110
"89",6.98421e-08,0,113
"90",6.77468e-08,0,115
"91",6.57144e-08,0,117
"92",6.3743e-08,0,118
"93",6.18307e-08,0,120
"94",5.99757e-08,0,121
"95",5.81765e-08,0,120
"96",5.64312e-08,0,121
"97",5.47382e-08,0,123
"98",5.30961e-08,0,123
"99",5.15032e-08,0,123
"100",4.12026e-08,0,126
