"","lambda","gamma","suppSize"
"1",0.0448171,0,1
"2",0.0366595,0,2
"3",0.0343482,0,3
"4",0.0332319,0,4
"5",0.0202235,0,5
"6",0.019574,0,6
"7",0.0184134,0,7
"8",0.0182076,0,9
"9",0.0166315,0,11
"10",0.016314,0,13
"11",0.0158245,0,17
"12",0.0154721,0,18
"13",0.0150837,0,19
"14",0.0146805,0,20
"15",0.0116307,0,21
"16",0.0113721,0,22
"17",0.00790788,0,23
"18",0.00774379,0,24
"19",0.0065223,0,25
"20",0.000460877,0,26
"21",0.000411265,0,27
"22",0.000310986,0,27
"23",0.000248789,0,28
"24",0.000164946,0,29
"25",0.00015678,0,30
"26",0.000152397,0,31
"27",0.000100313,0,32
"28",7.73304e-05,0,33
"29",7.18601e-05,0,34
"30",7.14109e-05,0,34
"31",5.52096e-05,0,36
"32",5.35533e-05,0,36
"33",4.28427e-05,0,37
"34",4.15574e-05,0,37
"35",3.32459e-05,0,37
"36",2.65967e-05,0,39
"37",2.04883e-05,0,41
"38",1.71223e-05,0,41
"39",1.27688e-05,0,41
"40",1.02151e-05,0,42
"41",8.70136e-06,0,43
"42",7.84232e-06,0,44
"43",7.46267e-06,0,45
"44",6.43642e-06,0,47
"45",6.12983e-06,0,48
"46",5.85013e-06,0,49
"47",5.34115e-06,0,50
"48",4.98471e-06,0,51
"49",4.67702e-06,0,52
"50",3.97391e-06,0,53
"51",3.65979e-06,0,53
"52",2.92783e-06,0,57
"53",2.84364e-06,0,59
"54",2.75833e-06,0,58
"55",2.67558e-06,0,58
"56",2.14046e-06,0,62
"57",2.07625e-06,0,64
"58",2.01396e-06,0,64
"59",1.61117e-06,0,67
"60",1.5719e-06,0,68
"61",1.46917e-06,0,71
"62",1.22085e-06,0,72
"63",1.18422e-06,0,73
"64",1.1487e-06,0,74
"65",1.11423e-06,0,74
"66",8.91388e-07,0,78
"67",8.64646e-07,0,81
"68",8.38707e-07,0,82
"69",8.13546e-07,0,83
"70",7.89139e-07,0,83
"71",7.65465e-07,0,85
"72",7.42501e-07,0,85
"73",5.94001e-07,0,87
"74",5.76181e-07,0,88
"75",5.58895e-07,0,89
"76",5.42129e-07,0,90
"77",5.25865e-07,0,91
"78",5.10089e-07,0,93
"79",4.94786e-07,0,95
"80",4.79943e-07,0,96
"81",4.65544e-07,0,96
"82",3.72435e-07,0,100
"83",3.61262e-07,0,101
"84",3.50424e-07,0,101
"85",3.39912e-07,0,102
"86",3.29714e-07,0,103
"87",3.19823e-07,0,105
"88",3.10228e-07,0,106
"89",3.00921e-07,0,106
"90",2.40737e-07,0,108
"91",2.33515e-07,0,109
"92",2.2651e-07,0,109
"93",1.81208e-07,0,113
"94",1.75771e-07,0,114
"95",1.70498e-07,0,113
"96",1.65383e-07,0,117
"97",1.60422e-07,0,118
"98",1.55609e-07,0,120
"99",1.50941e-07,0,121
"100",1.46413e-07,0,122
