"","lambda","gamma","suppSize"
"1",0.0607333,0,0
"2",0.060126,0,1
"3",0.0517015,0,2
"4",0.0332128,0,3
"5",0.0316627,0,4
"6",0.020545,0,6
"7",0.0194999,0,7
"8",0.0163837,0,8
"9",0.0155847,0,10
"10",0.0150951,0,12
"11",0.0147212,0,14
"12",0.0143947,0,16
"13",0.0131898,0,18
"14",0.0123118,0,19
"15",0.00996909,0,20
"16",0.00953156,0,21
"17",0.00871968,0,23
"18",0.00640558,0,24
"19",0.00600993,0,25
"20",0.000588765,0,25
"21",0.000438514,0,26
"22",0.00027841,0,27
"23",0.000170982,0,28
"24",0.000115464,0,29
"25",9.18902e-05,0,29
"26",7.14305e-05,0,30
"27",6.86279e-05,0,30
"28",6.29661e-05,0,31
"29",5.07629e-05,0,32
"30",4.90207e-05,0,32
"31",3.92166e-05,0,36
"32",3.25709e-05,0,39
"33",3.08272e-05,0,40
"34",2.99023e-05,0,40
"35",2.39219e-05,0,43
"36",2.32042e-05,0,42
"37",2.25081e-05,0,43
"38",2.18329e-05,0,43
"39",1.74663e-05,0,44
"40",1.69423e-05,0,44
"41",1.35538e-05,0,45
"42",1.31472e-05,0,45
"43",1.05178e-05,0,45
"44",8.41422e-06,0,47
"45",8.16179e-06,0,46
"46",7.91694e-06,0,47
"47",7.67943e-06,0,47
"48",6.14355e-06,0,50
"49",5.95924e-06,0,50
"50",4.76739e-06,0,51
"51",4.62437e-06,0,51
"52",3.6995e-06,0,56
"53",3.58851e-06,0,58
"54",3.48086e-06,0,57
"55",3.37643e-06,0,59
"56",3.27514e-06,0,59
"57",2.62011e-06,0,60
"58",2.54151e-06,0,60
"59",2.0332e-06,0,63
"60",1.97221e-06,0,63
"61",1.57777e-06,0,68
"62",1.33778e-06,0,69
"63",1.29765e-06,0,70
"64",1.25872e-06,0,71
"65",1.22096e-06,0,73
"66",1.18433e-06,0,73
"67",9.47465e-07,0,75
"68",9.19041e-07,0,76
"69",8.9147e-07,0,77
"70",8.64725e-07,0,77
"71",8.38784e-07,0,79
"72",7.63736e-07,0,80
"73",7.40824e-07,0,81
"74",7.18599e-07,0,82
"75",6.97041e-07,0,83
"76",6.7613e-07,0,84
"77",6.55846e-07,0,84
"78",5.24677e-07,0,86
"79",5.08936e-07,0,87
"80",4.93668e-07,0,87
"81",3.94935e-07,0,89
"82",3.83087e-07,0,91
"83",3.71594e-07,0,92
"84",3.60446e-07,0,94
"85",3.49633e-07,0,96
"86",3.39144e-07,0,96
"87",2.71315e-07,0,100
"88",2.63176e-07,0,99
"89",2.5528e-07,0,102
"90",2.47622e-07,0,102
"91",1.98097e-07,0,105
"92",1.92155e-07,0,106
"93",1.8639e-07,0,108
"94",1.80798e-07,0,110
"95",1.75374e-07,0,112
"96",1.70113e-07,0,114
"97",1.6501e-07,0,114
"98",1.32008e-07,0,117
"99",1.28048e-07,0,117
"100",1.24206e-07,0,117
