"","lambda","gamma","suppSize"
"1",0.0550347,0,0
"2",0.0544843,0,1
"3",0.041485,0,2
"4",0.0340612,0,3
"5",0.0307752,0,4
"6",0.0275175,0,5
"7",0.025161,0,6
"8",0.0190581,0,7
"9",0.0178518,0,8
"10",0.0157681,0,10
"11",0.0151372,0,11
"12",0.0139404,0,12
"13",0.0137841,0,16
"14",0.0123464,0,17
"15",0.0121996,0,19
"16",0.0114665,0,21
"17",0.0106054,0,23
"18",0.0101403,0,25
"19",0.000177821,0,26
"20",0.000167151,0,27
"21",0.000146083,0,27
"22",0.000116867,0,29
"23",9.10159e-05,0,30
"24",6.89437e-05,0,30
"25",5.5155e-05,0,30
"26",4.4124e-05,0,34
"27",3.47909e-05,0,37
"28",2.71612e-05,0,38
"29",2.65449e-05,0,39
"30",2.26336e-05,0,39
"31",1.81069e-05,0,40
"32",1.50221e-05,0,39
"33",1.27628e-05,0,40
"34",1.23799e-05,0,41
"35",1.20085e-05,0,41
"36",1.15055e-05,0,41
"37",9.2044e-06,0,44
"38",7.76796e-06,0,44
"39",6.21437e-06,0,47
"40",5.65722e-06,0,49
"41",4.98709e-06,0,50
"42",4.68688e-06,0,52
"43",4.54627e-06,0,53
"44",4.40988e-06,0,54
"45",4.27759e-06,0,55
"46",4.14926e-06,0,55
"47",3.31941e-06,0,55
"48",2.65553e-06,0,60
"49",2.57586e-06,0,61
"50",2.49858e-06,0,61
"51",1.99887e-06,0,63
"52",1.9389e-06,0,63
"53",1.55112e-06,0,64
"54",1.50459e-06,0,64
"55",1.20367e-06,0,67
"56",1.16756e-06,0,67
"57",9.34048e-07,0,68
"58",9.06026e-07,0,69
"59",8.78846e-07,0,70
"60",8.5248e-07,0,71
"61",8.26906e-07,0,72
"62",8.02099e-07,0,74
"63",7.78036e-07,0,75
"64",7.54695e-07,0,76
"65",7.32054e-07,0,76
"66",5.85643e-07,0,79
"67",5.68074e-07,0,80
"68",5.51031e-07,0,81
"69",5.34501e-07,0,83
"70",5.18466e-07,0,85
"71",5.02912e-07,0,87
"72",4.87824e-07,0,89
"73",4.73189e-07,0,90
"74",4.58994e-07,0,91
"75",4.45224e-07,0,90
"76",4.31867e-07,0,90
"77",3.45494e-07,0,95
"78",3.35129e-07,0,98
"79",3.25075e-07,0,98
"80",2.6006e-07,0,99
"81",2.52258e-07,0,101
"82",2.44691e-07,0,102
"83",2.3735e-07,0,106
"84",2.30229e-07,0,107
"85",2.23322e-07,0,107
"86",1.78658e-07,0,110
"87",1.73298e-07,0,110
"88",1.68099e-07,0,110
"89",1.34479e-07,0,112
"90",1.30445e-07,0,113
"91",1.26532e-07,0,113
"92",1.01225e-07,0,114
"93",9.81886e-08,0,119
"94",9.52429e-08,0,120
"95",9.23856e-08,0,120
"96",8.96141e-08,0,121
"97",8.69257e-08,0,123
"98",8.43179e-08,0,124
"99",8.17883e-08,0,124
"100",7.93347e-08,0,124
