"","lambda","gamma","suppSize"
"1",0.0407561,0,0
"2",0.0403485,0,1
"3",0.0366142,0,2
"4",0.0335144,0,3
"5",0.0253056,0,5
"6",0.0249994,0,6
"7",0.0224086,0,7
"8",0.0213969,0,8
"9",0.0166836,0,10
"10",0.0162572,0,12
"11",0.015883,0,14
"12",0.0154788,0,15
"13",0.0142098,0,16
"14",0.013749,0,17
"15",0.0133414,0,19
"16",0.0110061,0,20
"17",0.0104479,0,23
"18",0.0102367,0,24
"19",0.00867844,0,25
"20",0.00250334,0,26
"21",0.000573383,0,26
"22",0.000458558,0,27
"23",0.000291672,0,28
"24",0.00017963,0,29
"25",0.000140167,0,29
"26",0.000112134,0,33
"27",8.6765e-05,0,34
"28",7.05738e-05,0,36
"29",4.72845e-05,0,37
"30",4.41027e-05,0,39
"31",3.83601e-05,0,40
"32",2.93661e-05,0,40
"33",2.34929e-05,0,41
"34",2.16335e-05,0,42
"35",2.06673e-05,0,42
"36",1.65338e-05,0,46
"37",1.53745e-05,0,46
"38",1.09817e-05,0,47
"39",1.0672e-05,0,49
"40",1.02633e-05,0,49
"41",9.40676e-06,0,50
"42",7.0534e-06,0,52
"43",6.06204e-06,0,53
"44",5.6324e-06,0,56
"45",4.54987e-06,0,57
"46",4.33915e-06,0,60
"47",4.20898e-06,0,61
"48",3.71893e-06,0,62
"49",3.37564e-06,0,62
"50",2.67489e-06,0,64
"51",2.54014e-06,0,65
"52",2.46393e-06,0,66
"53",2.38379e-06,0,67
"54",2.28858e-06,0,67
"55",1.83086e-06,0,68
"56",1.65254e-06,0,69
"57",1.60297e-06,0,70
"58",1.51551e-06,0,70
"59",1.21241e-06,0,74
"60",1.17603e-06,0,74
"61",9.40827e-07,0,78
"62",9.12602e-07,0,79
"63",8.85224e-07,0,80
"64",8.58668e-07,0,81
"65",8.32908e-07,0,81
"66",6.66326e-07,0,82
"67",6.46336e-07,0,83
"68",6.26946e-07,0,85
"69",6.08138e-07,0,88
"70",5.89894e-07,0,87
"71",5.72197e-07,0,90
"72",5.55031e-07,0,90
"73",4.44025e-07,0,93
"74",4.30704e-07,0,93
"75",3.44563e-07,0,96
"76",3.34226e-07,0,98
"77",3.242e-07,0,101
"78",3.14474e-07,0,103
"79",3.05039e-07,0,105
"80",2.95888e-07,0,106
"81",2.87012e-07,0,106
"82",2.29609e-07,0,108
"83",2.22721e-07,0,110
"84",2.16039e-07,0,114
"85",2.09558e-07,0,115
"86",2.03271e-07,0,115
"87",1.62617e-07,0,115
"88",1.30094e-07,0,116
"89",1.26191e-07,0,119
"90",1.22405e-07,0,124
"91",1.18733e-07,0,125
"92",1.15171e-07,0,126
"93",1.11716e-07,0,129
"94",1.08364e-07,0,132
"95",1.05113e-07,0,133
"96",1.0196e-07,0,132
"97",9.89013e-08,0,133
"98",9.59342e-08,0,134
"99",9.30562e-08,0,134
"100",7.4445e-08,0,141
