"","lambda","gamma","suppSize"
"1",0.0441071,0,0
"2",0.043666,0,1
"3",0.0383907,0,2
"4",0.0369858,0,3
"5",0.0290789,0,4
"6",0.0236594,0,5
"7",0.022763,0,6
"8",0.0186291,0,7
"9",0.0162222,0,8
"10",0.0159561,0,10
"11",0.0157517,0,12
"12",0.0153429,0,14
"13",0.0150043,0,15
"14",0.0143548,0,16
"15",0.0136087,0,17
"16",0.012868,0,18
"17",0.0124492,0,19
"18",0.0122625,0,21
"19",0.0106972,0,23
"20",0.00982157,0,24
"21",0.00494858,0,25
"22",0.00285358,0,26
"23",0.000361946,0,27
"24",0.000285193,0,29
"25",0.00022272,0,30
"26",0.000142786,0,30
"27",0.000114229,0,30
"28",9.13832e-05,0,32
"29",8.47607e-05,0,33
"30",6.46722e-05,0,34
"31",5.36591e-05,0,34
"32",4.29272e-05,0,36
"33",3.34623e-05,0,37
"34",2.5505e-05,0,37
"35",2.01117e-05,0,39
"36",1.79621e-05,0,39
"37",1.43697e-05,0,42
"38",1.39386e-05,0,41
"39",1.25857e-05,0,44
"40",1.22081e-05,0,44
"41",9.7665e-06,0,45
"42",8.46224e-06,0,46
"43",8.23589e-06,0,49
"44",7.98881e-06,0,49
"45",6.39105e-06,0,50
"46",6.19932e-06,0,50
"47",4.95945e-06,0,53
"48",4.81067e-06,0,53
"49",3.84854e-06,0,58
"50",3.73308e-06,0,60
"51",3.62109e-06,0,60
"52",2.89687e-06,0,60
"53",2.80996e-06,0,62
"54",2.72567e-06,0,64
"55",2.6439e-06,0,65
"56",2.56458e-06,0,65
"57",2.05166e-06,0,65
"58",1.64133e-06,0,67
"59",1.59209e-06,0,68
"60",1.54433e-06,0,70
"61",1.498e-06,0,71
"62",1.45306e-06,0,71
"63",1.16245e-06,0,71
"64",9.29957e-07,0,73
"65",9.02058e-07,0,73
"66",7.21647e-07,0,76
"67",6.99997e-07,0,78
"68",6.78997e-07,0,81
"69",6.58627e-07,0,83
"70",6.38869e-07,0,82
"71",6.19702e-07,0,83
"72",6.01111e-07,0,84
"73",5.83078e-07,0,84
"74",4.66462e-07,0,84
"75",3.7317e-07,0,88
"76",3.61975e-07,0,90
"77",3.51116e-07,0,90
"78",2.80892e-07,0,94
"79",2.72466e-07,0,95
"80",2.64292e-07,0,97
"81",2.56363e-07,0,98
"82",2.48672e-07,0,98
"83",1.98938e-07,0,100
"84",1.9297e-07,0,99
"85",1.8718e-07,0,101
"86",1.81565e-07,0,102
"87",1.76118e-07,0,102
"88",1.40894e-07,0,106
"89",1.36668e-07,0,107
"90",1.32568e-07,0,111
"91",1.28591e-07,0,113
"92",1.24733e-07,0,111
"93",1.20991e-07,0,112
"94",1.17361e-07,0,111
"95",1.1384e-07,0,112
"96",1.10425e-07,0,112
"97",8.83401e-08,0,115
"98",8.56899e-08,0,116
"99",8.31192e-08,0,119
"100",8.06256e-08,0,118
