"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"1",367,367,"[117, 315, 489, 1081]",0,2.9,2.85,1,93,1.70603e-07
"2",367,367,"[118, 315, 489, 1081]",0,2.95,2.8,1,78,4.80238e-07
"18",367,367,"[118, 315, 492, 1081]",0,3,2.8,1,83,3.40121e-07
"87",709,709,"[190, 399, 589, 981]",0,2.25,3.25,1,22,0.000744918
"349",1133,1133,"[169, 380, 446, 1064]",0,2.7,3.35,1,63,1.35184e-06
"607",709,709,"[190, 403, 591, 983]",0,2.4,3.4,1,47,5.76748e-06
"694",709,709,"[190, 403, 591, 982]",0,2.4,3.35,1,40,1.27093e-05
"696",709,709,"[190, 403, 592, 982]",0,2.4,3.4,1,45,7.83292e-06
"928",1133,1133,"[168, 377, 445, 1062]",0,2.5,3.65,1,32,3.38291e-05
"934",1133,1133,"[169, 381, 445, 1062]",0,2.6,3.55,1,79,4.6583e-07
"1105",709,709,"[192, 403, 594, 997]",0,2.65,3.55,1,4,0.0281084
"1457",1133,1133,"[169, 381, 445, 1066]",0,2.65,3.55,1,87,2.48335e-07
"1479",1133,1133,"[170, 380, 446, 1066]",0,2.7,3.5,1,10,0.0135832
"1871",626,626,"[36, 111, 674, 827]",0,2.85,6.25,1,37,1.66984e-05
"1913",626,626,"[36, 111, 674, 820]",0,2.75,6.25,1,85,2.63934e-07
"1931",626,626,"[40, 111, 674, 824]",0,2.85,6.35,1,93,1.70603e-07
"2021",626,626,"[40, 107, 675, 821]",0,2.75,6.4,1,13,0.0118734
"2065",1201,1201,"[82, 361, 415, 753]",0,3.2,2.3,1,17,0.00879823
"2107",1201,1201,"[82, 359, 421, 753]",0,3.25,2.15,1,92,1.75879e-07
"2109",1201,1201,"[86, 359, 421, 753]",0,3.3,2.15,1,59,1.527e-06
"2334",1201,1201,"[88, 371, 418, 760]",0,3.35,2.75,1,36,2.00629e-05
"2466",367,367,"[121, 320, 492, 1081]",0,3.1,2.9,1,8,0.014686
"2472",367,367,"[119, 320, 493, 1081]",0,3.05,2.95,1,27,7.88127e-05
"2604",222,222,"[286, 354, 570, 858]",0,3.1,3.95,1,39,1.4548e-05
"2794",222,222,"[287, 356, 571, 858]",0,3.1,4.15,1,7,0.0184861
"2797",222,222,"[287, 368, 571, 858]",0,3.15,4.1,1,52,3.36885e-06
"3524",255,255,"[239, 629, 832, 1024]",0,3.1,6.05,1,14,0.0108376
"3640",727,727,"[194, 429, 664, 736]",0,3.1,6.9,1,48,5.59446e-06
"3807",727,727,"[195, 431, 667, 737]",0,3.3,6.6,1,11,0.0134147
"3873",727,727,"[194, 431, 664, 735]",0,3.15,6.8,1,85,2.63934e-07
"4054",1793,1793,"[157, 390, 549, 597]",0,3.55,4.05,1,40,1.27093e-05
"4093",1793,1793,"[154, 387, 549, 598]",0,3.5,4.05,1,48,5.59446e-06
"4098",1793,1793,"[157, 390, 549, 598]",0,3.6,4.05,1,94,1.65485e-07
"4380",1793,1793,"[161, 394, 553, 600]",0,3.8,4.1,1,83,3.40121e-07
"4497",1793,1793,"[162, 390, 554, 601]",0,3.75,4.25,1,13,0.0118734
"4508",1793,1793,"[162, 395, 554, 601]",0,3.8,4.3,1,96,1.55705e-07
"4592",1514,1514,"[99, 311, 780, 1026]",0,3.85,4.75,1,86,2.56016e-07
"4615",1207,1207,"[91, 291, 554, 779]",0,3.6,4.4,1,33,2.58818e-05
"4640",1514,1514,"[98, 310, 779, 1025]",0,3.85,4.55,1,13,0.0118734
"4712",1514,1514,"[91, 308, 783, 1025]",0,3.75,4.65,1,54,2.61423e-06
"4715",1514,1514,"[95, 308, 783, 1025]",0,3.8,4.7,1,57,1.96778e-06
"4720",1514,1514,"[95, 310, 783, 1025]",0,3.85,4.65,1,88,2.40885e-07
"4723",1973,1973,"[688, 845, 934, 1029]",0,3.75,5.35,1,1,0.0411226
"4764",1973,1973,"[689, 846, 932, 1032]",0,3.75,5.65,1,38,1.53122e-05
"4799",517,517,"[328, 561, 693, 1099]",0,3.95,5.7,1,6,0.0226195
"4804",517,517,"[326, 558, 680, 1088]",0,3.6,5.7,1,20,0.00194182
"4824",517,517,"[326, 561, 689, 1088]",0,3.75,5.75,1,81,4.383e-07
"4825",517,517,"[326, 564, 689, 1088]",0,3.8,5.75,1,78,4.80238e-07
"4828",517,517,"[326, 564, 693, 1088]",0,3.85,5.75,1,25,0.00012743
"5019",1636,1636,"[58, 425, 708, 950]",0,4.1,5.95,1,65,1.04903e-06
"5055",623,623,"[58, 214, 906, 950]",0,4.15,5.9,1,41,1.18606e-05
"5093",1636,1636,"[59, 426, 709, 951]",0,4.1,6.15,1,72,8.47597e-07
"5109",1636,1636,"[58, 423, 713, 951]",0,4.1,6.05,1,8,0.014686
"5118",1636,1636,"[59, 425, 713, 951]",0,4.15,6.1,1,87,2.48335e-07
"5123",1636,1636,"[59, 426, 713, 951]",0,4.15,6.15,1,83,3.40121e-07
"5380",1653,1653,"[77, 440, 699, 787]",0,4.75,2.9,1,79,4.6583e-07
"5663",652,652,"[138, 246, 634, 721]",0,4.65,2.25,1,19,0.00634706
"5712",652,652,"[141, 246, 636, 721]",0,4.75,2.25,1,89,2.33659e-07
"5880",652,652,"[141, 246, 634, 726]",0,4.75,2.25,1,50,4.3413e-06
