"","lambda","gamma","suppSize"
"1",0.0506546,0,0
"2",0.050148,0,1
"3",0.0397266,0,2
"4",0.0368507,0,3
"5",0.0234049,0,4
"6",0.0224015,0,6
"7",0.0214955,0,7
"8",0.0174695,0,8
"9",0.0157801,0,10
"10",0.015465,0,13
"11",0.0148964,0,15
"12",0.0146093,0,16
"13",0.0140808,0,21
"14",0.0111632,0,22
"15",0.0109284,0,23
"16",0.0093741,0,24
"17",0.0078617,0,25
"18",0.000417502,0,26
"19",0.000253554,0,27
"20",0.000194734,0,27
"21",0.000155787,0,29
"22",0.00013096,0,30
"23",0.000110576,0,30
"24",8.84611e-05,0,31
"25",7.59648e-05,0,32
"26",5.26501e-05,0,33
"27",4.43632e-05,0,35
"28",3.48985e-05,0,37
"29",2.80361e-05,0,38
"30",2.20271e-05,0,39
"31",1.78293e-05,0,40
"32",1.33696e-05,0,41
"33",1.20952e-05,0,42
"34",1.17323e-05,0,42
"35",9.38586e-06,0,42
"36",7.50868e-06,0,47
"37",7.28342e-06,0,48
"38",7.06492e-06,0,48
"39",5.65194e-06,0,50
"40",5.48238e-06,0,50
"41",4.3859e-06,0,53
"42",4.25433e-06,0,54
"43",4.1267e-06,0,55
"44",4.0029e-06,0,56
"45",3.88281e-06,0,56
"46",3.10625e-06,0,58
"47",3.01306e-06,0,58
"48",2.41045e-06,0,61
"49",2.33813e-06,0,61
"50",1.87051e-06,0,65
"51",1.81439e-06,0,65
"52",1.75996e-06,0,66
"53",1.70716e-06,0,66
"54",1.36573e-06,0,69
"55",1.32476e-06,0,69
"56",1.05981e-06,0,75
"57",1.02801e-06,0,75
"58",8.22409e-07,0,76
"59",7.97737e-07,0,76
"60",7.73805e-07,0,77
"61",7.50591e-07,0,80
"62",7.28073e-07,0,82
"63",7.06231e-07,0,82
"64",5.64985e-07,0,83
"65",5.48035e-07,0,83
"66",4.38428e-07,0,87
"67",4.25275e-07,0,89
"68",4.12517e-07,0,89
"69",3.30014e-07,0,91
"70",3.20113e-07,0,92
"71",3.1051e-07,0,92
"72",2.48408e-07,0,94
"73",2.40956e-07,0,95
"74",2.33727e-07,0,96
"75",2.26715e-07,0,97
"76",2.19914e-07,0,99
"77",2.13316e-07,0,101
"78",2.06917e-07,0,103
"79",2.00709e-07,0,103
"80",1.60567e-07,0,105
"81",1.5575e-07,0,105
"82",1.246e-07,0,107
"83",1.20862e-07,0,108
"84",1.17236e-07,0,109
"85",1.13719e-07,0,110
"86",1.10308e-07,0,111
"87",1.06999e-07,0,112
"88",1.03789e-07,0,112
"89",1.00675e-07,0,113
"90",9.76547e-08,0,114
"91",9.4725e-08,0,116
"92",9.18833e-08,0,118
"93",8.91268e-08,0,118
"94",7.13014e-08,0,121
"95",6.91624e-08,0,123
"96",6.70875e-08,0,122
"97",6.50749e-08,0,124
"98",6.31226e-08,0,125
"99",6.1229e-08,0,127
"100",5.93921e-08,0,126
