"","lambda","gamma","suppSize"
"1",0.0370294,0,0
"2",0.0366591,0,2
"3",0.0299937,0,3
"4",0.0288136,0,5
"5",0.0239357,0,7
"6",0.0208862,0,8
"7",0.0191826,0,9
"8",0.0161512,0,11
"9",0.0151168,0,12
"10",0.0147497,0,13
"11",0.013777,0,14
"12",0.0134585,0,15
"13",0.0130881,0,16
"14",0.0127181,0,17
"15",0.0123562,0,18
"16",0.0118412,0,19
"17",0.0116672,0,23
"18",0.0106605,0,24
"19",0.00171514,0,25
"20",0.0016568,0,26
"21",0.000936848,0,27
"22",0.000304839,0,28
"23",0.000108452,0,29
"24",9.32405e-05,0,30
"25",6.21185e-05,0,31
"26",5.93302e-05,0,32
"27",4.24381e-05,0,33
"28",4.02336e-05,0,34
"29",2.12195e-05,0,36
"30",1.76131e-05,0,38
"31",1.69616e-05,0,39
"32",1.4943e-05,0,40
"33",1.26431e-05,0,40
"34",1.01145e-05,0,44
"35",9.81106e-06,0,44
"36",7.84885e-06,0,48
"37",7.61338e-06,0,48
"38",6.09071e-06,0,50
"39",5.90799e-06,0,50
"40",4.72639e-06,0,52
"41",4.5846e-06,0,55
"42",4.44706e-06,0,56
"43",4.31365e-06,0,57
"44",4.18424e-06,0,56
"45",4.05592e-06,0,56
"46",3.24474e-06,0,59
"47",3.20049e-06,0,60
"48",3.10447e-06,0,61
"49",2.89135e-06,0,62
"50",2.80461e-06,0,63
"51",2.72047e-06,0,63
"52",2.17638e-06,0,68
"53",2.11109e-06,0,67
"54",2.04775e-06,0,67
"55",1.6382e-06,0,70
"56",1.58906e-06,0,70
"57",1.54138e-06,0,71
"58",1.49514e-06,0,71
"59",1.19611e-06,0,75
"60",1.16023e-06,0,77
"61",1.12542e-06,0,77
"62",9.00339e-07,0,78
"63",8.73329e-07,0,84
"64",8.47129e-07,0,85
"65",8.21715e-07,0,86
"66",7.97064e-07,0,86
"67",7.73152e-07,0,86
"68",6.18521e-07,0,87
"69",5.99966e-07,0,88
"70",5.81967e-07,0,89
"71",5.64508e-07,0,88
"72",5.47573e-07,0,90
"73",5.31145e-07,0,90
"74",4.24916e-07,0,93
"75",4.12169e-07,0,94
"76",3.99804e-07,0,96
"77",3.8781e-07,0,97
"78",3.76175e-07,0,97
"79",3.0094e-07,0,101
"80",2.91912e-07,0,101
"81",2.83155e-07,0,102
"82",2.7466e-07,0,101
"83",2.6642e-07,0,101
"84",2.13136e-07,0,105
"85",2.06742e-07,0,104
"86",2.0054e-07,0,103
"87",1.94524e-07,0,104
"88",1.88688e-07,0,105
"89",1.83027e-07,0,104
"90",1.77537e-07,0,104
"91",1.42029e-07,0,106
"92",1.37768e-07,0,106
"93",1.33635e-07,0,107
"94",1.29626e-07,0,107
"95",1.25737e-07,0,107
"96",1.0059e-07,0,107
"97",8.0472e-08,0,109
"98",7.80578e-08,0,112
"99",7.57161e-08,0,113
"100",7.34446e-08,0,112
