"","lambda","gamma","suppSize"
"1",0.0499107,0,1
"2",0.0406651,0,2
"3",0.0297793,0,3
"4",0.0232749,0,4
"5",0.0223493,0,5
"6",0.0213053,0,6
"7",0.0208262,0,7
"8",0.0196681,0,9
"9",0.0170685,0,10
"10",0.0154752,0,12
"11",0.0151383,0,14
"12",0.0144113,0,15
"13",0.0139805,0,16
"14",0.0136556,0,18
"15",0.0122489,0,20
"16",0.0109287,0,21
"17",0.0107476,0,24
"18",0.000537646,0,25
"19",0.000384377,0,26
"20",0.000365218,0,27
"21",0.000243411,0,28
"22",0.000163266,0,29
"23",0.000109015,0,29
"24",8.72117e-05,0,30
"25",6.49282e-05,0,30
"26",4.93387e-05,0,30
"27",3.9471e-05,0,33
"28",3.71698e-05,0,35
"29",2.20529e-05,0,39
"30",2.1032e-05,0,40
"31",1.56921e-05,0,42
"32",1.16017e-05,0,43
"33",1.04153e-05,0,43
"34",8.33224e-06,0,46
"35",7.97127e-06,0,47
"36",7.12712e-06,0,47
"37",5.70169e-06,0,53
"38",5.45144e-06,0,54
"39",5.28789e-06,0,54
"40",4.23032e-06,0,57
"41",4.10341e-06,0,57
"42",3.28272e-06,0,61
"43",3.18424e-06,0,61
"44",2.54739e-06,0,62
"45",2.47097e-06,0,63
"46",2.39684e-06,0,64
"47",2.32494e-06,0,65
"48",2.25519e-06,0,65
"49",1.80415e-06,0,65
"50",1.44332e-06,0,71
"51",1.40002e-06,0,72
"52",1.35802e-06,0,73
"53",1.31728e-06,0,74
"54",1.27776e-06,0,75
"55",1.23943e-06,0,76
"56",1.20225e-06,0,76
"57",9.61797e-07,0,76
"58",7.69438e-07,0,77
"59",7.46355e-07,0,80
"60",7.23964e-07,0,82
"61",7.02245e-07,0,84
"62",6.81178e-07,0,84
"63",5.44942e-07,0,88
"64",5.28594e-07,0,89
"65",5.12736e-07,0,91
"66",4.97354e-07,0,91
"67",3.97883e-07,0,91
"68",3.18307e-07,0,97
"69",3.08757e-07,0,99
"70",2.99495e-07,0,97
"71",2.9051e-07,0,98
"72",2.81794e-07,0,98
"73",2.25436e-07,0,99
"74",2.18673e-07,0,100
"75",2.12112e-07,0,101
"76",2.05749e-07,0,101
"77",1.64599e-07,0,106
"78",1.59661e-07,0,108
"79",1.54871e-07,0,111
"80",1.50225e-07,0,111
"81",1.2018e-07,0,113
"82",1.16575e-07,0,114
"83",1.13078e-07,0,115
"84",1.09685e-07,0,115
"85",8.77482e-08,0,116
"86",8.51157e-08,0,119
"87",8.25623e-08,0,123
"88",8.00854e-08,0,126
"89",7.76828e-08,0,127
"90",7.53523e-08,0,126
"91",7.30918e-08,0,127
"92",7.0899e-08,0,128
"93",6.8772e-08,0,130
"94",6.67089e-08,0,132
"95",6.47076e-08,0,134
"96",6.27664e-08,0,134
"97",6.08834e-08,0,137
"98",5.90569e-08,0,138
"99",5.72852e-08,0,138
"100",4.58281e-08,0,140
