"","lambda","gamma","suppSize"
"1",0.0476912,0,0
"2",0.0472143,0,1
"3",0.034377,0,2
"4",0.0282515,0,4
"5",0.021064,0,9
"6",0.0192019,0,10
"7",0.0172431,0,11
"8",0.0156672,0,12
"9",0.0153032,0,13
"10",0.0124071,0,17
"11",0.0117205,0,20
"12",0.0106253,0,21
"13",0.0096722,0,22
"14",0.00861128,0,23
"15",0.00812305,0,24
"16",0.00673139,0,24
"17",0.00555084,0,25
"18",0.00280724,0,26
"19",0.000548909,0,27
"20",0.000530486,0,28
"21",0.000464195,0,29
"22",0.000437932,0,29
"23",0.000339755,0,29
"24",0.000271804,0,30
"25",0.000118758,0,30
"26",9.50062e-05,0,34
"27",8.54366e-05,0,35
"28",5.7434e-05,0,35
"29",4.59472e-05,0,38
"30",3.58297e-05,0,39
"31",3.47549e-05,0,38
"32",3.3624e-05,0,38
"33",2.68992e-05,0,40
"34",2.40458e-05,0,43
"35",2.27627e-05,0,45
"36",2.07285e-05,0,47
"37",1.97717e-05,0,48
"38",1.77075e-05,0,49
"39",1.24821e-05,0,52
"40",1.06713e-05,0,53
"41",9.82388e-06,0,55
"42",7.89052e-06,0,57
"43",7.36703e-06,0,57
"44",5.89362e-06,0,58
"45",4.85371e-06,0,61
"46",4.7081e-06,0,60
"47",4.42568e-06,0,62
"48",4.33106e-06,0,63
"49",4.21002e-06,0,64
"50",3.72299e-06,0,64
"51",2.97839e-06,0,66
"52",2.88904e-06,0,66
"53",2.31123e-06,0,70
"54",2.2419e-06,0,71
"55",2.17464e-06,0,73
"56",2.1094e-06,0,74
"57",2.04612e-06,0,74
"58",1.63689e-06,0,74
"59",1.30951e-06,0,74
"60",1.04761e-06,0,77
"61",1.01618e-06,0,79
"62",9.85698e-07,0,79
"63",7.88558e-07,0,84
"64",7.64902e-07,0,84
"65",6.11921e-07,0,87
"66",5.93564e-07,0,88
"67",5.75757e-07,0,88
"68",4.60605e-07,0,90
"69",4.46787e-07,0,90
"70",3.5743e-07,0,95
"71",3.46707e-07,0,95
"72",2.77366e-07,0,98
"73",2.69045e-07,0,100
"74",2.60973e-07,0,101
"75",2.53144e-07,0,101
"76",2.02515e-07,0,101
"77",1.62012e-07,0,104
"78",1.57152e-07,0,106
"79",1.52437e-07,0,107
"80",1.47864e-07,0,108
"81",1.43428e-07,0,108
"82",1.39125e-07,0,109
"83",1.34952e-07,0,110
"84",1.30903e-07,0,110
"85",1.04722e-07,0,110
"86",8.3778e-08,0,113
"87",8.12646e-08,0,115
"88",7.88267e-08,0,118
"89",7.64619e-08,0,119
"90",7.4168e-08,0,119
"91",5.93344e-08,0,121
"92",5.75544e-08,0,124
"93",5.58278e-08,0,126
"94",5.41529e-08,0,128
"95",5.25283e-08,0,128
"96",4.20227e-08,0,133
"97",4.0762e-08,0,134
"98",3.95391e-08,0,136
"99",3.8353e-08,0,136
"100",3.06824e-08,0,136
