"","lambda","gamma","suppSize"
"1",0.0355142,0,0
"2",0.0351591,0,1
"3",0.033893,0,2
"4",0.0326958,0,3
"5",0.0270919,0,4
"6",0.0251313,0,5
"7",0.0244982,0,7
"8",0.0223542,0,8
"9",0.0217917,0,9
"10",0.0164764,0,10
"11",0.0155875,0,13
"12",0.0152029,0,14
"13",0.0149422,0,15
"14",0.0142236,0,16
"15",0.0130365,0,17
"16",0.0124204,0,19
"17",0.0121533,0,22
"18",0.010879,0,24
"19",0.0100798,0,25
"20",0.000649049,0,26
"21",0.000452628,0,27
"22",0.000357227,0,28
"23",0.000268461,0,29
"24",0.000206963,0,30
"25",0.000118547,0,30
"26",8.7427e-05,0,32
"27",7.24069e-05,0,34
"28",6.15514e-05,0,36
"29",4.44464e-05,0,41
"30",3.67924e-05,0,42
"31",2.69562e-05,0,44
"32",2.63108e-05,0,46
"33",2.29184e-05,0,47
"34",2.13989e-05,0,48
"35",1.92763e-05,0,49
"36",1.56905e-05,0,50
"37",1.53506e-05,0,51
"38",1.489e-05,0,51
"39",1.1912e-05,0,53
"40",1.15547e-05,0,53
"41",9.24374e-06,0,54
"42",8.96642e-06,0,54
"43",7.17314e-06,0,54
"44",5.73851e-06,0,58
"45",5.56636e-06,0,60
"46",5.39936e-06,0,61
"47",5.23738e-06,0,61
"48",4.18991e-06,0,64
"49",4.06421e-06,0,64
"50",3.25137e-06,0,71
"51",3.15383e-06,0,74
"52",3.05921e-06,0,74
"53",2.96744e-06,0,75
"54",2.87841e-06,0,76
"55",2.79206e-06,0,77
"56",2.7083e-06,0,76
"57",2.43822e-06,0,76
"58",1.95058e-06,0,78
"59",1.89206e-06,0,79
"60",1.8353e-06,0,80
"61",1.78024e-06,0,80
"62",1.42419e-06,0,83
"63",1.38147e-06,0,84
"64",1.34002e-06,0,86
"65",1.29982e-06,0,86
"66",1.03986e-06,0,90
"67",1.00866e-06,0,90
"68",8.06929e-07,0,93
"69",7.82722e-07,0,93
"70",6.26177e-07,0,93
"71",5.00942e-07,0,95
"72",4.85914e-07,0,95
"73",3.88731e-07,0,98
"74",3.77069e-07,0,98
"75",3.01655e-07,0,102
"76",2.92605e-07,0,104
"77",2.83827e-07,0,105
"78",2.75313e-07,0,109
"79",2.67053e-07,0,112
"80",2.59042e-07,0,113
"81",2.5127e-07,0,113
"82",2.01016e-07,0,114
"83",1.94986e-07,0,118
"84",1.89136e-07,0,118
"85",1.83462e-07,0,120
"86",1.77958e-07,0,121
"87",1.72619e-07,0,122
"88",1.67441e-07,0,125
"89",1.62418e-07,0,126
"90",1.57545e-07,0,127
"91",1.52819e-07,0,128
"92",1.48234e-07,0,127
"93",1.43787e-07,0,129
"94",1.39474e-07,0,129
"95",1.11579e-07,0,131
"96",1.08231e-07,0,131
"97",8.65852e-08,0,134
"98",8.39876e-08,0,137
"99",8.1468e-08,0,137
"100",6.51744e-08,0,138
