"","lambda","gamma","suppSize"
"1",0.0430756,0,0
"2",0.0426449,0,1
"3",0.0393682,0,2
"4",0.035275,0,3
"5",0.023547,0,4
"6",0.0203538,0,6
"7",0.0198381,0,7
"8",0.0192301,0,8
"9",0.0181683,0,9
"10",0.0177557,0,11
"11",0.0172654,0,12
"12",0.0166279,0,13
"13",0.0158151,0,14
"14",0.0155163,0,15
"15",0.0153,0,17
"16",0.0150746,0,18
"17",0.0143224,0,19
"18",0.0106967,0,21
"19",0.0101232,0,23
"20",0.00871213,0,24
"21",0.00692304,0,25
"22",0.0018755,0,26
"23",0.00113063,0,27
"24",0.000515211,0,27
"25",0.000255791,0,27
"26",0.000181421,0,28
"27",0.000159247,0,29
"28",0.000151216,0,30
"29",8.68339e-05,0,32
"30",5.59738e-05,0,34
"31",4.85829e-05,0,35
"32",4.71254e-05,0,38
"33",3.67141e-05,0,41
"34",2.47355e-05,0,43
"35",2.09091e-05,0,44
"36",2.02818e-05,0,44
"37",1.47767e-05,0,45
"38",1.45574e-05,0,46
"39",1.34321e-05,0,46
"40",1.07457e-05,0,49
"41",1.06351e-05,0,50
"42",9.67546e-06,0,51
"43",9.55396e-06,0,51
"44",7.15654e-06,0,54
"45",6.94184e-06,0,54
"46",5.55347e-06,0,55
"47",5.38687e-06,0,55
"48",4.30949e-06,0,57
"49",4.18021e-06,0,60
"50",4.0548e-06,0,60
"51",3.24384e-06,0,61
"52",3.18336e-06,0,62
"53",3.08786e-06,0,64
"54",2.62955e-06,0,64
"55",2.10364e-06,0,67
"56",2.04053e-06,0,68
"57",1.97932e-06,0,68
"58",1.58345e-06,0,72
"59",1.53595e-06,0,73
"60",1.48987e-06,0,77
"61",1.44517e-06,0,77
"62",1.15614e-06,0,80
"63",1.12146e-06,0,81
"64",1.08781e-06,0,81
"65",8.70249e-07,0,81
"66",6.96199e-07,0,83
"67",6.75313e-07,0,86
"68",6.55054e-07,0,85
"69",6.35402e-07,0,89
"70",6.1634e-07,0,91
"71",5.9785e-07,0,91
"72",4.7828e-07,0,93
"73",4.63932e-07,0,95
"74",4.50014e-07,0,97
"75",4.36513e-07,0,96
"76",4.23418e-07,0,96
"77",3.38734e-07,0,98
"78",3.28572e-07,0,99
"79",3.18715e-07,0,100
"80",3.09154e-07,0,101
"81",2.99879e-07,0,102
"82",2.90883e-07,0,103
"83",2.82156e-07,0,105
"84",2.73692e-07,0,105
"85",2.18953e-07,0,109
"86",2.12385e-07,0,110
"87",2.06013e-07,0,109
"88",1.99833e-07,0,111
"89",1.93838e-07,0,112
"90",1.88023e-07,0,112
"91",1.82382e-07,0,112
"92",1.45906e-07,0,113
"93",1.41528e-07,0,115
"94",1.37283e-07,0,116
"95",1.33164e-07,0,116
"96",1.06531e-07,0,118
"97",1.03335e-07,0,121
"98",1.00235e-07,0,122
"99",9.72282e-08,0,124
"100",9.43113e-08,0,129
