gene,x,y
Tpm4,1479.5919392481896,1595.2351356626048
Ppm1g,1482.493654838156,1584.5437023447114
Tomm40,1481.9187213524483,1584.0414534644856
Khdrbs1,1486.6872521030073,1574.3320852136196
Tpm4,1487.5915978355238,1561.483083092504
Khdrbs1,1497.5911761020218,1598.2429783644052
Rarg,1499.9985892278191,1579.09222319964
Arpc5,1504.077946522718,1593.8210192962588
Khdrbs1,1508.9745178064888,1544.5629383669818
Mrpl17,1509.0203806752163,1544.8415551523965
Cops7a,1511.4514839580004,1550.236386750502
Khdrbs1,1513.0057255143142,1501.6543979568382
Ppm1g,1514.12448718698,1507.3146947267785
Gsto1,1518.646316345343,1507.727633797117
Cops7a,1518.7567727953165,1518.0719317158057
Arpc5,1520.329045957841,1578.001293555028
Tpm4,1521.4875648545667,1559.5811814074252
Rarg,1523.3291203172353,1493.4588986950969
Mvd,1527.743864758551,1562.638712226471
Arpc5,1527.924494927707,1558.2526940225582
Mvd,1530.8001123838808,1489.234281885353
Khdrbs1,1531.545217381022,1499.0229249871254
Ppm1g,1550.473536053034,1398.7874174921517
Khdrbs1,1552.7197903050896,1487.3670291150129
Cops7a,1553.9482519221992,1409.2073984935448
Arpc5,1555.5556384660886,1518.5481894351574
Ppm1g,1556.3833098235334,1443.6319768638734
Arpc5,1559.2262658927802,1451.488722749014
Mvd,1559.7135438875334,1444.610120145593
Rarg,1560.483516033459,1393.731633433732
Spp1,1566.1557088389277,1195.7846709584462
Khdrbs1,1567.123559419332,1212.7255543345443
Spp1,1568.8837357624204,1377.9959122831065
Khdrbs1,1569.3377681303157,1493.4888438293835
Ppm1g,1569.7952577173137,1520.2352962649106
Rps15a,1568.7058335759823,1327.3009016340602
Lamp2,1568.7361273578388,1326.9192441852074
Khdrbs1,1570.5914202674162,1459.056866431171
Rpl15,1570.523584769202,1392.6779554657085
Eef1g,1571.7024508472823,1348.66119128305
Clta,1572.090427510616,1350.3218340536353
Il1rl1,1573.6839083269942,1366.3391802534134
Aco2,1571.9732882800656,1366.1653528548272
Ppm1g,1572.3051312779414,1370.2132179394448
Mbd3,1573.113954701796,1181.0618059105454
Zfp36l1,1573.2166297263325,1515.2344740503936
Tpm4,1572.976530483578,1353.7181216390914
Khdrbs1,1573.9503111072972,1131.0845313383284
Khdrbs1,1574.664047526875,1345.9432965263354
Mvd,1575.247310145848,1507.9540932773896
Tpm4,1575.190931447599,1473.436722428659
Spp1,1576.44611335866,1242.066128658886
Khdrbs1,1577.4814953234882,1161.9920140567442
Rarg,1577.394549278865,1486.4593754753578
Zfp36l1,1577.4754766337255,1494.18054736351
Tpm4,1577.224309926755,1193.7231286780004
Spp1,1579.4056813801185,1381.9421557039138
Zfp36l1,1580.0651836276022,1419.4033360395565
Mvd,1580.206327835307,1385.156583761938
Spp1,1582.2690276725396,1342.6583400482664
Rarg,1583.5010570524048,1322.3688433309894
Tpm4,1584.047808886381,1427.6868228968578
Slc38a2,1583.7489236164392,1392.496350275755
Pkm,1583.668525307757,1438.9956401576326
Cs,1583.30543135343,1440.2509656675684
Nr2f2,1584.4517214262128,1438.3884515616169
Arpc5,1584.6350483147037,1438.3964169091053
Ltbp3,1585.5031673175604,1193.9281732780846
Arpc5,1585.93159749451,1019.471623391692
Spp1,1585.8856517908664,1395.5356368498374
Spp1,1586.2592234927415,1132.6217284652537
Khdrbs1,1586.860050649898,1169.7589385968324
Mrpl4,1587.737671976524,1481.2225675081622
Tpm4,1586.6750488354628,1481.2174175365594
Khdrbs1,1588.311792172854,1116.9103892929083
Ppm1g,1587.1734712845398,1281.4814222152895
Mvd,1588.838736736528,1491.233244583072
Rpl18a,1587.9874423239326,1314.2830409205967
Arpc5,1590.015440560384,1160.4579517229529
Spp1,1590.1366078043886,1137.4984528617026
Mrpl38,1590.616903496693,1371.1311844555423
Spp1,1591.6783396606563,1376.218107922487
Arpc5,1591.76653389463,1281.0356832435402
Ppm1g,1592.7997284326086,1189.5951657461492
Ppm1g,1593.784255442813,1304.4849711448612
Tpm4,1594.5479767789952,1171.376702850598
Rarg,1595.2844356001258,1465.0881580147416
Eif4g2,1595.8690745456818,1465.2979031442217
Mrpl35,1596.330620925862,1407.5606658989605
Cs,1598.089630946264,1355.63447894963
Mvd,1596.663109072693,1356.405638705056
Khdrbs1,1597.0598958471978,1400.154638423424
Ppm1g,1596.5818072892234,1163.604255206987
Hspa9,1596.9783695521542,1427.1914334801534
Myh9,1597.3087178954772,1425.5449754584656
Oxct1,1597.3721616308078,1315.603201109048
Spp1,1598.1173894385122,1202.2601078642012
Ppm1g,1598.1550738549404,1090.5441905127195
Tpm4,1599.220465506945,1131.63860690391
Cops7a,1600.2872122340375,1115.151178400038
Tpm4,1600.805142280389,1024.8681312277558
Mrpl35,1601.2576030994178,1455.7840495158846
Tpm4,1600.9809642827977,1141.318086762467
Mvd,1601.2670475514717,1472.7237903696562
Ppm1g,1602.750168351492,1380.0726015212156
Khdrbs1,1602.9006449836502,1398.772970174255
Rarg,1603.747253676759,1284.857520499662
Spp1,1604.3227924553544,1357.8060648500098
Gsto1,1604.348792094778,1389.9285373660423
Rad21,1604.13702120977,1391.048212264925
U2af2,1604.5641995164383,1110.1760137467118
Ptbp1,1604.0097431226511,1110.688914220564
Ybx1,1604.1068675381175,1110.712392925409
Ppm1g,1604.1365198839376,1111.3534746095877
Ncl,1604.1419174863752,1110.6128444310389
Morf4l2,1604.7101910244044,1128.2088419184736
Arpc5,1605.0338594686514,1127.92785221257
Rpn2,1605.2121470210502,1272.2686918627728
Zfp36l1,1607.4881888534946,1039.0692507468389
Khdrbs1,1607.7893816787405,1162.7260808052365
Ncl,1609.3518465595516,1336.8961526960866
Lmna,1608.8414533743548,1335.6607984704683
Hspa8,1608.5216530396983,1336.6142258376915
Mvd,1609.269033612058,1135.369893726463
Khdrbs1,1610.261914529107,1052.6788893012035
Spp1,1609.7135232109824,1381.417098119516
Rarg,1611.0046505218904,1082.0493761804378
Eif3i,1612.0294842109768,1060.6204307703388
Vim,1611.5915909420582,1060.7303614696098
Rarg,1612.2096167935554,1071.0142147089707
Rpl15,1611.4376736581794,1361.233683951089
Spp1,1611.9598850964558,1275.7129786384387
Spp1,1612.7230098171085,1396.5209192862071
Pdha1,1614.2826771125594,1396.2380303730022
Timp2,1614.9757345816342,1397.1608676542407
