,gene,gene_number,x,y
0,Cops7a,17,135.62181270538542,1178.9717651221745
1,Tpm4,239,177.4060125458942,1170.8930309609243
2,Mvd,116,199.1204946572942,1176.173483117253
3,Khdrbs1,73,202.20795399024823,1173.1991703515446
4,Tpm4,239,204.01756525064008,1162.626570237427
5,Ppm1g,150,236.692196296828,1120.5649616469714
6,Gsto1,54,250.6778175105485,1142.879844928913
7,Tpm4,239,254.4430621585228,1160.3281821420146
8,Rarg,179,254.5805957277124,1176.3969103091215
9,Arpc5,8,260.4215661636249,1124.3116072827584
10,Tpm4,239,263.90969336165574,1149.7002807206543
11,Ppm1g,150,266.9855390056738,1130.9181579065898
12,Maged1,82,268.08153790912144,1138.7051951779924
13,Raly,177,267.9894431188136,1139.9337412243462
14,Cops7a,17,285.0968343258837,1167.369041319716
15,Vim,261,312.19790992568653,1180.6212797499863
16,Hspa8,62,311.96451585603654,1180.8573830023226
17,Sae1,199,312.85586107711504,1180.9686058027323
18,Rpsa,197,315.9445977498248,1176.1485534923336
19,Ppm1g,150,383.8263741842714,1228.9786194791773
20,Rpsa,197,407.3853065412359,1241.153326235873
21,Ppm1g,150,469.1044700611647,1289.2250866126935
22,Ppm1g,150,479.39909412864887,1297.2539742712484
23,G3bp1,49,612.0919454425882,1401.765832947853
24,Ppm1g,150,610.9173628612905,1402.322381790092
25,Khdrbs1,73,621.2609670900789,1400.7788892639437
26,Pkm,144,634.2120057202186,1403.619317755361
27,Sfpq,206,634.6373240402406,1403.3459139350502
28,Khdrbs1,73,648.5936166817678,1413.840977890363
29,Ppm1g,150,651.2819410305883,1431.7349584139895
30,Rpsa,197,661.1061711234286,1420.2952300263105
31,Pkm,144,660.3830390126385,1420.560440505061
32,Nr2f2,129,660.5006415025426,1422.8917903264946
33,Lamp1,74,661.176285795282,1419.3560916810804
34,negative_control,920,660.2130356084704,1421.2038264814869
35,negative_control,925,659.9957979024912,1423.2556481517863
36,Trap1,240,662.2202152556107,1440.738686450171
37,negative_control,789,663.6274268705708,1440.0923151381064
38,Polr2m,149,661.5224150322522,1442.1849700965254
39,negative_control,1717,662.6474521410365,1440.9196692452122
40,Mtap,114,663.8340843816839,1440.3688493091345
41,negative_control,1370,663.5114660470657,1445.9694087732175
42,Top2a,236,667.6509772197064,1469.870790622252
43,Stip1,221,668.3275905089757,1470.8516213367734
44,Mbd3,84,669.3131696453222,1470.9719836089516
45,Vim,261,667.4714173912729,1470.9619946282478
46,Rnf11,185,668.1524402602263,1468.5194450838435
47,Ppm1g,150,668.8812036438824,1448.195980914915
48,Cops7a,17,675.4551498710211,1472.9612392173417
49,negative_control,1945,683.8761042846979,1440.7421539153584
50,Rarg,179,687.3014172595824,1479.1159993653632
51,negative_control,1701,688.2702436209075,1498.2390195594585
52,Zfp36l1,269,688.0985349245316,1427.3403742195976
53,Thy1,228,691.4564966997282,1494.2093404409873
