gene,x,y
Arpc5,1294.831569700887,1254.9081826039026
Rarg,1302.6230725054943,976.7550611301948
Tpm4,1309.5239274885057,967.5721229915664
Khdrbs1,1313.7160570565104,1354.609673432847
Rpl21,1313.6069834735567,1356.4325277272656
Tpm4,1314.1007448650953,976.1902886560548
Khdrbs1,1314.3166206201554,1370.7679809278618
Rarg,1315.602831181222,969.5680319291668
Mvd,1318.2836330009911,1025.2025403525563
Tpm4,1319.306916251611,1197.8568129560836
Zfp36l1,1320.1630293745234,1149.2617951617417
Trps1,1319.8902454800043,1149.1508670171447
Rarg,1321.7965424977683,1007.3475645908528
Arpc5,1321.9086534232088,1366.3409442532886
Arpc5,1324.7309055628316,892.6317077320222
Rarg,1325.6961428299282,1037.461997639885
Vim,1325.888933971472,967.150636745756
Ddx17,1325.3816097643132,967.5614708437894
Arpc5,1327.34811010599,1191.7384445861553
Spp1,1329.4172158569188,1273.094760787052
Arpc5,1332.6871499574893,966.798780360984
Tpm4,1334.129850086535,1336.7197350191022
Cops7a,1334.8723515060478,1052.1662595825592
Rpl18a,1334.1597399272916,1308.293201424814
Tpm4,1334.9553391906118,1038.285561329238
Tpm4,1335.6389872761356,919.1929906940676
Tpm4,1335.8000432717374,1275.7213517324064
Lmna,1335.723900776458,1329.210512740888
Tnk2,1336.4369235369682,1328.735300765036
Tpm4,1337.5838184488202,1301.880151023498
Ltbp3,1338.3577217631157,1201.7294481768445
Ppm1g,1338.9521020852856,1256.4611513417096
Arpc5,1339.5724067645042,961.526620208712
Khdrbs1,1339.346768664341,1234.9813637551183
Arpc5,1340.974221085559,1019.839115671603
Cops7a,1342.855472830494,1096.359022325892
Spp1,1342.994664320357,1049.6595147973962
Rarg,1343.181787483786,1253.7373243692098
Mmp14,1344.1658484075206,1252.4005708004254
Cops7a,1345.073676838684,1060.856681005684
Tpm4,1345.2895946619465,997.297977326651
Arpc5,1345.8815884336457,1351.5952342003477
Spp1,1349.4776861656674,1282.0332881389977
Timp2,1348.0177266710073,1266.8090574117632
Khdrbs1,1349.591099213305,1266.443743202699
Ppm1g,1350.980399326271,886.6398596005663
Spp1,1351.266192337499,1101.3884913805402
Khdrbs1,1353.1010685338229,1347.2258637588843
Tpm4,1352.8418536149234,903.663884340288
Tpm4,1353.4233406306814,1244.226660001969
Arpc5,1352.9013569586489,1398.7666608611075
Spp1,1353.3728856878236,1304.698318078619
Tpm4,1356.5880890214544,1333.6181748002443
Cops7a,1357.1046058807628,1279.9649565894642
Khdrbs1,1358.0176056276223,1368.3095833695402
Tpm4,1359.5558807935977,1116.5941411302442
Arpc5,1358.9745016529623,1312.825661747272
Ppm1g,1359.9116477407706,915.9705106710549
Maged1,1358.137727848015,1262.8929992989465
Zfp36l1,1360.144580808238,1262.603746327557
Cops7a,1361.505488446192,921.899827690467
Ltbp3,1361.480561309023,1305.1721181850298
Cops7a,1362.569997145794,1011.3328779392956
Spp1,1363.8749697718922,990.455105254884
Gpi1,1364.41431490491,1032.401715417494
Prmt1,1363.4301468509611,1032.9336861226204
Lamp2,1364.6068711070593,1031.8933087870355
Tpm4,1364.475757478112,939.2792437781288
Ppm1g,1364.7293674688376,1065.722833893383
Tpm4,1364.8355676234912,1592.9155390816686
Cops7a,1365.5562517544208,957.862579396624
Arpc5,1367.1649267277517,1022.3383126841344
Pkm,1366.5242356804886,964.3050257348708
Cops7a,1367.4674746870774,1231.241093819507
Rarg,1368.7680288158572,1425.8425603955166
Rarg,1368.6388437720586,977.9014727341098
Arpc5,1369.260679498875,1375.9989371889792
Cops7a,1371.3381892192233,1461.4648475441695
Arpc5,1370.893942172164,1173.0675830134446
Khdrbs1,1371.7590320467432,966.7914758515468
Tpm4,1372.0108187995438,1486.0386959396374
Tpm4,1371.8792127008137,1023.8662028068708
Arpc5,1373.0100873125834,952.814367490188
Rarg,1372.7749411276118,963.7307798516016
Spp1,1372.938362176837,1273.7443434462289
Ltbp3,1373.926064593582,1097.595907791285
Tpm4,1373.9421535097374,1418.2678255545125
Arpc5,1376.0174020686202,1350.5384629118937
Ppm1g,1377.023782638228,935.6617290187844
Ltbp3,1377.12067893434,921.5002876005012
Arpc5,1376.6659392812758,1370.19878234977
Ppm1g,1378.9536163460602,1440.85441122698
Ppm1g,1378.715718514698,1142.5015469396135
Khdrbs1,1379.8678399202763,1068.1991501739967
Rarg,1379.7194827004976,1325.6174130008894
Ppm1g,1381.1649783668329,1246.515187705988
Eif4g2,1382.0026000504631,1361.9196406734195
Ppm1g,1381.7460147675083,1238.048389894687
Khdrbs1,1382.2955133217456,1584.833329980781
Spp1,1382.2574985440224,1283.3259151692555
Spp1,1383.3613111691473,1300.1265985716186
Tpm4,1384.7095311178948,1367.3348517677682
Mvd,1385.707917186729,1428.1395343928048
Mvd,1388.3303257358466,1054.6149182578529
Mvd,1389.0907106547445,1413.78845311732
Spp1,1391.1843658706348,1322.495621334239
Tpm4,1391.5569655388772,967.504361775398
Fkbp9,1394.90535783902,1429.5908495811177
Pdha1,1395.224026012238,1429.9927495069874
Actn4,1395.0453827347287,1431.0351998171857
Rpl21,1394.919344774666,1430.7547377910237
Tpm4,1393.585674178421,1431.00446121276
Ppm1g,1393.4829409513366,1015.2503235758631
Eif4b,1395.479501554129,963.5168213865988
