,gene,gene_number,x,y
0,Rarg,179,759.7945626241084,1744.5418882797098
1,Zfp36l1,269,778.3446069363424,1734.851315272735
2,Tpm4,239,815.1564915474469,1716.899643312014
3,Sec13,204,825.756762022404,1725.5094506490009
4,Eif3d,33,825.9200973728871,1724.8658072756066
5,Tubb5,246,824.3056386864877,1726.0954141843947
6,Trim28,241,825.6156505563869,1724.1217281414208
7,Tpm4,239,832.6882444588994,1719.0735220092326
8,Spp1,214,852.595848641723,1730.8659744785696
9,Mtch1,115,853.8619674576904,1730.4568450481024
10,Zfp36l1,269,854.2063811778951,1704.4793354427122
11,Spp1,214,860.4093647153687,1713.0200518476445
12,Spp1,214,864.6079147148365,1738.7209065626598
13,Mvd,116,867.03589869196,1676.4342878371465
14,Spp1,214,867.5185802960435,1710.04064129154
15,Spp1,214,871.1285657381187,1738.8728240330986
16,Khdrbs1,73,875.7014942375752,1679.3381882267126
17,Spp1,214,876.103537893128,1752.2684146631163
18,Ppm1g,150,883.2544361639286,1715.7452584805478
19,Ppm1g,150,885.3784998314416,1646.7853396021685
20,Hdgf,56,888.4994050783662,1660.70892380213
21,Spp1,214,888.0310478028971,1662.9435129257529
22,Ltbp3,80,888.3017437665007,1735.8867448257363
23,Oxct1,134,890.1447025442936,1721.040605918574
24,Mvd,116,890.0818866167793,1727.7587184813135
25,Spp1,214,896.2238251884716,1711.2413993822313
26,Zfp36l1,269,896.6831426964748,1747.1151409146846
27,Ppm1g,150,896.9735271498407,1639.635482277435
28,Spp1,214,908.1279494229929,1666.3153558044523
29,Tpm4,239,912.0325193435056,1670.6016808689037
30,Spp1,214,915.6411483637496,1681.9119139523846
31,Zfp36l2,270,916.5398235592731,1681.162283374135
32,Zfp36l1,269,917.356311417951,1612.7291399208427
33,Tpm4,239,918.3696213255404,1743.361059226438
34,Cebpd,12,919.4889474477476,1680.8498071947893
35,Spp1,214,920.1455781929926,1681.940696970922
36,Rarg,179,921.8691344316592,1735.563050801907
37,Zfp36l1,269,926.8387996962792,1621.269855517732
38,Spp1,214,928.0517328564184,1608.98088443427
39,Ltbp3,80,929.4734146854842,1657.5655148646051
40,Prrx1,159,931.4304663664448,1580.3581873999442
41,Ppm1g,150,931.1895176015872,1579.6965747375407
42,Mrpl38,100,930.3029116541536,1580.571161523848
43,Spp1,214,931.126344568747,1754.0675395710632
44,Spp1,214,933.8567525211868,1684.674948475268
45,Spp1,214,935.3357355115774,1593.1832885278404
46,Ppm1g,150,937.1942435748018,1787.9423139869702
47,Spp1,214,941.3065330619904,1738.9882947521253
48,Spp1,214,948.4822824089724,1596.2462728394237
49,Zfp36l1,269,948.1361327431728,1792.8464898715356
50,Spp1,214,949.8060067269912,1619.8417463699163
51,Nr2f2,129,954.3658710187292,1632.6959463126748
52,Rarg,179,953.4695807921678,1570.066103825925
53,Spp1,214,953.7881792185748,1616.2378747653456
54,Arpc5,8,954.479433807036,1589.78901872487
55,Zfp36l1,269,957.288582237535,1580.1725888371416
56,Rarg,179,958.3192497249016,1771.964013351742
57,Rarg,179,958.9188316374872,1624.5144103688674
58,Spp1,214,959.590584456016,1589.84970566504
59,Rarg,179,959.8200992143736,1782.5200227316654
60,Spp1,214,962.2538611339633,1567.9595425397451
61,Loxl1,78,963.291826138642,1608.9500199017407
62,Spp1,214,964.6297282858887,1603.0814056035613
63,Mrpl45,105,965.482540125293,1550.5103152561023
64,Rpl18a,187,964.9752722207392,1552.7133988797357
65,Ppm1g,150,965.3792482158524,1549.444984013253
66,Tpm4,239,970.5551700988356,1786.251853505555
67,Rarg,179,972.0941417573644,1573.334764922507
68,Zfp36l1,269,972.401623597646,1598.5280410548123
69,Spp1,214,972.6383705078008,1581.6798407759231
70,Zfp36l1,269,972.71316046232,1585.086308722984
71,Ltbp3,80,977.738216937759,1778.251242894377
72,Zfp36l1,269,978.4546399425876,1565.3486690031446
73,Tpm4,239,981.1799654337068,1780.473483590937
74,Rarg,179,981.6225152974416,1558.9247975543913
75,Spp1,214,982.3441553344936,1626.056278681543
76,Ppm1g,150,982.537319590955,1790.2873226489778
77,Spp1,214,987.2316945401052,1572.9977363226965
78,Spp1,214,991.5988411693808,1590.4739864247215
79,Cops7a,17,991.8400657232492,1578.8449342177778
80,Spp1,214,994.9394878924776,1727.0313841767131
81,Arpc5,8,997.8709914847892,1674.3156023510678
82,Spp1,214,998.0633335744052,1761.2654253746296
83,Spp1,214,1001.1226164655628,1620.7356616246698
84,Tnk2,234,1001.8942026455296,1568.836889526938
85,Spp1,214,1002.7609287513068,1608.8614969864657
86,Spp1,214,1002.8594270364434,1700.139352752014
87,Spp1,214,1004.718094841619,1782.384711284372
88,Khdrbs1,73,1006.2804016648544,1570.0669007127544
89,Spp1,214,1007.2616112452964,1721.7109798808508
90,Sec13,204,1006.3371567765082,1637.507742253336
91,Spp1,214,1008.8582255765282,1788.3628159102225
92,Zfp36l1,269,1011.0324073704608,1622.574682317157
93,Khdrbs1,73,1011.952522835756,1615.3577009663582
94,Rpl18a,187,1010.8618248665236,1615.359124276274
95,Spp1,214,1011.6865463536168,1694.9477125480137
96,Cops7a,17,1013.7433661219997,1650.3723100841555
97,Ltbp3,80,1017.4952162523854,1674.9310955060198
98,Spp1,214,1018.2394732503948,1577.8780264626955
99,Spp1,214,1019.6757746687376,1628.4098767894388
100,Zfp36l1,269,1020.7666870133272,1584.7310777307964
101,Spp1,214,1024.9334456784245,1753.378443304021
102,Ppm1g,150,1025.2080872841773,1611.8161201947908
103,Spp1,214,1029.1469971588508,1615.1696209422655
104,Zfp36l1,269,1029.6424243115875,1691.04612024085
105,Ltbp3,80,1029.47770458964,1695.399965607547
106,Spp1,214,1032.202097435881,1632.126365056442
107,Spp1,214,1032.5500518788774,1612.7238447275174
108,Spp1,214,1034.607147918738,1622.1123934642508
109,Zfp36l1,269,1037.8885166699745,1688.7846768857216
110,Khdrbs1,73,1038.3319903119036,1579.3131922809846
111,Ppm1g,150,1042.7705335921569,1722.5278989200394
112,Raly,177,1043.3240520586785,1723.8052095467128
113,Rarg,179,1042.85136741845,1731.0491003874884
114,Zfp36l1,269,1045.5535972961557,1777.1022325315148
115,Ltbp3,80,1048.7610841372857,1745.259529823461
116,Tpm4,239,1058.2103951736608,1614.289629077506
117,Spp1,214,1062.5304623978666,1586.269536918499
