,gene,gene_number,x,y
0,Ppm1g,150,177.01879850693396,219.9327564387384
1,Khdrbs1,73,284.4055486315794,453.39062920969394
2,Tpm4,239,285.2906110651431,420.4245466833872
3,Mvd,116,301.99076587007,484.8864732752561
4,Spp1,214,302.78818652030606,444.4764828133067
5,Rarg,179,326.52100470681074,463.4840633494128
6,Spp1,214,341.4697093886497,488.8941405720222
7,Ltbp3,80,357.1527614412178,511.8956442218813
8,Rarg,179,361.1409589650792,507.93835260395446
9,Rarg,179,364.2911691398101,483.51356581607786
10,Arpc5,8,371.02023800526655,478.9880677305375
11,Ppm1g,150,375.4646708671861,486.3321611755672
12,Spp1,214,376.0853597929161,518.4022785322964
13,Hspa8,62,392.2327301630236,526.7852206061752
14,Ergic1,41,393.8225442560405,527.2566608048014
15,Thy1,228,395.0469482896276,525.8338310245902
16,Spp1,214,393.8346005566881,526.6497333161924
17,Rpl18a,187,392.67227896678025,527.4023579601643
18,Eif3d,33,395.880400581231,496.7855807462072
19,Ywhaz,268,394.9791574815964,496.0642975785581
20,Zfp36l1,269,401.6849172410747,549.6828592257366
21,Trp53,242,401.78413683085927,522.9188696633005
22,Khdrbs1,73,404.2764788383311,522.3850652212336
23,Spp1,214,405.2194636344876,544.8009959160103
24,Rps15a,191,405.7297759997818,544.6391484213912
25,Rarg,179,407.1269695254937,562.8721038900651
26,Zfp36l1,269,408.79717220794953,507.4556913366639
27,Spp1,214,416.944503214754,530.1642249097573
28,Tubb5,246,416.7601682638807,535.9856850591101
29,Rarg,179,417.2292000590622,535.0141852754509
30,Sec13,204,416.6433552593781,536.7746034156552
31,Spp1,214,420.8497359058237,547.7977875117521
32,Mvd,116,431.6910174517912,546.2485806659719
33,Spp1,214,432.21447628498765,585.2674442204495
34,negative_control,361,432.4851982356964,561.4147859487152
35,Paics,137,432.4514180144597,562.5749712755978
36,Spp1,214,432.8460979647761,563.0293878584698
37,negative_control,920,438.7771658916404,569.4278850827365
38,Spp1,214,439.0803795253864,587.0657914238527
39,Ppm1g,150,439.3115722662015,346.52499790368984
40,Spp1,214,441.353691369546,603.9597003562834
41,Uqcrq,257,444.0006191457535,483.2222262528455
42,Hspa8,62,444.2748586046085,483.37738317713
43,negative_control,1003,443.5472791237736,482.9161390907036
44,Gsto1,54,442.8360495208062,484.7422257636889
45,Rarg,179,450.4649234741704,382.2235616866325
46,Spp1,214,456.6936811100391,570.5442441289913
47,Spp1,214,458.6811864052593,623.2683168462929
48,Vim,261,459.1620639497684,633.1420005393719
49,Ywhah,266,458.6780016265165,589.1505554373039
50,Rars,180,460.5375737467919,589.2684905322393
51,Vim,261,459.34812365765873,589.6047196031539
52,negative_control,340,459.243630667094,590.078174727623
53,Arpc5,8,460.7877145032359,522.3673392607948
54,Rarg,179,462.510901011458,379.96151016839633
55,Khdrbs1,73,463.1505102471049,602.9065600993957
56,Spp1,214,466.4272784099086,585.5088307572439
57,Zyx,271,466.6660389349871,590.6046546209975
58,Ptbp1,167,466.5615206672176,591.6582440310586
59,G3bp1,49,467.4535956287132,591.3223908244449
60,negative_control,1211,468.4635921421453,589.8507667550887
61,negative_control,1638,467.1104274100695,588.9191156841966
62,Tubb5,246,468.9411306213455,627.1801566551078
63,Tpm4,239,467.97731141831264,627.368086354654
64,Spp1,214,469.8888887877176,582.9451516486007
65,Prrc2a,158,472.2870906007304,599.8526467557017
66,negative_control,582,470.66731298993386,600.9480616716259
67,Ckap4,14,469.6551179091174,601.5814426073177
68,Rbbp7,181,470.9072394072288,600.0016328084544
69,Thy1,228,468.7013901051781,599.8711518984214
70,Rpsa,197,470.4809376004338,601.6236825416283
71,negative_control,1889,471.53901561787177,599.061830570551
72,Khdrbs1,73,471.363620034983,390.9116284599214
73,Spp1,214,472.8945468492784,627.933141948895
74,Ctsb,25,473.3235430886396,627.3963444360346
75,Ppm1g,150,473.01736845908863,560.2209628768292
76,Rab34,172,474.3872268443522,618.8132088513295
77,Ssr3,218,475.38987960023945,618.2989087866044
78,negative_control,1701,474.2159270132855,620.1524274420362
79,Spp1,214,475.80149710762055,612.4488039069373
80,Ptges3,168,477.138698504948,604.2631039195153
81,Plin2,146,476.483124196874,604.1683374154758
82,Puf60,171,477.0547149364629,603.6669477790836
