pos,cell,lvf,zvf,dr,negative_control_barcodes,gene_encoding_barcodes,est_FDR
24,4,2.5,1,0,7241,14271,0.075179551
24,6,2.5,1,0,6752,14867,0.067292192
24,8,2.5,1,0,10492,21752,0.071468501
24,9,2.5,1,0,7380,17974,0.060836919
24,10,2.5,1,0,6245,13107,0.070596753
24,12,2.5,1,0,7794,14726,0.078420786
24,13,2.5,1,0,5075,10584,0.071046355
25,3,2.5,1,0,6266,18145,0.051166888
25,6,2.5,1,0,7843,25956,0.044771334
25,7,2.5,1,0,8827,21178,0.061756655
25,8,2.5,1,0,8259,22896,0.053447013
25,9,2.5,1,0,6151,20995,0.043409565
26,5,2.5,1,0,8863,17465,0.075191326
26,6,2.5,1,0,6175,18227,0.050196953
26,7,2.5,1,0,6148,20727,0.043949405
26,9,2.5,1,0,5395,9777,0.081760101
26,10,2.5,1,0,6366,12662,0.074493763
26,13,2.5,1,0,2835,5840,0.071927638
26,16,2.5,1,0,8077,15846,0.07552418
27,2,2.5,1,0,4686,9119,0.076139611
27,6,2.5,1,0,4120,16480,0.0370421
27,7,2.5,1,0,6238,12504,0.073918303
27,8,2.5,1,0,5651,11759,0.071205002
27,9,2.5,1,0,5751,12369,0.068891297
28,3,2.5,1,0,4294,10804,0.058888847
28,8,2.5,1,0,6073,15561,0.057825762
28,9,2.5,1,0,7827,17024,0.068122301
28,10,2.5,1,0,8106,23275,0.051602708
28,11,2.5,1,0,7416,14656,0.074973856
28,12,2.5,1,0,5305,18882,0.041628713
28,13,2.5,1,0,10008,22954,0.064601783
28,14,2.5,1,0,6557,14003,0.06938086
28,16,2.5,1,0,5835,13369,0.064669205
29,3,2.5,1,0,3547,15693,0.033489665
29,4,2.5,1,0,5267,13176,0.059229125
29,5,2.5,1,0,4712,11918,0.058581095
29,6,2.5,1,0,4488,16967,0.039192537
29,7,2.5,1,0,9628,29680,0.04806487
29,8,2.5,1,0,7478,31195,0.035518618
30,1,2.5,1,0,10131,30172,0.049751228
30,2,2.5,1,0,6314,17098,0.054716064
30,6,2.5,1,0,7064,16852,0.062109041
30,8,2.5,1,0,10728,27158,0.058529736
0,1,2.5,1,1,5294,13272,0.059102132
0,2,2.5,1,1,7227,15376,0.069641845
0,3,2.5,1,1,7950,20844,0.056512126
0,4,2.5,1,1,7226,14110,0.075879861
0,5,2.5,1,1,4152,9622,0.063936311
0,6,2.5,1,1,5370,14293,0.05566811
1,1,2.5,1,1,6202,13269,0.069254684
1,2,2.5,1,1,5950,11802,0.07469937
1,3,2.5,1,1,8869,23524,0.055862333
1,4,2.5,1,1,6116,17079,0.053059191
1,5,2.5,1,1,4657,11978,0.057607299
1,6,2.5,1,1,9972,23145,0.063838205
1,7,2.5,1,1,9213,23099,0.059096734
1,8,2.5,1,1,4875,7565,0.095481949
1,9,2.5,1,1,5051,7783,0.096158111
1,10,2.5,1,1,6028,14840,0.060185923
1,11,2.5,1,1,8195,18599,0.065285232
1,12,2.5,1,1,11946,25031,0.070713103
1,14,2.5,1,1,8769,18822,0.06903032
2,1,2.5,1,1,9159,15566,0.087181958
2,3,2.5,1,1,5850,12071,0.071807235
2,4,2.5,1,1,4521,9385,0.071376593
2,5,2.5,1,1,4652,10639,0.064787986
2,6,2.5,1,1,3467,5341,0.09618046
2,7,2.5,1,1,4790,7836,0.090572566
2,8,2.5,1,1,6461,12383,0.077308893
2,9,2.5,1,1,5040,11213,0.066598477
2,10,2.5,1,1,5077,10062,0.074761574
2,11,2.5,1,1,4669,6950,0.099539317
2,12,2.5,1,1,5328,8188,0.096414414
2,13,2.5,1,1,6520,12268,0.078746165
2,23,2.5,1,1,7387,13846,0.079049542
2,28,2.5,1,1,8702,15857,0.081311812
2,29,2.5,1,1,4933,9229,0.079197606
2,31,2.5,1,1,15787,29448,0.079432712
3,1,2.5,1,1,6311,25168,0.037153956
3,2,2.5,1,1,8795,24575,0.053027103
3,3,2.5,1,1,9213,27896,0.048934451
3,5,2.5,1,1,3914,13598,0.042648265
3,8,2.5,1,1,4922,14029,0.051984094
3,9,2.5,1,1,8203,22961,0.052934339
3,11,2.5,1,1,5754,21179,0.040255015
3,13,2.5,1,1,9718,26844,0.053639565
4,3,2.5,1,1,6766,13909,0.072076165
4,5,2.5,1,1,5797,10731,0.08004214
4,6,2.5,1,1,10273,20417,0.074552283
4,8,2.5,1,1,9673,21211,0.067570266
5,2,2.5,1,1,11864,31475,0.055849718
5,7,2.5,1,1,7765,25248,0.045569059
5,11,2.5,1,1,5406,12697,0.063085639
6,1,2.5,1,1,5064,13915,0.05392201
6,6,2.5,1,1,1076,3524,0.045240975
6,7,2.5,1,1,10563,24200,0.064673669
6,8,2.5,1,1,7836,17209,0.067467463
6,10,2.5,1,1,9316,19687,0.070114126
7,2,2.5,1,1,11261,24302,0.068657902
7,4,2.5,1,1,6515,19045,0.050686118
7,5,2.5,1,1,1805,6673,0.040078519
7,8,2.5,1,1,6214,12790,0.071987367
7,9,2.5,1,1,8861,20641,0.063607392
7,10,2.5,1,1,8796,18082,0.072076608
7,11,2.5,1,1,13613,32310,0.062427001
7,12,2.5,1,1,9265,24080,0.057009145
8,2,2.5,1,1,8655,18779,0.068288912
8,3,2.5,1,1,9302,25816,0.053387916
8,4,2.5,1,1,7142,20789,0.050902819
8,6,2.5,1,1,9614,21516,0.066206125
8,7,2.5,1,1,10224,25292,0.05989537
8,8,2.5,1,1,13679,29048,0.069774013
8,9,2.5,1,1,11295,23870,0.070111523
8,12,2.5,1,1,7602,19763,0.056994189
9,3,2.5,1,1,5726,15777,0.053775258
9,7,2.5,1,1,9669,28229,0.050750655
9,8,2.5,1,1,6303,21501,0.043435441
9,10,2.5,1,1,13249,28394,0.069137251
9,12,2.5,1,1,9701,25469,0.056436516
9,13,2.5,1,1,12146,34725,0.051825871
9,14,2.5,1,1,14341,34222,0.06209114
10,6,2.5,1,1,8119,27287,0.044086166
10,7,2.5,1,1,4021,15228,0.039124319
10,8,2.5,1,1,8553,20255,0.062566493
10,9,2.5,1,1,7261,19702,0.054606169
10,11,2.5,1,1,6498,19175,0.050211121
10,15,2.5,1,1,8011,21394,0.055481772
10,16,2.5,1,1,6597,13328,0.073339355
11,3,2.5,1,1,8511,16344,0.077157442
11,4,2.5,1,1,6954,13485,0.076408086
11,5,2.5,1,1,8463,17998,0.069671583
11,6,2.5,1,1,11233,30024,0.055434839
11,12,2.5,1,1,10994,39460,0.041281383
11,13,2.5,1,1,12004,25292,0.070323163
12,2,2.5,1,1,3486,14257,0.036228873
12,3,2.5,1,1,3644,15210,0.03549807
12,4,2.5,1,1,6275,16187,0.057438481
12,6,2.5,1,1,3763,15738,0.03542748
12,7,2.5,1,1,6909,22033,0.046461919
12,12,2.5,1,1,6834,20909,0.048428085
12,13,2.5,1,1,4080,13015,0.046448487
12,14,2.5,1,1,3203,11602,0.040905308
12,15,2.5,1,1,6918,25435,0.04029994
12,16,2.5,1,1,7404,42704,0.025689369
13,9,2.5,1,1,9034,30592,0.043755011
13,10,2.5,1,1,10476,17086,0.090847017
13,11,2.5,1,1,8871,26073,0.050412375
14,4,2.5,1,1,9989,24362,0.060752571
14,6,2.5,1,1,13476,37489,0.053261419
14,7,2.5,1,1,2926,6079,0.071317771
14,9,2.5,1,1,6523,13269,0.072839133
14,10,2.5,1,1,5167,11820,0.064770399
14,11,2.5,1,1,14799,30465,0.071975845
14,12,2.5,1,1,14197,32650,0.064427159
14,13,2.5,1,1,13527,51802,0.038691053
14,14,2.5,1,1,9598,22183,0.064108564
15,3,2.5,1,1,4492,10960,0.060727413
15,7,2.5,1,1,6242,11214,0.08247433
15,8,2.5,1,1,4767,9539,0.074045367
15,9,2.5,1,1,7419,14540,0.075602568
15,10,2.5,1,1,9204,15224,0.089578425
15,11,2.5,1,1,7607,16702,0.067483954
15,16,2.5,1,1,7819,13557,0.085456126
15,17,2.5,1,1,6857,15550,0.065337023
16,2,2.5,1,1,8000,18826,0.062963305
16,3,2.5,1,1,6456,18109,0.052823192
16,5,2.5,1,1,6039,15207,0.058840597
16,9,2.5,1,1,7230,16368,0.065448284
16,13,2.5,1,1,7491,17165,0.064662364
16,14,2.5,1,1,8200,21903,0.055470979
17,5,2.5,1,1,7333,17047,0.063736661
17,7,2.5,1,1,8843,22973,0.057034482
17,8,2.5,1,1,6578,19190,0.050789563
17,9,2.5,1,1,8229,22688,0.053741085
17,11,2.5,1,1,6823,31312,0.032286439
17,12,2.5,1,1,5663,17108,0.049045922
18,3,2.5,1,1,11421,28087,0.060249627
18,5,2.5,1,1,1878,5141,0.054125705
18,6,2.5,1,1,9830,19463,0.074834062
18,12,2.5,1,1,7536,20361,0.054839991
18,13,2.5,1,1,20253,42944,0.06987832
18,14,2.5,1,1,12097,26038,0.068837588
19,5,2.5,1,1,11900,33615,0.052452891
19,6,2.5,1,1,4816,17428,0.0409444
19,8,2.5,1,1,9594,26350,0.053947917
19,9,2.5,1,1,15771,43352,0.053902099
19,10,2.5,1,1,5453,14241,0.05673494
20,4,2.5,1,1,8496,15422,0.081626165
20,5,2.5,1,1,4557,11417,0.059140176
20,10,2.5,1,1,7724,18858,0.060687915
20,11,2.5,1,1,6705,12489,0.079547531
20,12,2.5,1,1,9246,24175,0.056668666
20,13,2.5,1,1,10302,22125,0.068991224
20,14,2.5,1,1,6302,14889,0.062714571
21,1,2.5,1,1,11110,35183,0.046788247
21,2,2.5,1,1,9111,30232,0.044653423
21,4,2.5,1,1,9125,24213,0.055839286
21,5,2.5,1,1,11208,28698,0.057867148
21,6,2.5,1,1,7841,20037,0.057982153
21,7,2.5,1,1,10441,26146,0.059168754
21,10,2.5,1,1,7027,16709,0.062312486
21,11,2.5,1,1,4521,18240,0.036725292
21,12,2.5,1,1,8315,17930,0.068712785
21,13,2.5,1,1,8009,20804,0.057040987
22,2,2.5,1,1,11540,32018,0.053403189
22,8,2.5,1,1,6643,22406,0.043929424
22,9,2.5,1,1,13376,28272,0.070101178
22,11,2.5,1,1,8206,27767,0.043788305
23,2,2.5,1,1,5984,21332,0.041563833
23,3,2.5,1,1,12431,35558,0.051799352
23,5,2.5,1,1,5499,22205,0.036693448
23,7,2.5,1,1,6004,22475,0.039581894
23,8,2.5,1,1,2563,12952,0.029320229
23,9,2.5,1,1,7994,26026,0.045510573
23,10,2.5,1,1,8216,24840,0.049007712
24,2,2.5,1,1,6779,12981,0.077377211
24,3,2.5,1,1,12341,28374,0.064444428
24,4,2.5,1,1,8768,16830,0.07719195
24,6,2.5,1,1,8526,17851,0.070768235
24,8,2.5,1,1,12938,25995,0.073745056
24,9,2.5,1,1,9148,21063,0.064351921
24,10,2.5,1,1,7657,15434,0.073508191
24,12,2.5,1,1,9480,17327,0.081066337
24,13,2.5,1,1,6338,12789,0.073429612
25,3,2.5,1,1,8010,21568,0.055027303
25,6,2.5,1,1,10104,31117,0.048111755
25,7,2.5,1,1,10888,25116,0.064232263
25,8,2.5,1,1,10374,27112,0.056694414
25,9,2.5,1,1,8119,25109,0.04791028
26,5,2.5,1,1,10939,20782,0.077991248
26,6,2.5,1,1,8277,22372,0.054818069
26,7,2.5,1,1,8303,25116,0.04898241
26,9,2.5,1,1,6549,11669,0.083156641
26,10,2.5,1,1,7932,15210,0.077269673
26,13,2.5,1,1,3840,7353,0.077378845
26,16,2.5,1,1,10369,19147,0.080240148
27,2,2.5,1,1,5881,11077,0.078665555
27,6,2.5,1,1,5820,20353,0.042369188
27,7,2.5,1,1,7847,15103,0.07698321
27,8,2.5,1,1,7200,14310,0.074550137
27,9,2.5,1,1,7317,15030,0.07213228
28,3,2.5,1,1,5558,13077,0.062974685
28,8,2.5,1,1,7862,18746,0.062141254
28,9,2.5,1,1,9805,20126,0.072184793
28,10,2.5,1,1,10827,28417,0.056452801
28,11,2.5,1,1,9152,17343,0.078189309
28,12,2.5,1,1,7269,23293,0.046238616
28,13,2.5,1,1,12816,27330,0.069481383
28,14,2.5,1,1,8270,16656,0.073568243
28,16,2.5,1,1,7460,15966,0.069230631
29,3,2.5,1,1,4764,18938,0.037272904
29,4,2.5,1,1,6687,15574,0.063618985
29,5,2.5,1,1,6108,14337,0.063124264
29,6,2.5,1,1,5972,20241,0.043716302
29,7,2.5,1,1,12395,35457,0.051796466
29,8,2.5,1,1,10186,37545,0.04019825
30,1,2.5,1,1,12840,35877,0.053027907
30,2,2.5,1,1,7795,20271,0.0569766
30,6,2.5,1,1,8803,19904,0.065530869
30,8,2.5,1,1,13644,32698,0.061826706
0,1,3,1,0,2913,9695,0.044519293
0,2,3,1,0,4167,10933,0.056472854
0,3,3,1,0,4735,15730,0.044601231
0,4,3,1,0,4525,10529,0.063677652
0,5,3,1,0,2448,7103,0.051065217
0,6,3,1,0,3182,11031,0.042740626
1,1,3,1,0,3654,9991,0.054189503
1,2,3,1,0,3943,8976,0.065087789
1,3,3,1,0,5385,18293,0.043617057
1,4,3,1,0,3378,12845,0.038965578
1,5,3,1,0,2606,8849,0.043635083
1,6,3,1,0,6348,17592,0.05346595
1,7,3,1,0,5517,17558,0.046556843
1,8,3,1,0,3232,5490,0.087227735
1,9,3,1,0,3336,5629,0.087811294
1,10,3,1,0,3688,11297,0.048370811
1,11,3,1,0,5196,14525,0.053003993
1,12,3,1,0,7654,19114,0.059332475
1,14,3,1,0,5731,14717,0.05769879
2,1,3,1,0,5758,11402,0.074824911
2,3,3,1,0,3410,8985,0.056233082
2,4,3,1,0,2838,7009,0.059994566
2,5,3,1,0,2734,8000,0.05063655
2,6,3,1,0,2411,4144,0.086205118
2,7,3,1,0,3304,5842,0.083798081
2,8,3,1,0,4145,9343,0.065734562
2,9,3,1,0,2928,8182,0.053023352
2,10,3,1,0,2916,7315,0.059064805
2,11,3,1,0,3137,5196,0.089454246
2,12,3,1,0,3502,6074,0.085427351
2,13,3,1,0,4024,9140,0.065233001
2,23,3,1,0,4744,10561,0.066557228
2,28,3,1,0,5445,11737,0.068737917
2,29,3,1,0,2880,6695,0.063737862
2,31,3,1,0,9999,22111,0.067004469
3,1,3,1,0,3557,20078,0.026249377
3,2,3,1,0,5439,19395,0.041551323
3,3,3,1,0,5339,21867,0.036176479
3,5,3,1,0,2093,10646,0.029129857
3,8,3,1,0,2994,11193,0.039633359
3,9,3,1,0,5008,18315,0.040514733
3,11,3,1,0,3135,16396,0.028330564
3,13,3,1,0,6029,21287,0.041964921
4,3,3,1,0,4358,10597,0.060934026
4,5,3,1,0,3781,8195,0.068361771
4,6,3,1,0,6596,15215,0.064233898
4,8,3,1,0,6012,15963,0.055803321
5,2,3,1,0,7451,24892,0.044351709
5,7,3,1,0,4576,19863,0.034134753
5,11,3,1,0,3473,10010,0.051407477
6,1,3,1,0,3290,10946,0.044534445
6,6,3,1,0,646,2789,0.034319392
6,7,3,1,0,6831,18967,0.053363122
6,8,3,1,0,5018,13140,0.056583639
6,10,3,1,0,6197,15516,0.059177595
7,2,3,1,0,7302,18837,0.057436197
7,4,3,1,0,4003,14939,0.039702664
7,5,3,1,0,945,5140,0.027241077
7,8,3,1,0,3650,9515,0.056838114
7,9,3,1,0,5463,15949,0.050752019
7,10,3,1,0,5755,13766,0.06194313
7,11,3,1,0,8701,25033,0.051500549
7,12,3,1,0,5694,18597,0.045365965
8,2,3,1,0,5742,14820,0.057407756
8,3,3,1,0,5885,20303,0.042947891
8,4,3,1,0,4452,16379,0.040273869
8,6,3,1,0,6344,16824,0.055871393
8,7,3,1,0,6592,19991,0.04885829
8,8,3,1,0,9091,22851,0.058947044
8,9,3,1,0,7483,18609,0.05958107
8,12,3,1,0,4941,15426,0.047458839
9,3,3,1,0,3588,12533,0.042418273
9,7,3,1,0,6045,22408,0.039971348
9,8,3,1,0,3593,17001,0.031313985
9,10,3,1,0,8880,22316,0.058959284
9,12,3,1,0,6198,20172,0.045525864
9,13,3,1,0,7478,27536,0.040238353
9,14,3,1,0,9325,26761,0.051629996
10,6,3,1,0,4828,21524,0.03323532
10,7,3,1,0,2164,11790,0.027195625
10,8,3,1,0,5691,15926,0.052946525
10,9,3,1,0,4434,15434,0.042566974
10,11,3,1,0,4049,15245,0.039352827
10,15,3,1,0,4831,16560,0.04322473
10,16,3,1,0,4528,10446,0.064226164
11,3,3,1,0,5765,12800,0.066733657
11,4,3,1,0,4681,10529,0.065872948
11,5,3,1,0,5503,13576,0.060059715
11,6,3,1,0,6622,23121,0.042436362
11,12,3,1,0,6359,30851,0.030540431
11,13,3,1,0,8012,19934,0.059552784
12,2,3,1,0,1915,11032,0.025719949
12,3,3,1,0,1915,11884,0.023876008
12,4,3,1,0,3827,12595,0.045021077
12,6,3,1,0,1978,12296,0.023835157
12,7,3,1,0,4058,17543,0.034273919
12,12,3,1,0,3800,16308,0.034525381
12,13,3,1,0,2397,10197,0.034829818
12,14,3,1,0,1799,8963,0.029739479
12,15,3,1,0,3890,19908,0.028951932
12,16,3,1,0,3428,33074,0.015357116
13,9,3,1,0,5288,23635,0.033150602
13,10,3,1,0,6531,12210,0.079253711
13,11,3,1,0,4930,19444,0.037567898
14,4,3,1,0,6322,19166,0.04887408
14,6,3,1,0,8145,29055,0.041536107
14,7,3,1,0,1734,4563,0.05630594
14,9,3,1,0,4225,10227,0.061211644
14,10,3,1,0,3243,9129,0.05263557
14,11,3,1,0,10071,23751,0.062826994
14,12,3,1,0,9280,25427,0.054076483
14,13,3,1,0,7377,40487,0.026997265
14,14,3,1,0,6238,17357,0.053250819
15,3,3,1,0,2688,8345,0.047726382
15,7,3,1,0,4294,8729,0.072887513
15,8,3,1,0,3068,7315,0.062143629
15,9,3,1,0,4992,11139,0.066402428
15,10,3,1,0,6258,11630,0.079728103
15,11,3,1,0,4722,12933,0.054098135
15,16,3,1,0,5451,10560,0.076483517
15,17,3,1,0,4148,12058,0.050970519
16,2,3,1,0,5225,14969,0.051718878
16,3,3,1,0,4020,14255,0.041784424
16,5,3,1,0,3829,11919,0.047599362
16,9,3,1,0,4674,12695,0.054552114
16,13,3,1,0,4996,13581,0.054506245
16,14,3,1,0,5062,16918,0.044333162
17,5,3,1,0,4711,13170,0.05300086
17,7,3,1,0,5618,18032,0.046162936
17,8,3,1,0,4051,15263,0.039325832
17,9,3,1,0,4983,17930,0.041178089
17,11,3,1,0,3708,24848,0.02211077
17,12,3,1,0,3398,13523,0.037231104
18,3,3,1,0,7237,21830,0.049120233
18,5,3,1,0,989,3653,0.040114576
18,6,3,1,0,6324,14836,0.063158328
18,12,3,1,0,4517,15409,0.043434139
18,13,3,1,0,12642,32670,0.057335319
18,14,3,1,0,7810,19916,0.058103795
19,5,3,1,0,7479,26782,0.041376725
19,6,3,1,0,2677,13396,0.029609346
19,8,3,1,0,6081,20842,0.043230593
19,9,3,1,0,9783,34239,0.042335683
19,10,3,1,0,3426,11351,0.044720723
20,4,3,1,0,5659,12024,0.069734278
20,5,3,1,0,2636,8625,0.045283698
20,10,3,1,0,4522,14168,0.047290902
20,11,3,1,0,4320,9398,0.068108904
20,12,3,1,0,5553,18468,0.044551609
20,13,3,1,0,6385,17144,0.055182876
20,14,3,1,0,3786,11192,0.050122012
21,1,3,1,0,6821,28099,0.035967709
21,2,3,1,0,5283,23840,0.032834465
21,4,3,1,0,5905,19319,0.045288803
21,5,3,1,0,7269,22791,0.047257079
21,6,3,1,0,5206,15844,0.048684971
21,7,3,1,0,6912,20742,0.049375179
21,10,3,1,0,4647,13172,0.052272893
21,11,3,1,0,2437,14316,0.025222575
21,12,3,1,0,5707,14208,0.059515558
21,13,3,1,0,5158,16370,0.04668617
22,2,3,1,0,6217,23435,0.039307144
22,8,3,1,0,3676,16499,0.033012124
22,9,3,1,0,8891,21838,0.060324445
22,11,3,1,0,4575,20959,0.032342689
23,2,3,1,0,3414,16916,0.029903459
23,3,3,1,0,7599,28019,0.040184577
23,5,3,1,0,2933,17257,0.025182703
23,7,3,1,0,3363,17589,0.028329656
23,8,3,1,0,1279,9963,0.019021116
23,9,3,1,0,4463,20375,0.032455242
23,10,3,1,0,5158,19737,0.038721822
24,2,3,1,0,4597,10187,0.06686268
24,3,3,1,0,7944,21872,0.053815369
24,4,3,1,0,6104,13090,0.069092429
24,6,3,1,0,5524,13775,0.059417948
24,8,3,1,0,8682,20077,0.06407322
24,9,3,1,0,6103,16762,0.053947723
24,10,3,1,0,5161,12133,0.063026218
24,12,3,1,0,6487,13586,0.070746975
24,13,3,1,0,4152,9737,0.063181184
25,3,3,1,0,5023,17107,0.043505575
25,6,3,1,0,6229,24563,0.037574439
25,7,3,1,0,7167,19772,0.053708421
25,8,3,1,0,6612,21615,0.045324518
25,9,3,1,0,4891,19904,0.036409347
26,5,3,1,0,7347,16069,0.067744926
26,6,3,1,0,4970,17026,0.043251318
26,7,3,1,0,4895,19479,0.037234165
26,9,3,1,0,4461,9009,0.073368767
26,10,3,1,0,5206,11646,0.066234302
26,13,3,1,0,2315,5303,0.064682225
26,16,3,1,0,6661,14554,0.067812952
27,2,3,1,0,3864,8346,0.068598453
27,6,3,1,0,3296,15509,0.031489009
27,7,3,1,0,5170,11473,0.066768118
27,8,3,1,0,4579,10773,0.062978102
27,9,3,1,0,4658,11329,0.060920505
28,3,3,1,0,3536,10020,0.05228777
28,8,3,1,0,4852,14427,0.049831085
28,9,3,1,0,6447,15793,0.06048513
28,10,3,1,0,6589,21696,0.044998229
28,11,3,1,0,6176,13383,0.068376898
28,12,3,1,0,4216,17712,0.03526863
28,13,3,1,0,8298,21230,0.057913395
28,14,3,1,0,5398,12924,0.061885872
28,16,3,1,0,4784,12377,0.057270552
29,3,3,1,0,2716,14960,0.026900092
29,4,3,1,0,4257,12327,0.0511684
29,5,3,1,0,3844,11123,0.051205549
29,6,3,1,0,3542,16101,0.032595023
29,7,3,1,0,7721,27977,0.040891025
29,8,3,1,0,5894,29713,0.029391328
30,1,3,1,0,8241,28431,0.042948042
30,2,3,1,0,5166,16032,0.047744383
30,6,3,1,0,5834,15697,0.055068767
30,8,3,1,0,8728,25280,0.051155608
0,1,3,1,1,4606,12341,0.055300514
0,2,3,1,1,6227,14165,0.065135518
0,3,3,1,1,6931,19454,0.052788895
0,4,3,1,1,6192,12970,0.070736987
0,5,3,1,1,3553,8875,0.059317444
0,6,3,1,1,4613,13438,0.050863285
1,1,3,1,1,5347,12251,0.064668715
1,2,3,1,1,5234,10903,0.071128441
1,3,3,1,1,7702,21978,0.051924333
1,4,3,1,1,5280,15877,0.049274368
1,5,3,1,1,3987,11087,0.05328289
1,6,3,1,1,8717,21421,0.060295221
1,7,3,1,1,7914,21541,0.054435946
1,8,3,1,1,4235,6859,0.091484643
1,9,3,1,1,4466,7061,0.093714781
1,10,3,1,1,5205,13806,0.055860967
1,11,3,1,1,7062,17322,0.060406721
1,12,3,1,1,10269,23241,0.065467978
1,14,3,1,1,7701,17439,0.065430634
2,1,3,1,1,8004,14148,0.083823852
2,3,3,1,1,4990,11067,0.066807654
2,4,3,1,1,3901,8617,0.06707728
2,5,3,1,1,3983,9812,0.060146222
2,6,3,1,1,3043,4866,0.092658536
2,7,3,1,1,4297,7122,0.089396182
2,8,3,1,1,5690,11312,0.074529543
2,9,3,1,1,4350,10295,0.062606365
2,10,3,1,1,4376,9232,0.070232334
2,11,3,1,1,4110,6363,0.095705189
2,12,3,1,1,4623,7428,0.092216277
2,13,3,1,1,5704,11222,0.075312114
2,23,3,1,1,6483,12710,0.075576375
2,28,3,1,1,7615,14435,0.078164347
2,29,3,1,1,4240,8398,0.074807574
2,31,3,1,1,13707,26921,0.075440891
3,1,3,1,1,5367,23966,0.033181165
3,2,3,1,1,7493,23265,0.04772086
3,3,3,1,1,7824,26403,0.043906736
3,5,3,1,1,3291,12826,0.03801826
3,8,3,1,1,4159,13273,0.046427512
3,9,3,1,1,6913,21787,0.04701373
3,11,3,1,1,4928,20184,0.036175875
3,13,3,1,1,8323,25433,0.048488404
4,3,3,1,1,5905,12870,0.06798247
4,5,3,1,1,5055,9863,0.075939496
4,6,3,1,1,9003,18787,0.071004423
4,8,3,1,1,8469,19577,0.064097572
5,2,3,1,1,10230,29651,0.051120121
5,7,3,1,1,6599,23883,0.040939717
5,11,3,1,1,4599,11948,0.05703268
6,1,3,1,1,4399,13055,0.049926678
6,6,3,1,1,913,3315,0.040807767
6,7,3,1,1,9145,22606,0.059939839
6,8,3,1,1,6765,16055,0.062432838
6,10,3,1,1,8117,18357,0.065516309
7,2,3,1,1,9795,22643,0.064095281
7,4,3,1,1,5632,18004,0.046349945
7,5,3,1,1,1502,6264,0.035528246
7,8,3,1,1,5344,11847,0.066836492
7,9,3,1,1,7668,19313,0.058828524
7,10,3,1,1,7677,16795,0.067727823
7,11,3,1,1,11863,30291,0.058027853
7,12,3,1,1,8003,22656,0.052338969
8,2,3,1,1,7515,17520,0.063555109
8,3,3,1,1,8099,24380,0.049221323
8,4,3,1,1,6179,19618,0.046667985
8,6,3,1,1,8400,20128,0.061834983
8,7,3,1,1,8902,23767,0.055496911
8,8,3,1,1,11929,27144,0.06511571
8,9,3,1,1,9933,22288,0.066033592
8,12,3,1,1,6653,18582,0.053049422
9,3,3,1,1,4911,14925,0.048754104
9,7,3,1,1,8332,26682,0.046268612
9,8,3,1,1,5337,20417,0.038731192
9,10,3,1,1,11633,26576,0.064857126
9,12,3,1,1,8407,23981,0.051943277
9,13,3,1,1,10344,32858,0.046644772
9,14,3,1,1,12509,32086,0.05776471
10,6,3,1,1,6985,25858,0.040024606
10,7,3,1,1,3364,14434,0.03453225
10,8,3,1,1,7514,19052,0.05843677
10,9,3,1,1,6269,18583,0.049984808
10,11,3,1,1,5658,18169,0.046141053
10,15,3,1,1,6861,20173,0.050393267
10,16,3,1,1,5807,12372,0.069545254
11,3,3,1,1,7408,15209,0.072169866
11,4,3,1,1,6125,12523,0.072469172
11,5,3,1,1,7427,16605,0.066272008
11,6,3,1,1,9608,28088,0.050683636
11,12,3,1,1,9414,37465,0.037230944
11,13,3,1,1,10425,23685,0.065216616
12,2,3,1,1,2944,13543,0.032209094
12,3,3,1,1,3048,14467,0.031217065
12,4,3,1,1,5362,15182,0.052330322
12,6,3,1,1,3151,15026,0.031071384
12,7,3,1,1,5927,20860,0.042099429
12,12,3,1,1,5725,19736,0.042980547
12,13,3,1,1,3506,12297,0.04224432
12,14,3,1,1,2720,10975,0.036721462
12,15,3,1,1,5818,24230,0.035577538
12,16,3,1,1,6235,40972,0.022547837
13,9,3,1,1,7761,28751,0.039996346
13,10,3,1,1,9145,15497,0.087436278
13,11,3,1,1,7692,24204,0.047087726
14,4,3,1,1,8676,22801,0.056379502
14,6,3,1,1,11695,35206,0.049219719
14,7,3,1,1,2441,5660,0.063900894
14,9,3,1,1,5714,12285,0.068916095
14,10,3,1,1,4512,11021,0.060660177
14,11,3,1,1,13025,28280,0.06824234
14,12,3,1,1,12367,30461,0.060155562
14,13,3,1,1,11542,49092,0.034835811
14,14,3,1,1,8298,20784,0.059156147
15,3,3,1,1,3923,10208,0.056942068
15,7,3,1,1,5473,10339,0.078433663
15,8,3,1,1,4126,8845,0.069117333
15,9,3,1,1,6556,13431,0.072324623
15,10,3,1,1,8139,13956,0.086410332
15,11,3,1,1,6626,15569,0.063058887
15,16,3,1,1,6984,12502,0.082771404
15,17,3,1,1,5920,14543,0.060314716
16,2,3,1,1,6937,17717,0.058014572
16,3,3,1,1,5663,17066,0.049166626
16,5,3,1,1,5197,14225,0.054132244
16,9,3,1,1,6262,15303,0.060630629
16,13,3,1,1,6600,16087,0.060788924
16,14,3,1,1,6989,20547,0.050399033
17,5,3,1,1,6354,15962,0.058981456
17,7,3,1,1,7673,21679,0.052442277
17,8,3,1,1,5570,18168,0.045425912
17,9,3,1,1,7003,21355,0.048589243
17,11,3,1,1,5806,29919,0.028753157
17,12,3,1,1,4829,16201,0.044164261
