pos,cell,lvf,zvf,dr,negative_control_barcodes,gene_encoding_barcodes,est_FDR
9,14,4,1,0,6501,23713,0.040620873
10,6,4,1,0,3302,19499,0.025091135
10,7,4,1,0,1423,10804,0.01951533
10,8,4,1,0,4086,14216,0.04258695
10,9,4,1,0,2991,13930,0.031814191
10,11,4,1,0,2837,13768,0.030531213
10,15,4,1,0,3299,14881,0.032847762
10,16,4,1,0,3245,9154,0.052524192
11,3,4,1,0,4099,11145,0.054494595
11,4,4,1,0,3302,9147,0.053487706
11,5,4,1,0,3911,11764,0.049259317
11,6,4,1,0,4646,20451,0.033660475
11,12,4,1,0,4307,28005,0.022787405
11,13,4,1,0,5765,17369,0.049179044
12,2,4,1,0,1256,10092,0.0184403
12,3,4,1,0,1223,10875,0.016662984
12,4,4,1,0,2581,11243,0.034014288
12,6,4,1,0,1273,11292,0.016703717
12,7,4,1,0,2778,15899,0.025889163
12,12,4,1,0,2599,14614,0.026350737
12,13,4,1,0,1568,9290,0.025008401
12,14,4,1,0,1198,8163,0.02174516
12,15,4,1,0,2560,18214,0.02082525
12,16,4,1,0,2209,31015,0.010553087
13,9,4,1,0,3655,21109,0.025655194
13,10,4,1,0,4544,10192,0.06605938
13,11,4,1,0,3313,17068,0.028760365
14,4,4,1,0,4475,16986,0.039035299
14,6,4,1,0,5584,25941,0.031894389
14,7,4,1,0,1193,3900,0.045324333
14,9,4,1,0,2942,8900,0.048978812
14,10,4,1,0,2263,7952,0.042166132
14,11,4,1,0,7227,20537,0.052140674
14,12,4,1,0,6656,22318,0.044188944
14,13,4,1,0,4946,36838,0.019893612
14,14,4,1,0,4392,15232,0.042722926
15,3,4,1,0,1859,7267,0.037903544
15,7,4,1,0,3032,7459,0.060228795
15,8,4,1,0,2177,6342,0.050861338
15,9,4,1,0,3602,9539,0.05594953
15,10,4,1,0,4447,9898,0.066569495
15,11,4,1,0,3308,11200,0.043762595
15,16,4,1,0,3976,8923,0.066022364
15,17,4,1,0,2911,10540,0.040922031
16,2,4,1,0,3671,13300,0.040896706
16,3,4,1,0,2853,12801,0.033022767
16,5,4,1,0,2714,10559,0.038084007
16,9,4,1,0,3260,11156,0.043297685
16,13,4,1,0,3600,11960,0.044599183
16,14,4,1,0,3503,15072,0.034436962
17,5,4,1,0,3385,11688,0.042911536
17,7,4,1,0,3882,16169,0.035573611
17,8,4,1,0,2693,13718,0.029087148
17,9,4,1,0,3395,15948,0.031541993
17,11,4,1,0,2497,23027,0.016067073
17,12,4,1,0,2257,12249,0.0273015
18,3,4,1,0,5035,19028,0.039206847
18,5,4,1,0,647,3165,0.030289085
18,6,4,1,0,4429,12628,0.051966886
18,12,4,1,0,3111,13494,0.034159766
18,13,4,1,0,8766,28055,0.046296353
18,14,4,1,0,5451,17066,0.047326025
19,5,4,1,0,5157,24217,0.031552398
19,6,4,1,0,1755,12267,0.021197973
19,8,4,1,0,4234,18975,0.03306166
19,9,4,1,0,6864,31047,0.032757686
19,10,4,1,0,2363,10202,0.03431895
20,4,4,1,0,4101,10159,0.059812836
20,5,4,1,0,1786,7529,0.035147929
20,10,4,1,0,3216,12253,0.038889216
20,11,4,1,0,3020,8020,0.055794085
20,12,4,1,0,3923,15931,0.036486387
20,13,4,1,0,4580,14706,0.046145197
20,14,4,1,0,2692,9560,0.041722733
21,1,4,1,0,4825,25602,0.027924089
21,2,4,1,0,3540,21758,0.024106817
21,4,4,1,0,4146,17362,0.035382224
21,5,4,1,0,5088,20422,0.036915131
21,6,4,1,0,3664,14169,0.038315266
21,7,4,1,0,4821,18615,0.038373347
21,10,4,1,0,3319,11724,0.04194566
21,11,4,1,0,1582,13207,0.017748346
21,12,4,1,0,4096,12517,0.04848588
21,13,4,1,0,3598,14738,0.036172472
22,2,4,1,0,4183,20567,0.030135091
22,8,4,1,0,2490,14594,0.025280205
22,9,4,1,0,6428,19049,0.049998764
22,11,4,1,0,3157,18520,0.025257432
23,2,4,1,0,2242,15240,0.021797477
23,3,4,1,0,5248,25330,0.030698293
23,5,4,1,0,1905,15894,0.017758953
23,7,4,1,0,2234,16182,0.020455333
23,8,4,1,0,833,9164,0.013468385
23,9,4,1,0,3006,18530,0.024036384
23,10,4,1,0,3640,17767,0.030355883
24,2,4,1,0,3335,8858,0.055784783
24,3,4,1,0,5602,19016,0.043649525
24,4,4,1,0,4442,11384,0.05781483
24,6,4,1,0,3965,12055,0.048733944
24,8,4,1,0,6127,17457,0.052003653
24,9,4,1,0,4364,14735,0.043882381
24,10,4,1,0,3757,10486,0.053086846
24,12,4,1,0,4648,11597,0.059384902
24,13,4,1,0,2955,8436,0.051901092
25,3,4,1,0,3503,15384,0.033738553
25,6,4,1,0,4387,22232,0.0292378
25,7,4,1,0,5101,17560,0.043041401
25,8,4,1,0,4637,19461,0.035304294
25,9,4,1,0,3300,18002,0.027161188
26,5,4,1,0,5310,13778,0.057103658
26,6,4,1,0,3420,15072,0.033621014
26,7,4,1,0,3399,17505,0.028770316
26,9,4,1,0,3332,7735,0.063826387
26,10,4,1,0,3700,10062,0.054484503
26,13,4,1,0,1591,4475,0.052678418
26,16,4,1,0,4687,12523,0.055455185
27,2,4,1,0,2744,7165,0.056744464
27,6,4,1,0,2249,13898,0.023976884
27,7,4,1,0,3685,9783,0.055811157
27,8,4,1,0,3273,9261,0.052365313
27,9,4,1,0,3283,9747,0.049906315
28,3,4,1,0,2451,8778,0.041371696
28,8,4,1,0,3360,12684,0.039249907
28,9,4,1,0,4599,13746,0.049572709
28,10,4,1,0,4674,19037,0.036378583
28,11,4,1,0,4419,11589,0.056498072
28,12,4,1,0,2909,15790,0.027297142
28,13,4,1,0,5844,18299,0.047319314
28,14,4,1,0,3802,11174,0.050414914
28,16,4,1,0,3357,10831,0.045923859
29,3,4,1,0,1805,13711,0.019505795
29,4,4,1,0,2947,10995,0.039713713
29,5,4,1,0,2673,9884,0.040070227
29,6,4,1,0,2377,14659,0.024025942
29,7,4,1,0,5365,25296,0.031424868
29,8,4,1,0,3921,27254,0.021316808
30,1,4,1,0,5790,25536,0.033595513
30,2,4,1,0,3629,14247,0.037741498
30,6,4,1,0,4138,13884,0.044160244
30,8,4,1,0,6218,22265,0.041379344
0,1,4,1,1,3628,10710,0.050191872
0,2,4,1,1,4846,12218,0.058767724
0,3,4,1,1,5365,17263,0.046047816
0,4,4,1,1,4873,11228,0.064305718
0,5,4,1,1,2787,7773,0.053125605
0,6,4,1,1,3542,11958,0.04388798
1,1,4,1,1,4118,10593,0.057600063
1,2,4,1,1,4208,9425,0.066153063
1,3,4,1,1,6058,19307,0.046491125
1,4,4,1,1,4095,13921,0.043585201
1,5,4,1,1,3158,9667,0.048403414
1,6,4,1,1,6902,18668,0.054781352
1,7,4,1,1,6151,18858,0.048328763
1,8,4,1,1,3441,5744,0.088761744
1,9,4,1,1,3565,5887,0.089726574
1,10,4,1,1,4129,12113,0.050506672
1,11,4,1,1,5582,15009,0.055105337
1,12,4,1,1,8170,20146,0.060088147
1,14,4,1,1,6066,15162,0.059279086
2,1,4,1,1,6348,11941,0.07876836
2,3,4,1,1,3946,9488,0.061622312
2,4,4,1,1,3091,7378,0.062074887
2,5,4,1,1,3150,8499,0.054915926
2,6,4,1,1,2497,4072,0.090858666
2,7,4,1,1,3439,6014,0.084727489
2,8,4,1,1,4487,9553,0.069594013
2,9,4,1,1,3392,8805,0.057079751
2,10,4,1,1,3355,7862,0.063228819
2,11,4,1,1,3280,5300,0.091696669
2,12,4,1,1,3712,6259,0.087873637
2,13,4,1,1,4450,9623,0.068518068
2,23,4,1,1,5250,10816,0.071919757
2,28,4,1,1,5957,12220,0.072229063
2,29,4,1,1,3279,7144,0.068007304
2,31,4,1,1,10782,22920,0.069701207
3,1,4,1,1,4112,21932,0.027779886
3,2,4,1,1,5793,21001,0.040871365
3,3,4,1,1,6007,23886,0.037262311
3,5,4,1,1,2467,11586,0.031549408
3,8,4,1,1,3154,12027,0.038856168
3,9,4,1,1,5338,19707,0.04013411
3,11,4,1,1,3715,18462,0.029815058
3,13,4,1,1,6519,22987,0.042019828
4,3,4,1,1,4700,11190,0.062233375
4,5,4,1,1,4030,8565,0.069716129
4,6,4,1,1,7124,16119,0.065484935
4,8,4,1,1,6684,16919,0.058535231
5,2,4,1,1,7971,26563,0.044462233
5,7,4,1,1,5168,21584,0.03547694
5,11,4,1,1,3678,10689,0.050983569
6,1,4,1,1,3429,11703,0.043413606
6,6,4,1,1,724,2955,0.036302511
6,7,4,1,1,7320,20036,0.054132196
6,8,4,1,1,5457,14084,0.057409468
6,10,4,1,1,6433,16237,0.058703412
7,2,4,1,1,7795,19889,0.058070927
7,4,4,1,1,4456,16151,0.040879102
7,5,4,1,1,1165,5585,0.030907105
7,8,4,1,1,4136,10184,0.060175225
7,9,4,1,1,5981,17103,0.05181519
7,10,4,1,1,6149,14712,0.061928186
7,11,4,1,1,9355,27003,0.051331903
7,12,4,1,1,6269,20161,0.046072501
8,2,4,1,1,5990,15358,0.057789341
8,3,4,1,1,6323,21882,0.042814586
8,4,4,1,1,4864,17559,0.041043971
8,6,4,1,1,6622,17796,0.055134363
8,7,4,1,1,7146,21136,0.050095163
8,8,4,1,1,9518,23923,0.058950249
8,9,4,1,1,7852,19535,0.05955558
8,12,4,1,1,5292,16637,0.047130322
9,3,4,1,1,4001,13379,0.044309871
9,7,4,1,1,6610,24115,0.04061344
9,8,4,1,1,4133,18618,0.032891825
9,10,4,1,1,9224,23536,0.058068716
9,12,4,1,1,6639,21498,0.045757279
9,13,4,1,1,8140,29651,0.040676225
9,14,4,1,1,9886,28573,0.051264928
10,6,4,1,1,5362,23407,0.033941938
10,7,4,1,1,2552,13165,0.028722047
10,8,4,1,1,6020,17023,0.052398153
10,9,4,1,1,4835,16726,0.042831173
10,11,4,1,1,4446,16430,0.040094747
10,15,4,1,1,5333,18165,0.043500251
10,16,4,1,1,4682,10939,0.063417537
11,3,4,1,1,5924,13327,0.065862504
11,4,4,1,1,4831,10950,0.065370003
11,5,4,1,1,5916,14399,0.060876744
11,6,4,1,1,7606,24823,0.045400187
11,12,4,1,1,7321,33887,0.03201053
11,13,4,1,1,8358,20783,0.059586752
12,2,4,1,1,2256,12339,0.027090356
12,3,4,1,1,2338,13144,0.026355578
12,4,4,1,1,4192,13588,0.045711063
12,6,4,1,1,2407,13735,0.025965878
12,7,4,1,1,4611,18904,0.036140737
12,12,4,1,1,4365,17686,0.036568758
12,13,4,1,1,2679,11136,0.035645038
12,14,4,1,1,2084,9963,0.030992968
12,15,4,1,1,4470,22117,0.029945867
12,16,4,1,1,4655,38023,0.018139649
13,9,4,1,1,6090,25576,0.035280949
13,10,4,1,1,7204,12982,0.082221933
13,11,4,1,1,5926,21178,0.041460286
14,4,4,1,1,6875,20299,0.050182656
14,6,4,1,1,9151,31388,0.043197687
14,7,4,1,1,1903,4893,0.057626091
14,9,4,1,1,4529,10776,0.062273077
14,10,4,1,1,3561,9619,0.054852653
14,11,4,1,1,10467,24647,0.062923626
14,12,4,1,1,9914,26871,0.054666425
14,13,4,1,1,8838,44497,0.029429227
14,14,4,1,1,6624,18346,0.053497627
15,3,4,1,1,2978,8867,0.049762658
15,7,4,1,1,4353,8943,0.072120881
15,8,4,1,1,3296,7696,0.063456736
15,9,4,1,1,5225,11626,0.06659039
15,10,4,1,1,6446,12024,0.07943226
15,11,4,1,1,5197,13576,0.056720033
15,16,4,1,1,5567,10723,0.076923759
15,17,4,1,1,4561,12760,0.052962074
16,2,4,1,1,5401,15780,0.050713404
16,3,4,1,1,4441,15310,0.042979481
16,5,4,1,1,4151,12661,0.048578076
16,9,4,1,1,5053,13522,0.055368652
16,13,4,1,1,5286,14251,0.054958821
16,14,4,1,1,5464,18411,0.043973284
17,5,4,1,1,5163,14177,0.053960178
17,7,4,1,1,5959,19474,0.045339195
17,8,4,1,1,4339,16313,0.039410451
17,9,4,1,1,5475,19090,0.042494603
17,11,4,1,1,4465,27515,0.024044045
17,12,4,1,1,3745,14615,0.037967202
18,3,4,1,1,7986,22828,0.051834275
18,5,4,1,1,1220,4077,0.044337858
18,6,4,1,1,6768,15307,0.065512754
18,12,4,1,1,5104,16594,0.045573792
18,13,4,1,1,13895,34259,0.060095154
18,14,4,1,1,8399,20707,0.060098825
19,5,4,1,1,7998,28799,0.041149028
19,6,4,1,1,3087,15186,0.030119574
19,8,4,1,1,6519,22794,0.042375616
19,9,4,1,1,10571,37161,0.042148708
19,10,4,1,1,3715,12145,0.045322816
20,4,4,1,1,6062,12100,0.074231143
20,5,4,1,1,3004,9201,0.048374945
20,10,4,1,1,5289,15048,0.052077529
20,11,4,1,1,4676,9802,0.070683068
20,12,4,1,1,6379,19357,0.048828135
20,13,4,1,1,7104,17558,0.059949214
20,14,4,1,1,4351,11677,0.055209446
21,1,4,1,1,7443,30421,0.036251845
21,2,4,1,1,6023,26187,0.034078675
21,4,4,1,1,6176,20563,0.044501679
21,5,4,1,1,7638,24333,0.046509276
21,6,4,1,1,5401,17077,0.046861716
21,7,4,1,1,7130,22175,0.047641068
21,10,4,1,1,4907,13981,0.0520036
21,11,4,1,1,2829,15983,0.02622589
21,12,4,1,1,5835,14913,0.057973755
21,13,4,1,1,5482,17656,0.04600471
22,2,4,1,1,7747,26013,0.044126421
22,8,4,1,1,4432,18478,0.035538605
22,9,4,1,1,9381,22973,0.060504407
22,11,4,1,1,5576,22867,0.0361301
23,2,4,1,1,3904,18161,0.031851188
23,3,4,1,1,8360,30548,0.0405489
23,5,4,1,1,3463,19310,0.026572095
23,7,4,1,1,3904,19589,0.029529298
23,8,4,1,1,1605,11330,0.020989433
23,9,4,1,1,5251,22466,0.034631544
23,10,4,1,1,5637,21237,0.039328778
24,2,4,1,1,4764,10592,0.066642206
24,3,4,1,1,8655,23148,0.055399926
24,4,4,1,1,6331,13609,0.068928953
24,6,4,1,1,5877,14559,0.059810816
24,8,4,1,1,9088,21029,0.064033211
24,9,4,1,1,6413,17502,0.054291163
24,10,4,1,1,5512,12497,0.065352021
24,12,4,1,1,6716,13826,0.071973019
24,13,4,1,1,4449,10298,0.064012546
25,3,4,1,1,5441,18445,0.043707468
25,6,4,1,1,6780,26680,0.037652989
25,7,4,1,1,7523,21020,0.053029061
25,8,4,1,1,7025,23141,0.044980035
25,9,4,1,1,5343,21473,0.036867869
26,5,4,1,1,7658,16681,0.068021917
26,6,4,1,1,5639,18512,0.045134053
26,7,4,1,1,5577,21134,0.039099799
26,9,4,1,1,4706,9368,0.074432161
26,10,4,1,1,5469,12215,0.066339171
26,13,4,1,1,2635,5740,0.068018071
26,16,4,1,1,7136,15247,0.069346736
27,2,4,1,1,4102,8778,0.069239778
27,6,4,1,1,3891,17093,0.033728616
27,7,4,1,1,5468,12000,0.0675154
27,8,4,1,1,4935,11375,0.06428229
27,9,4,1,1,5069,11975,0.062719466
28,3,4,1,1,3816,10627,0.053205101
28,8,4,1,1,5302,15321,0.051275298
28,9,4,1,1,6877,16357,0.06229468
28,10,4,1,1,7476,23207,0.047731587
28,11,4,1,1,6398,13848,0.068456197
28,12,4,1,1,4920,19457,0.037466645
28,13,4,1,1,8802,21910,0.059524338
28,14,4,1,1,5698,13386,0.063070636
28,16,4,1,1,5134,13039,0.058340099
29,3,4,1,1,3175,16480,0.028545793
29,4,4,1,1,4512,13072,0.05114258
29,5,4,1,1,4140,11960,0.051289061
29,6,4,1,1,3952,17479,0.033500859
29,7,4,1,1,8385,30292,0.041013866
29,8,4,1,1,6654,32671,0.030176992
30,1,4,1,1,8752,30468,0.042561698
30,2,4,1,1,5390,17061,0.046810132
30,6,4,1,1,6039,16612,0.053864011
30,8,4,1,1,9440,26959,0.051882847
0,1,4.5,1,0,1698,7978,0.031535465
0,2,4.5,1,0,2427,8847,0.040647078
0,3,4.5,1,0,2809,13218,0.031487746
0,4,4.5,1,0,2642,8444,0.046359653
0,5,4.5,1,0,1418,5864,0.035829261
0,6,4.5,1,0,1839,9326,0.029217423
1,1,4.5,1,0,2080,8018,0.0384373
1,2,4.5,1,0,2335,7195,0.048085227
1,3,4.5,1,0,3141,15169,0.030680792
1,4,4.5,1,0,1917,10626,0.02673055
1,5,4.5,1,0,1556,7285,0.031647224
1,6,4.5,1,0,3804,14293,0.03943417
1,7,4.5,1,0,3183,14394,0.032765042
1,8,4.5,1,0,1971,4163,0.070151312
1,9,4.5,1,0,2045,4313,0.070253738
1,10,4.5,1,0,2235,9297,0.035619702
1,11,4.5,1,0,3117,11698,0.03948033
1,12,4.5,1,0,4631,15396,0.04456793
1,14,4.5,1,0,3392,11911,0.042195215
2,1,4.5,1,0,3522,8788,0.059382009
2,3,4.5,1,0,2018,7169,0.041707885
2,4,4.5,1,0,1705,5591,0.045184604
2,5,4.5,1,0,1619,6415,0.037394331
2,6,4.5,1,0,1534,3171,0.071677806
2,7,4.5,1,0,2053,4472,0.068020957
2,8,4.5,1,0,2492,7250,0.050929055
2,9,4.5,1,0,1723,6544,0.039011942
2,10,4.5,1,0,1724,5754,0.044393868
2,11,4.5,1,0,1941,3911,0.073534866
2,12,4.5,1,0,2179,4611,0.070019289
2,13,4.5,1,0,2405,7231,0.049280182
2,23,4.5,1,0,2847,8263,0.051051123
2,28,4.5,1,0,3263,9193,0.052591481
2,29,4.5,1,0,1698,5239,0.048022512
2,31,4.5,1,0,5918,17203,0.050971376
3,1,4.5,1,0,1972,17606,0.016595938
3,2,4.5,1,0,3106,16682,0.027587282
3,3,4.5,1,0,2988,18953,0.023359213
3,5,4.5,1,0,1136,9242,0.018212432
3,8,4.5,1,0,1695,9666,0.025982354
3,9,4.5,1,0,2821,15786,0.026478085
3,11,4.5,1,0,1735,14499,0.017730338
3,13,4.5,1,0,3528,18313,0.028544646
4,3,4.5,1,0,2659,8598,0.045822258
4,5,4.5,1,0,2292,6590,0.051532924
4,6,4.5,1,0,3993,12064,0.04904148
4,8,4.5,1,0,3566,12859,0.041089393
5,2,4.5,1,0,4426,21126,0.031042002
5,7,4.5,1,0,2680,17183,0.023109545
5,11,4.5,1,0,2010,8432,0.035320028
6,1,4.5,1,0,2000,9324,0.031782153
6,6,4.5,1,0,375,2376,0.023385164
6,7,4.5,1,0,4178,15758,0.039284653
6,8,4.5,1,0,3096,10876,0.042178132
6,10,4.5,1,0,3788,12847,0.043688168
7,2,4.5,1,0,4429,15312,0.042857748
7,4,4.5,1,0,2463,12727,0.028674375
7,5,4.5,1,0,511,4364,0.017349691
7,8,4.5,1,0,2161,7720,0.041475636
7,9,4.5,1,0,3223,13331,0.035822275
7,10,4.5,1,0,3530,11285,0.046347758
7,11,4.5,1,0,5287,21078,0.037165116
7,12,4.5,1,0,3387,15712,0.031940324
8,2,4.5,1,0,3494,12121,0.042711029
8,3,4.5,1,0,3506,17274,0.03007285
8,4,4.5,1,0,2663,13837,0.028515751
8,6,4.5,1,0,3853,13950,0.040924218
8,7,4.5,1,0,4073,16718,0.036098211
8,8,4.5,1,0,5606,18744,0.044314556
8,9,4.5,1,0,4582,15284,0.044419497
8,12,4.5,1,0,2966,13063,0.033642155
9,3,4.5,1,0,2162,10709,0.029913164
9,7,4.5,1,0,3625,19227,0.027935218
9,8,4.5,1,0,2066,14912,0.020528159
9,10,4.5,1,0,5400,18504,0.043239805
9,12,4.5,1,0,3699,17110,0.032032432
9,13,4.5,1,0,4356,23681,0.027254826
9,14,4.5,1,0,5546,22490,0.036538103
10,6,4.5,1,0,2802,18665,0.022243121
10,7,4.5,1,0,1180,10379,0.016845429
10,8,4.5,1,0,3556,13492,0.039051795
10,9,4.5,1,0,2586,13294,0.028822287
10,11,4.5,1,0,2435,13106,0.027528617
10,15,4.5,1,0,2809,14171,0.029370195
10,16,4.5,1,0,2787,8607,0.047977847
11,3,4.5,1,0,3528,10450,0.050022785
11,4,4.5,1,0,2819,8531,0.04896105
11,5,4.5,1,0,3356,10950,0.045411246
11,6,4.5,1,0,3987,19287,0.030629305
11,12,4.5,1,0,3723,26621,0.020721646
11,13,4.5,1,0,4956,16312,0.045017323
12,2,4.5,1,0,1042,9681,0.015947885
12,3,4.5,1,0,1019,10402,0.014514862
12,4,4.5,1,0,2174,10628,0.03030844
12,6,4.5,1,0,1076,10789,0.014777013
12,7,4.5,1,0,2351,15174,0.02295663
12,12,4.5,1,0,2203,13906,0.02347296
12,13,4.5,1,0,1351,8915,0.022453786
12,14,4.5,1,0,1008,7784,0.019187275
12,15,4.5,1,0,2163,17487,0.018327229
12,16,4.5,1,0,1874,29995,0.009257129
13,9,4.5,1,0,3103,20009,0.022977987
13,10,4.5,1,0,3876,9426,0.060927298
13,11,4.5,1,0,2769,16073,0.025525931
14,4,4.5,1,0,3764,16115,0.034607872
14,6,4.5,1,0,4795,24571,0.028914878
14,7,4.5,1,0,1013,3627,0.041382572
14,9,4.5,1,0,2561,8287,0.045789703
14,10,4.5,1,0,1929,7482,0.038200593
14,11,4.5,1,0,6261,19254,0.048181279
14,12,4.5,1,0,5707,20950,0.040362628
14,13,4.5,1,0,4204,35293,0.017649391
14,14,4.5,1,0,3828,14356,0.039508821
15,3,4.5,1,0,1579,6836,0.034224386
15,7,4.5,1,0,2652,6918,0.056800028
15,8,4.5,1,0,1836,5923,0.045928951
15,9,4.5,1,0,3091,8880,0.051575284
15,10,4.5,1,0,3838,9152,0.062136179
15,11,4.5,1,0,2803,10478,0.039636955
15,16,4.5,1,0,3362,8249,0.060388187
15,17,4.5,1,0,2466,9872,0.037012082
16,2,4.5,1,0,3176,12536,0.037538516
16,3,4.5,1,0,2477,12136,0.030241688
16,5,4.5,1,0,2327,10015,0.034427146
16,9,4.5,1,0,2810,10520,0.0395773
16,13,4.5,1,0,3115,11294,0.04086635
16,14,4.5,1,0,2969,14302,0.030758773
17,5,4.5,1,0,2882,11014,0.038770776
17,7,4.5,1,0,3306,15382,0.031845321
17,8,4.5,1,0,2278,13086,0.025793032
17,9,4.5,1,0,2925,15101,0.028699594
17,11,4.5,1,0,2123,22167,0.014190531
17,12,4.5,1,0,1929,11712,0.02440376
18,3,4.5,1,0,4300,17815,0.035763352
18,5,4.5,1,0,537,2976,0.026736031
18,6,4.5,1,0,3791,11707,0.047980388
18,12,4.5,1,0,2676,12673,0.03128688
18,13,4.5,1,0,7408,26180,0.041926337
18,14,4.5,1,0,4724,15856,0.044144016
19,5,4.5,1,0,4419,23131,0.028306435
19,6,4.5,1,0,1462,11821,0.018325201
19,8,4.5,1,0,3613,18116,0.029550255
19,9,4.5,1,0,5801,29602,0.029036041
19,10,4.5,1,0,2040,9728,0.031071498
20,4,4.5,1,0,3514,9384,0.055484202
20,5,4.5,1,0,1542,7029,0.032504719
20,10,4.5,1,0,2717,11427,0.035230029
20,11,4.5,1,0,2598,7429,0.051816058
20,12,4.5,1,0,3325,14792,0.033305836
20,13,4.5,1,0,3893,13692,0.042128219
20,14,4.5,1,0,2273,8857,0.038024926
21,1,4.5,1,0,4098,24502,0.024781409
21,2,4.5,1,0,3002,20835,0.021348766
21,4,4.5,1,0,3515,16497,0.031570099
21,5,4.5,1,0,4332,19344,0.033181633
21,6,4.5,1,0,3162,13452,0.034828165
21,7,4.5,1,0,4215,17645,0.035394151
21,10,4.5,1,0,2864,11083,0.038288757
21,11,4.5,1,0,1352,12685,0.01579217
21,12,4.5,1,0,3483,11820,0.043660789
21,13,4.5,1,0,3099,14027,0.032735001
22,2,4.5,1,0,3562,19445,0.027141982
22,8,4.5,1,0,2106,13803,0.022606871
22,9,4.5,1,0,5561,17825,0.046225215
22,11,4.5,1,0,2708,17494,0.022935865
23,2,4.5,1,0,1865,14533,0.019014248
23,3,4.5,1,0,4466,24200,0.027343804
23,5,4.5,1,0,1578,15303,0.015278686
23,7,4.5,1,0,1883,15504,0.017995427
23,8,4.5,1,0,686,8800,0.0115504
23,9,4.5,1,0,2562,17741,0.021397184
23,10,4.5,1,0,3116,16895,0.027327181
24,2,4.5,1,0,2908,8276,0.052063038
24,3,4.5,1,0,4848,17841,0.040262339
24,4,4.5,1,0,3856,10621,0.053793178
24,6,4.5,1,0,3401,11290,0.044634253
24,8,4.5,1,0,5318,16295,0.048355909
24,9,4.5,1,0,3717,13881,0.039675955
24,10,4.5,1,0,3186,9802,0.04816002
24,12,4.5,1,0,3994,10847,0.054557443
24,13,4.5,1,0,2532,7875,0.047639668
25,3,4.5,1,0,2937,14556,0.029896303
25,6,4.5,1,0,3733,21244,0.026036181
25,7,4.5,1,0,4384,16665,0.038978113
25,8,4.5,1,0,3986,18537,0.031860562
25,9,4.5,1,0,2797,17181,0.024121239
26,5,4.5,1,0,4612,12880,0.05305533
26,6,4.5,1,0,2962,14228,0.030845853
26,7,4.5,1,0,2861,16582,0.025564455
26,9,4.5,1,0,2895,7233,0.059304232
26,10,4.5,1,0,3163,9361,0.050064805
26,13,4.5,1,0,1361,4177,0.048277996
26,16,4.5,1,0,3982,11692,0.050462415
27,2,4.5,1,0,2346,6659,0.05220049
27,6,4.5,1,0,1945,13141,0.021930411
27,7,4.5,1,0,3181,9111,0.051731278
27,8,4.5,1,0,2766,8671,0.047264882
27,9,4.5,1,0,2804,9088,0.04571569
28,3,4.5,1,0,2116,8217,0.038155571
28,8,4.5,1,0,2853,11936,0.035415922
28,9,4.5,1,0,3966,12831,0.045798135
28,10,4.5,1,0,3998,17876,0.033138132
28,11,4.5,1,0,3785,10748,0.052178767
28,12,4.5,1,0,2506,14933,0.024865064
28,13,4.5,1,0,5024,17044,0.043675078
28,14,4.5,1,0,3260,10445,0.046244995
28,16,4.5,1,0,2866,10182,0.041706013
29,3,4.5,1,0,1539,13112,0.017391028
29,4,4.5,1,0,2508,10434,0.035614946
29,5,4.5,1,0,2299,9367,0.036365875
29,6,4.5,1,0,2036,13960,0.02160966
29,7,4.5,1,0,4560,24083,0.028054972
29,8,4.5,1,0,3345,26074,0.019008334
30,1,4.5,1,0,4925,24275,0.030060942
30,2,4.5,1,0,3132,13470,0.034451628
30,6,4.5,1,0,3572,13072,0.040487876
30,8,4.5,1,0,5399,21039,0.038022776
0,1,4.5,1,1,3238,10060,0.047690783
0,2,4.5,1,1,4359,11389,0.056709636
0,3,4.5,1,1,4837,16324,0.043904101
0,4,4.5,1,1,4421,10497,0.062403781
0,5,4.5,1,1,2516,7283,0.051186556
0,6,4.5,1,1,3223,11306,0.042238347
1,1,4.5,1,1,3703,9897,0.055437767
1,2,4.5,1,1,3831,8775,0.064687537
1,3,4.5,1,1,5411,18224,0.043993591
1,4,4.5,1,1,3663,13112,0.041392682
1,5,4.5,1,1,2839,9132,0.046063303
1,6,4.5,1,1,6251,17513,0.052886465
1,7,4.5,1,1,5581,17740,0.046613745
1,8,4.5,1,1,3074,5303,0.085889054
1,9,4.5,1,1,3209,5424,0.087660839
1,10,4.5,1,1,3732,11398,0.048514166
1,11,4.5,1,1,5111,14042,0.053930258
1,12,4.5,1,1,7344,18838,0.057763495
1,14,4.5,1,1,5481,14207,0.057162736
2,1,4.5,1,1,5785,11000,0.077923108
2,3,4.5,1,1,3560,8824,0.059777822
2,4,4.5,1,1,2803,6895,0.060234376
2,5,4.5,1,1,2826,7914,0.052909261
2,6,4.5,1,1,2297,3788,0.089847627
2,7,4.5,1,1,3131,5521,0.084027396
2,8,4.5,1,1,4069,8831,0.068270548
2,9,4.5,1,1,3070,8234,0.055243743
2,10,4.5,1,1,3054,7296,0.062021147
2,11,4.5,1,1,2961,4854,0.090384554
2,12,4.5,1,1,3360,5734,0.086823477
2,13,4.5,1,1,4036,8951,0.066809033
2,23,4.5,1,1,4733,10056,0.069737572
2,28,4.5,1,1,5329,11376,0.06940835
2,29,4.5,1,1,2921,6623,0.065348013
2,31,4.5,1,1,9754,21247,0.068020641
3,1,4.5,1,1,3663,20960,0.025894124
3,2,4.5,1,1,5211,19954,0.038694273
