fdr,error_lower,error_upper
0.025580568595169762,0.00012730059086813253,0.00012718049175618196
0.03634278650974511,0.00027253542658139257,0.00027768409629288365
0.06279184007392216,0.000896279408368561,0.0008850768151779931
0.13766709743905126,0.003529032271497645,0.003708471193309665
0.2876121891517968,0.011436909907903359,0.011958826589592075
0.37627237627237625,0.019474251617108695,0.020473556143143168
0.3970765521398433,0.024085250355971866,0.025176491472423623
