,est_fdr_100nm,error_lower,error_upper
1,0.01387855410227304,7.028827667015722e-05,6.877168998678691e-05
2,0.024613419015254757,0.00020756851454992523,0.0002071724425023562
3,0.056808190899453506,0.0008838745389570316,0.0008951888503315741
4,0.13364465780539656,0.0037761143514439266,0.003766126406918535
5,0.17944067162270444,0.0072749298595718714,0.0076977371091108415
6,0.19051005114761257,0.009255505982606493,0.009658130680018723
7,0.17974780125993953,0.01026289972543279,0.011313550811140494
